Tempo,Carbon Monoxide
328,0.480251163585906
329,0.47216404709103504
330,0.4640769305961643
331,0.45598981410129336
332,0.44790269760642243
333,0.43975383527677536
334,0.43160726066816396
335,0.4235224145597318
336,0.4154375684512996
337,0.40735272234286757
338,0.40831867717244114
339,0.4092846320020147
340,0.41025058683158827
341,0.411216541661162
342,0.4121824964907355
343,0.4128476140350878
344,0.41381286549707597
345,0.4147781169590643
346,0.41574336842105264
347,0.41509873684210524
348,0.4144541052631579
349,0.4138094736842105
350,0.41316484210526316
351,0.41252021052631577
352,0.4118755789473684
353,0.41123094736842103
354,0.4105863157894737
355,0.4099416842105263
356,0.4091929005847953
357,0.4084441169590643
358,0.40769533333333324
359,0.40694654970760236
360,0.40619776608187136
361,0.40544898245614036
362,0.4047001988304093
363,0.4039514152046783
364,0.4032026315789474
365,0.4022413421052632
366,0.40128005263157895
367,0.4003187631578947
368,0.39935747368421054
369,0.3983961842105263
370,0.39743489473684207
371,0.39647360526315795
372,0.3955123157894737
373,0.3940649590643275
374,0.3926176023391813
375,0.3911702456140351
376,0.3897228888888889
377,0.3882755321637427
378,0.3868281754385965
379,0.38538081871345026
380,0.38393346198830414
381,0.38248610526315785
382,0.38512845614035085
383,0.38777080701754385
384,0.3904131578947368
385,0.39305550877192985
386,0.39569785964912285
387,0.39834021052631585
388,0.4009825614035088
389,0.4036249122807018
390,0.4062672631578948
391,0.4080073801169591
392,0.40974749707602337
393,0.41148761403508777
394,0.4131697422583965
395,0.4149096150247919
396,0.41664948779118716
397,0.41838936055758263
398,0.42001135194537975
399,0.4217507365319866
400,0.4137742397937711
401,0.40579774305555555
402,0.3978212463173401
403,0.38984474957912457
404,0.3818682528409092
405,0.37389175610269365
406,0.36591525936447816
407,0.3579387626262627
408,0.3596142442947999
409,0.3612897259633371
410,0.3629652076318744
411,0.3646406893004116
412,0.3663161709689488
413,0.36799165263748596
414,0.3696671343060232
415,0.3713426159745604
416,0.3730180976430977
417,0.3789950079498691
418,0.38497191825664057
419,0.3909488285634119
420,0.3969257388701834
421,0.40290264917695473
422,0.40887955948372623
423,0.4148564697904977
424,0.420833380097269
425,0.4268102904040405
426,0.4209671950991396
427,0.41512409979423875
428,0.4092810044893379
429,0.403437909184437
430,0.3975948138795362
431,0.39175171857463525
432,0.38590862326973446
433,0.38006552796483367
434,0.37422243265993266
435,0.3694060658670034
436,0.36469202568060627
437,0.3598743071147909
438,0.3550565885489756
439,0.35023886998316023
440,0.345421151417345
441,0.3406512368421053
442,0.3358328421052632
443,0.33178790842105266
444,0.32759140374706874
445,0.32334832581249795
446,0.3191500471546193
447,0.31490637353312806
448,0.31066269991163675
449,0.3064190262901455
450,0.30217535266865425
451,0.29793167904716295
452,0.2962837252837108
453,0.2946353086769043
454,0.2929452850310185
455,0.2912552613851326
456,0.2895652377392468
457,0.287875214093361
458,0.28618519044747515
459,0.2844951668015893
460,0.2828051431557035
461,0.2782557289128262
462,0.2737063146699488
463,0.2691569004270715
464,0.2646074861841942
465,0.2600580719413169
466,0.25550865769843956
467,0.25095924345556225
468,0.24640982921268495
469,0.24189438412921346
470,0.23686114658377397
471,0.23182790903833442
472,0.22679467149289492
473,0.22176143394745534
474,0.21672819640201588
475,0.2116949588565763
476,0.20669075091098385
477,0.20165680635085892
478,0.19662286179073396
479,0.18296606032681229
480,0.1692816355330521
481,0.15559721073929186
482,0.14191278594553167
483,0.12826440060122382
484,0.1145761297071843
485,0.10088785881314476
486,0.08719958791910525
487,0.0899166160100864
488,0.09262138836137407
489,0.09533956051034415
490,0.09804471306578577
491,0.10074986562122742
492,0.10346956267521773
493,0.10617509554171733
494,0.10888062840821695
495,0.11158616127471654
496,0.11342969316743991
497,0.11527322506016327
498,0.1171167569528866
499,0.11889035334364312
500,0.12073280144336661
501,0.12257524954309013
502,0.12441769764281363
503,0.12626014574253716
504,0.12810259384226066
505,0.12315204320727309
506,0.11820149257228552
507,0.11325094193729793
508,0.10830039130231034
509,0.10334984066732275
510,0.09839929003233515
511,0.09346187898387702
512,0.08851063226471689
513,0.0835593855455568
514,0.08144770174050632
515,0.07931251318565402
516,0.07718818091503728
517,0.0750632509144626
518,0.07293772293161671
519,0.07080163307302657
520,0.0687042116887231
521,0.06656691890750388
522,0.07459358631371445
523,0.08261088073782033
524,0.09062817516192621
525,0.09865936135755529
526,0.10667778481903957
527,0.11471236267605633
528,0.12273191549295775
529,0.13075146830985918
530,0.13877102112676057
531,0.16349171128017284
532,0.18819981447559997
533,0.21291488162344985
534,0.23767041396485294
535,0.2624029089712863
536,0.2871423787366046
537,0.3119328161730136
538,0.33668974232378807
539,0.3614026661024122
540,0.371477241736023
541,0.38160564804364194
542,0.3916816450338601
543,0.4017576420240784
544,0.41183363901429654
545,0.42190963600451475
546,0.4319856329947329
547,0.44206162998495113
548,0.45213762697516946
549,0.45388620732223484
550,0.45563478766930027
551,0.45738336801636575
552,0.4591319483634312
553,0.4608805287104966
554,0.46262910905756216
555,0.4643776894046276
556,0.466126269751693
557,0.4671676895221972
558,0.46820910929270126
559,0.46925052906320547
560,0.4702919488337096
561,0.47133336860421365
562,0.47237478837471786
563,0.47341620814522206
564,0.47452457551385163
565,0.4755661422322562
566,0.4437882507878274
567,0.41201035934339864
568,0.3802324678989699
569,0.34845457645454114
570,0.3166766850101123
571,0.2849389994355066
572,0.2531566233888419
573,0.22137424734217706
574,0.18959187129551225
575,0.1752255833098128
576,0.16085929532411325
577,0.14649300733841375
578,0.13212671935271428
579,0.11776043136701478
580,0.10339414338131526
581,0.08902785539561578
582,0.07465103240675415
583,0.060278266083521444
584,0.07203003949781352
585,0.08377849788434415
586,0.09549670802199352
587,0.10723523400056384
588,0.11893692405241649
589,0.13064712635582476
590,0.14237078169014086
591,0.15406943818642632
592,0.16576150760135136
593,0.2360056326276289
594,0.3060930554262844
595,0.3761742431210919
596,0.44627875862133126
597,0.516363565233322
598,0.5864286712672068
599,0.6562896303824811
600,0.7263977496570418
601,0.7059604088982876
602,0.6858290916262586
603,0.6656977743542299
604,0.6454758130977749
605,0.6252595297751278
606,0.6051338649858371
607,0.5849260822571588
608,0.5648032425190739
609,0.5446804027809888
610,0.5297988432817337
611,0.5149937301547988
612,0.5001886170278638
613,0.48538350390092877
614,0.47057839077399377
615,0.4557093184444701
616,0.4409062829365538
617,0.4261032474286375
618,0.4113002119207212
619,0.3953550277360454
620,0.3794098435513694
621,0.36346465936669364
622,0.3474219669117647
623,0.331481256684492
624,0.3155405464572193
625,0.29959983622994657
626,0.2836591260026739
627,0.2676433194455903
628,0.25025548950426946
629,0.2328676595629486
630,0.21547982962162776
631,0.19809199968030688
632,0.18070416973898606
633,0.1633163397976652
634,0.14592850985634434
635,0.12854067991502352
636,0.12227918210956192
637,0.11601768430410031
638,0.10975618649863872
639,0.10349468869317714
640,0.09723319088771554
641,0.09097169308225393
642,0.08469831613007003
643,0.0784376963918929
644,0.07217707665371575
645,0.06931705376277561
646,0.06645703087183548
647,0.06359700798089535
648,0.06073698508995521
649,0.057868847089340494
650,0.055009225211144465
651,0.05214960333294842
652,0.049289981454752385
653,0.046430359576556356
654,0.044759671610553914
655,0.04308898364455148
656,0.04141829567854904
657,0.039747607712546595
658,0.038076919746544154
659,0.03640623178054171
660,0.03473554381453927
661,0.03306485584853683
662,0.031394167882534386
663,0.029326085316077492
664,0.027258002749620595
665,0.025189920183163694
666,0.023121837616706803
667,0.021053755050249905
668,0.018985672483793008
669,0.01691758991733611
670,0.014849507350879216
671,0.014083328749051497
672,0.013317150147223778
673,0.01255097154539606
674,0.011784792943568342
675,0.011017069603994688
676,0.01025099841540149
677,0.00948492722680829
678,0.008718856038215091
679,0.007952784849621891
680,0.0076940813095306825
681,0.007435377769439475
682,0.007176674229348266
683,0.0069179706892570575
684,0.006659267149165849
685,0.006400563609074642
686,0.006141860068983433
687,0.005882331864394202
688,0.0056236645877652995
689,0.0052750426662296545
690,0.004926420744694009
691,0.004577798823158364
692,0.004229176901622718
693,0.003880554980087073
694,0.0035319330585514277
695,0.0031814397018970187
696,0.0028330227315204186
697,0.002484605761143818
698,0.002461257359125315
699,0.002437908957106812
700,0.0024145605550883096
701,0.002391212153069806
702,0.0023678637510513036
703,0.002344515349032801
704,0.0023211669470142977
705,0.002297818544995795
706,0.002274470142977292
707,0.00214810778490328
708,0.0020217454268292682
709,0.0018953830687552567
710,0.001769020710681245
711,0.0016426583526072333
712,0.0015162959945332212
713,0.0013899336364592094
714,0.0012635712783851975
715,0.0013189627137650684
716,0.0013743541491449396
717,0.0014297455845248108
718,0.001485137019904682
719,0.0015405284552845529
720,0.001595919890664424
721,0.001651311326044295
722,0.001706702761424166
723,0.0017620941968040373
724,0.0017230254181852165
725,0.0016837206260219575
726,0.0016446573230553608
727,0.0016055940200887643
728,0.0015665307171221676
729,0.0015274674141555712
730,0.0014884041111889745
731,0.001449340808222378
732,0.0014102775052557814
733,0.0014102775052557814
734,0.0014102775052557814
735,0.0014102775052557814
736,0.0014102775052557814
737,0.0014102775052557814
738,0.0014102775052557814
739,0.0014100798766816143
740,0.0014100798766816143
741,0.0014100798766816143
742,0.0014100798766816143
743,0.0014100798766816143
744,0.0014100798766816143
745,0.001399684239810822
746,0.0013506483221476509
747,0.0013493804479013005
748,0.0013481149517684888
749,0.0013468518270646499
750,0.0013461311036789298
751,0.0013455910671302488
752,0.0013454111512234256
753,0.0013452312834224599
754,0.0013452312834224599
755,0.0013452312834224599
756,0.0013452312834224599
757,0.0013452312834224599
758,0.001344691968461847
759,0.001344691968461847
760,0.001344691968461847
761,0.001344691968461847
762,0.001344691968461847
763,0.001344691968461847
764,0.001344691968461847
765,0.0013454829637374126
766,0.0013454829637374126
767,0.0013454829637374126
768,0.0013454829637374126
769,0.0013462739590129784
770,0.0013462739590129784
771,0.0013462739590129784
772,0.0013462739590129784
773,0.0013462739590129784
774,0.0013462739590129784
775,0.0013462739590129784
776,0.0013462739590129784
777,0.0013462739590129784
778,0.0013462739590129784
779,0.0013462739590129784
780,0.0013462739590129784
781,0.0013470649542885445
782,0.0013470649542885445
783,0.0013470649542885445
784,0.0013470649542885445
785,0.0013470649542885445
786,0.0013470649542885445
787,0.0013470649542885445
788,0.0013470649542885445
789,0.00134785594956411
790,0.00134785594956411
791,0.00134785594956411
792,0.00134785594956411
793,0.00134785594956411
794,0.00134785594956411
795,0.00134785594956411
796,0.00134785594956411
797,0.00134785594956411
798,0.00134785594956411
799,0.0013136241300583794
800,0.0013103814564880128
801,0.0013086812080690586
802,0.0013076631752350883
803,0.0013069853661511256
804,0.001306308259369024
805,0.00130596996900016
806,0.0013056318537978298
807,0.0013056318537978298
808,0.0013056318537978298
809,0.0013056318537978298
810,0.0013056318537978298
811,0.0013049561483488466
812,0.0012949038478095051
813,0.0012942391980736861
814,0.0012935752302921939
815,0.0012935752302921939
816,0.0012935752302921939
817,0.00129281608989883
818,0.00129281608989883
819,0.00129281608989883
820,0.00129281608989883
821,0.00129281608989883
822,0.00129281608989883
823,0.00129281608989883
824,0.00129281608989883
825,0.00129281608989883
826,0.00129281608989883
827,0.0012920569495054658
828,0.0012920569495054658
829,0.0012920569495054658
830,0.0012920569495054658
831,0.0012912978091121018
832,0.0012912978091121018
833,0.0012912978091121018
834,0.0012905386687187379
835,0.0012905386687187379
836,0.0012905386687187379
837,0.0012905386687187379
838,0.0012905386687187379
839,0.001289779528325374
840,0.001289779528325374
841,0.001289779528325374
842,0.001289779528325374
843,0.001289779528325374
844,0.001289779528325374
845,0.00128902038793201
846,0.00128902038793201
847,0.00128902038793201
848,0.00128902038793201
849,0.00128902038793201
850,0.00128902038793201
851,0.00128902038793201
852,0.00128902038793201
853,0.00128902038793201
854,0.00128902038793201
855,0.001288261247538646
856,0.001288261247538646
857,0.001288261247538646
858,0.001288261247538646
859,0.001288261247538646
860,0.001288261247538646
861,0.001288261247538646
862,0.001288261247538646
863,0.001288261247538646
864,0.001288261247538646
865,0.001288261247538646
866,0.001288261247538646
867,0.001288261247538646
868,0.001288261247538646
869,0.001288261247538646
870,0.001288261247538646
871,0.001288261247538646
872,0.001288261247538646
873,0.001288261247538646
874,0.001288261247538646
875,0.001288261247538646
876,0.001288261247538646
877,0.001288261247538646
878,0.001288261247538646
879,0.001288261247538646
880,0.001288261247538646
881,0.001288261247538646
882,0.001288261247538646
883,0.001288261247538646
884,0.001288261247538646
885,0.001288261247538646
886,0.001288261247538646
887,0.001288261247538646
888,0.001288261247538646
889,0.001288261247538646
890,0.001288261247538646
891,0.001288261247538646
892,0.001288261247538646
893,0.001288261247538646
894,0.001288261247538646
895,0.001288261247538646
896,0.001288261247538646
897,0.001288261247538646
898,0.0012884264939788126
899,0.0012885917828170394
900,0.0012885917828170394
901,0.0012885917828170394
902,0.0012885917828170394
903,0.0012885917828170394
904,0.0012885917828170394
905,0.0012885917828170394
906,0.0012885917828170394
907,0.0012885917828170394
908,0.0012885917828170394
909,0.0012885917828170394
910,0.0012885917828170394
911,0.0012885917828170394
912,0.0012885917828170394
913,0.0012885917828170394
914,0.0012885917828170394
915,0.0012885917828170394
916,0.0012885917828170394
917,0.0012885917828170394
918,0.0012885917828170394
919,0.0012885917828170394
920,0.0012885917828170394
921,0.0012885917828170394
922,0.0012885917828170394
923,0.0012887571140696463
924,0.0012887571140696463
925,0.0012887571140696463
926,0.0012887571140696463
927,0.0012887571140696463
928,0.0012887571140696463
929,0.0012887571140696463
930,0.0012887571140696463
931,0.0012889224877529607
932,0.0012889224877529607
933,0.0012889224877529607
934,0.0012889224877529607
935,0.0012889224877529607
936,0.0012889224877529607
937,0.0012889224877529607
938,0.0012889224877529607
939,0.0012889224877529607
940,0.0012889224877529607
941,0.0012889224877529607
942,0.0012889224877529607
943,0.0012889224877529607
944,0.0012889224877529607
945,0.0012889224877529607
946,0.0012889224877529607
947,0.0012889224877529607
948,0.0012889224877529607
949,0.0012889224877529607
950,0.0012889224877529607
951,0.0012889224877529607
952,0.0012889224877529607
953,0.0012889224877529607
954,0.0012889224877529607
955,0.0012889224877529607
956,0.0012889224877529607
957,0.0012889224877529607
958,0.0012889224877529607
959,0.0012889224877529607
960,0.0012889224877529607
961,0.0012889224877529607
962,0.0012889224877529607
963,0.0012889224877529607
964,0.0012889224877529607
965,0.0012889224877529607
966,0.0012889224877529607
967,0.0012889224877529607
968,0.0012889224877529607
