Time,Balanca
0,0.8591831140350867
1,0.8582017543859642
2,0.8571491228070169
3,0.8560964912280699
4,0.8550438596491227
5,0.8539912280701756
6,0.8529385964912283
7,0.8518859649122812
8,0.8508333333333341
9,0.8497807017543868
10,0.8487280701754397
11,0.8476754385964925
12,0.8466228070175454
13,0.8455701754385981
14,0.844517543859651
15,0.843464912280704
16,0.8423916408668753
17,0.8412977296181656
18,0.8401831785345745
19,0.8390479876161021
20,0.8378921568627483
21,0.8367156862745132
22,0.8355392156862782
23,0.8343627450980432
24,0.8331862745098081
25,0.832009803921573
26,0.830833333333338
27,0.829656862745103
28,0.8284803921568679
29,0.8273039215686327
30,0.8261274509803977
31,0.8249509803921627
32,0.8237745098039276
33,0.8224910873440345
34,0.8211007130124837
35,0.8196033868092749
36,0.817999108734408
37,0.8162878787878831
38,0.8144696969697004
39,0.8126515151515176
40,0.8108333333333348
41,0.809015151515152
42,0.8071969696969692
43,0.8053787878787865
44,0.8036072261072242
45,0.8018822843822819
46,0.80020396270396
47,0.7985722610722582
48,0.7969871794871767
49,0.7954487179487154
50,0.7939102564102541
51,0.792371794871793
52,0.7908333333333317
53,0.7892948717948705
54,0.7877564102564092
55,0.7862179487179479
56,0.7846794871794867
57,0.7831033182503769
58,0.7814894419306184
59,0.7798378582202113
60,0.7781485671191555
61,0.7764215686274512
62,0.7746568627450982
63,0.7728921568627451
64,0.7711274509803921
65,0.7693627450980391
66,0.7675980392156861
67,0.7658333333333331
68,0.7640686274509801
69,0.7623039215686271
70,0.7605392156862741
71,0.7587745098039211
72,0.7570098039215681
73,0.7552450980392151
74,0.7536554621848734
75,0.7522408963585431
76,0.751001400560224
77,0.7499369747899163
78,0.7490476190476201
79,0.7483333333333348
80,0.7476190476190498
81,0.7469047619047647
82,0.7461904761904796
83,0.7454761904761945
84,0.7447619047619095
85,0.7440476190476244
86,0.7433333333333394
87,0.7426190476190544
88,0.7416391941392014
89,0.7403937728937805
90,0.7388827838827918
91,0.7371062271062352
92,0.7350641025641107
93,0.7327564102564182
94,0.7304487179487258
95,0.7281410256410336
96,0.7258333333333411
97,0.7235256410256486
98,0.7212179487179562
99,0.7189102564102638
100,0.7166025641025715
101,0.7148646723646794
102,0.713696581196588
103,0.7130982905982969
104,0.7130698005698061
105,0.7136111111111157
106,0.7147222222222258
107,0.715833333333336
108,0.7169444444444462
109,0.7180555555555562
110,0.7181481481481481
111,0.7172222222222219
112,0.7152777777777773
113,0.7123148148148147
114,0.7088333333333339
115,0.7048333333333346
116,0.7013333333333354
117,0.6983333333333359
118,0.6958333333333364
119,0.6938333333333367
120,0.6918333333333371
121,0.6898333333333376
122,0.687833333333338
123,0.6858333333333384
124,0.6837500000000052
125,0.6815833333333384
126,0.6793333333333379
127,0.6770000000000038
128,0.6748148148148179
129,0.6727777777777797
130,0.6709722222222232
131,0.6693981481481484
132,0.668055555555555
133,0.6669444444444435
134,0.6658333333333317
135,0.6647222222222201
136,0.6636111111111084
137,0.662129629629627
138,0.6602777777777756
139,0.6580555555555547
140,0.6559143518518522
141,0.6538541666666684
142,0.6518750000000032
143,0.6503472222222261
144,0.6492708333333375
145,0.6486458333333373
146,0.6480208333333368
147,0.6473958333333365
148,0.6467708333333363
149,0.6461458333333359
150,0.6455208333333355
151,0.6448958333333353
152,0.6442708333333349
153,0.6436458333333346
154,0.6430208333333344
155,0.6423958333333339
156,0.6413194444444453
157,0.6397916666666683
158,0.6378125000000029
159,0.6357152777777821
160,0.6335000000000055
161,0.6311666666666734
162,0.629166666666674
163,0.6275000000000073
164,0.6261666666666732
165,0.6248333333333391
166,0.6235000000000052
167,0.6221666666666712
168,0.6208333333333371
169,0.619500000000003
170,0.618166666666669
171,0.6168333333333351
172,0.615500000000001
173,0.6141666666666671
174,0.6129365079365078
175,0.6118095238095235
176,0.6107857142857138
177,0.6098650793650792
178,0.6090476190476193
179,0.6083333333333343
180,0.6076190476190493
181,0.6069047619047642
182,0.606190476190479
183,0.6054761904761939
184,0.6047619047619089
185,0.6040476190476238
186,0.6033333333333388
187,0.6026190476190538
188,0.6017460317460384
189,0.6007142857142924
190,0.5995238095238161
191,0.5981746031746095
192,0.5966666666666723
193,0.5950000000000047
194,0.5933333333333373
