Tempo,Ammonia
0,28.330485381566593
1,28.605038164233246
2,28.8795909468999
3,29.154143729566556
4,29.42869651223321
5,29.55779129311508
6,29.686886073996952
7,29.815980854878823
8,29.945075635760695
9,30.091871517535232
10,30.221042281219272
11,30.350213044903306
12,30.47938380858735
13,30.608554572271387
14,30.54470080067425
15,30.480847029077115
16,30.416993257479984
17,30.353139485882846
18,30.289285714285715
19,30.229678280415854
20,30.165815538072493
21,30.110413153456996
22,30.046532462057336
23,29.771098471539002
24,29.491441496837666
25,29.219998154787014
26,28.944331763217093
27,28.672619989451473
28,28.400755310917276
29,28.124779706627265
30,27.844807935837903
31,27.500805543830023
32,27.17592227541537
33,26.83167769642354
34,26.487433117431706
35,26.14318853843987
36,25.798943959448042
37,25.458284044500775
38,25.113990987184902
39,24.773186619718313
40,24.285607981220657
41,23.798029342723005
42,23.3137343287787
43,22.835737269823372
44,22.354184287191053
45,21.866193261911476
46,21.378202236631893
47,20.890211211352316
48,20.402220186072736
49,20.0442921248003
50,19.69191577364166
51,19.333886773829665
52,18.975857774017673
53,18.617828774205673
54,18.25979977439368
55,17.90177077458169
56,17.543741774769693
57,17.18086763462081
58,16.893932372427404
59,16.606997110234
60,16.3200618480406
61,16.033126585847196
62,15.746191323653793
63,15.454898886696732
64,15.168044496899661
65,14.879093278850215
66,14.591974308393217
67,14.304855337936214
68,14.017736367479216
69,13.730617397022217
70,13.443498426565215
71,13.156379456108214
72,12.867447403024329
73,12.5803688832535
74,12.293290363482672
75,12.193691885038042
76,12.09409340659341
77,11.992805324693618
78,11.891545774647886
79,11.790314744402199
80,11.689112221909319
81,11.589569839481834
82,11.49002745705435
83,11.390485074626865
84,11.240592908101004
85,11.090700741575143
86,10.940808575049282
87,10.790916408523419
88,10.641024241997558
89,10.491132075471697
90,10.341239908945836
91,10.191347742419973
92,10.041455575894114
93,9.976630262602082
94,9.911804949310053
95,9.846979636018023
96,9.782154322725992
97,9.717329009433962
98,9.652503696141931
99,9.587678382849901
100,9.52285306955787
101,9.334170421477516
102,9.145487773397164
103,8.956805125316812
104,8.768122477236458
105,8.579439829156106
106,8.390757181075752
107,8.2020745329954
108,8.013391884915047
109,7.824709236834694
110,7.923647446728619
111,8.022585656622546
112,8.121523866516473
113,8.2204620764104
114,8.319400286304326
115,8.418338496198253
116,8.51727670609218
117,8.616214915986106
118,8.715153125880033
119,8.779290340749082
120,8.843427555618133
121,8.905057010135135
122,8.969176168355855
123,9.033295326576576
124,9.09357429295061
125,9.156378024760834
126,9.220461100168825
127,9.283238148825433
128,9.27622187060478
129,9.270511251758087
130,9.263497749964843
131,9.257787934186473
132,9.252078118408098
133,9.243768452129904
134,9.23806024181077
135,9.232352031491638
136,9.2266438211725
137,9.587794311471953
138,9.948944801771406
139,10.305748708895448
140,10.66674694350759
141,11.02774517811973
142,11.388743412731872
143,11.749741647344013
144,12.110739881956155
145,12.38316821247892
146,12.655596543001685
147,12.928024873524453
148,13.200453204047216
149,13.472881534569984
150,13.745309865092748
151,14.017738195615514
152,14.290166526138279
153,14.562594856661047
154,14.557513584410719
155,14.552432312160391
156,14.547351039910064
157,14.542269767659736
158,14.537188495409408
159,14.53210722315908
160,14.527025950908753
161,14.521944678658425
162,14.516863406408097
163,14.636059584035976
164,14.755255761663857
165,14.874451939291736
166,14.993648116919621
167,15.112844294547497
168,15.23204047217538
169,15.351236649803258
170,15.470432827431141
171,15.589629005059022
172,15.610033726812816
173,15.63043844856661
174,15.650843170320403
175,15.671247892074199
176,15.691652613827994
177,15.714265635980325
178,15.73467322557976
179,15.7550808151792
180,15.483621538028963
181,15.207732321102208
182,14.933942632170979
183,14.66213783403657
184,14.388155858770572
185,14.114096792346656
186,13.839960602223158
187,13.563838469114955
188,13.293327702702703
189,13.188258002440625
190,13.079444757345346
191,12.970631512250069
192,12.86181826715479
193,12.75300502205951
194,12.644191776964233
195,12.535378531868954
196,12.426565286773677
197,12.317752041678398
198,12.137692434056135
199,11.957632826433866
200,11.777573218811602
201,11.597513611189335
202,11.41745400356707
203,11.237394395944802
204,11.060449530516431
205,10.880339201877934
206,10.700228873239437
207,10.55279102112676
208,10.405353169014084
209,10.257915316901407
210,10.110477464788733
211,9.963039612676058
212,9.81560176056338
213,9.668163908450705
214,9.520726056338027
215,9.424974647887325
216,9.329223239436619
217,9.233471830985916
218,9.137720422535214
219,9.041969014084506
220,8.946217605633803
221,8.850466197183101
222,8.754714788732395
223,8.65896338028169
224,8.76239929577465
225,8.863338496198255
226,8.9654828945516
227,9.06887512318739
228,9.170976210585586
229,9.27043900379907
230,9.372454276871132
231,9.481347760601146
232,9.583379783290443
233,9.587396422306439
234,9.590064058078926
235,9.592730943567133
236,9.596746452885753
237,9.600761962204373
238,9.603426968503936
239,9.607441913212137
240,9.611456857920333
241,9.615471802628532
242,9.515486606936081
243,9.41550141124363
244,9.315516215551181
245,9.215531019858728
246,9.115545824166281
247,9.01556062847383
248,8.91557543278138
249,8.815590237088928
250,8.71560504139648
251,8.75816200443637
252,8.80071896747626
253,8.843275930516151
254,8.885832893556042
255,8.928389856595935
256,8.970946819635827
257,9.013503782675715
258,9.056060745715607
259,9.094092454550715
260,9.132124163385827
261,9.170155872220933
262,9.208187581056043
263,9.246219289891153
264,9.28425099872626
265,9.322282707561369
266,9.360314416396479
267,9.398346125231585
268,9.301493981588695
269,9.204641837945806
270,9.107789694302914
271,9.010937550660024
272,8.914085407017136
273,8.817233263374245
274,8.720381119731355
275,8.623528976088465
276,8.526676832445576
277,8.53051345240852
278,8.534350072371467
279,8.536986328677402
280,8.54082240925894
281,8.544658489840474
282,8.54849457042201
283,8.552330651003548
284,8.556166731585085
285,8.560002812166621
286,8.682759896466495
287,8.805516980766368
288,8.928274065066242
289,9.051031149366114
290,9.17378823366599
291,9.295238522166317
292,9.41797835076134
293,9.540718179356364
294,9.53744500591212
295,9.532831822371955
296,9.529559108966144
297,9.526286395560332
298,9.52167542840492
299,9.518403174908242
300,9.515130921411567
301,9.50785029932327
302,9.504579424778761
303,9.483746837584592
304,9.4615851894002
305,9.440755528131195
306,9.419925866862194
307,9.399096205593192
308,9.376949557026855
309,9.356122820861247
310,9.335296084695639
311,9.31446934853003
312,9.48362873563693
313,9.65278812274383
314,9.82194750985073
315,9.99110689695763
316,10.160266284064532
317,10.329425671171432
318,10.498585058278332
319,10.66774444538523
320,10.83690383249213
321,11.143192709623865
322,11.451003196392287
323,11.758813683160708
324,12.066624169929131
325,12.374434656697556
326,12.682245143465975
327,12.990055630234398
328,13.29786611700282
329,13.651868811635858
330,14.005871506268893
331,14.359874200901926
332,14.713876895534959
333,15.065764206258104
334,15.417552727730621
335,15.771456039237707
336,16.125359350744787
337,16.479262662251877
338,16.793243336526075
339,17.10722401080028
340,17.42120468507448
341,17.73518535934868
