Time,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13
268,202.0,177.0,72.0,124.0,57.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
269,202.0,177.0,72.0,124.0,57.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
270,202.0,177.0,72.0,124.0,57.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
271,202.0,177.0,72.0,124.0,57.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
272,197.0,171.0,69.0,119.0,58.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
273,197.0,171.0,69.0,119.0,58.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
274,197.0,171.0,69.0,119.0,58.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
275,194.0,168.0,65.0,115.0,55.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
276,194.0,168.0,65.0,115.0,55.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
277,194.0,168.0,65.0,115.0,55.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
278,194.0,168.0,65.0,115.0,55.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
279,193.0,168.0,65.0,111.0,52.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
280,193.0,168.0,65.0,111.0,52.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
281,193.0,168.0,65.0,111.0,52.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
282,188.0,162.0,61.0,106.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
283,188.0,162.0,61.0,106.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
284,188.0,162.0,61.0,106.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
285,188.0,162.0,61.0,106.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
286,184.0,161.0,61.0,100.0,50.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
287,184.0,161.0,61.0,100.0,50.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
288,184.0,161.0,61.0,100.0,50.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
289,184.0,161.0,61.0,100.0,50.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
290,181.0,158.0,60.0,98.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
291,181.0,158.0,60.0,98.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
292,181.0,158.0,60.0,98.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
293,177.0,153.0,55.0,92.0,52.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
294,177.0,153.0,55.0,92.0,52.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
295,177.0,153.0,55.0,92.0,52.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
296,177.0,153.0,55.0,92.0,52.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
297,173.0,149.0,53.0,88.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
298,173.0,149.0,53.0,88.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
299,173.0,149.0,53.0,88.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,173.0,149.0,53.0,88.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
301,170.0,145.0,49.0,83.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
302,170.0,145.0,49.0,83.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
303,170.0,145.0,49.0,83.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
304,167.0,145.0,50.0,81.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
305,167.0,145.0,50.0,81.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
306,167.0,145.0,50.0,81.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
307,167.0,145.0,50.0,81.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
308,163.0,141.0,47.0,76.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
309,163.0,141.0,47.0,76.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
310,163.0,141.0,47.0,76.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
311,163.0,141.0,47.0,76.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312,161.0,140.0,46.0,73.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313,161.0,140.0,46.0,73.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
314,161.0,140.0,46.0,73.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
315,161.0,140.0,46.0,73.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
316,159.0,137.0,43.0,70.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
317,159.0,137.0,43.0,70.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
318,159.0,137.0,43.0,70.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
319,159.0,137.0,43.0,70.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320,156.0,133.0,41.0,69.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
321,156.0,133.0,41.0,69.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
322,156.0,133.0,41.0,69.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
323,153.0,133.0,41.0,67.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
324,153.0,133.0,41.0,67.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
325,153.0,133.0,41.0,67.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
326,153.0,133.0,41.0,67.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
327,153.0,131.0,37.0,64.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
328,153.0,131.0,37.0,64.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
329,153.0,131.0,37.0,64.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
330,153.0,131.0,37.0,64.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
331,148.0,127.0,36.0,62.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
332,148.0,127.0,36.0,62.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
333,148.0,127.0,36.0,62.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
334,148.0,128.0,36.0,60.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
335,148.0,128.0,36.0,60.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
336,148.0,128.0,36.0,60.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
337,148.0,128.0,36.0,60.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
338,146.0,126.0,35.0,58.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
339,146.0,126.0,35.0,58.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
340,146.0,126.0,35.0,58.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
341,146.0,126.0,35.0,58.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
342,144.0,123.0,31.0,55.0,35.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0
343,144.0,123.0,31.0,55.0,35.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0
344,144.0,123.0,31.0,55.0,35.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0
345,142.0,121.0,30.0,54.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
346,142.0,121.0,30.0,54.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
347,142.0,121.0,30.0,54.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
348,142.0,121.0,30.0,54.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
349,140.0,121.0,31.0,53.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
350,140.0,121.0,31.0,53.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
351,140.0,121.0,31.0,53.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
352,140.0,121.0,31.0,53.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
353,140.0,120.0,30.0,51.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
354,140.0,120.0,30.0,51.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
355,140.0,120.0,30.0,51.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
356,138.0,117.0,27.0,48.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
357,138.0,117.0,27.0,48.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
358,138.0,117.0,27.0,48.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
359,138.0,117.0,27.0,48.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
360,136.0,116.0,29.0,46.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
361,136.0,116.0,29.0,46.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
362,136.0,116.0,29.0,46.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
363,136.0,116.0,29.0,46.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
364,135.0,116.0,29.0,43.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
365,135.0,116.0,29.0,43.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
366,135.0,116.0,29.0,43.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
367,131.0,112.0,25.0,42.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
368,131.0,112.0,25.0,42.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
369,131.0,112.0,25.0,42.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
370,131.0,112.0,25.0,42.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
371,131.0,113.0,27.0,40.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
372,131.0,113.0,27.0,40.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
373,131.0,113.0,27.0,40.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
374,128.0,110.0,26.0,38.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
375,128.0,110.0,26.0,38.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
376,128.0,110.0,26.0,38.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
377,128.0,110.0,26.0,38.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
378,127.0,109.0,24.0,33.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
379,127.0,109.0,24.0,33.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
380,127.0,109.0,24.0,33.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
381,127.0,109.0,24.0,33.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
382,125.0,106.0,24.0,30.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
383,125.0,106.0,24.0,30.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
384,125.0,106.0,24.0,30.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
385,125.0,106.0,24.0,30.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
386,124.0,107.0,24.0,21.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
387,124.0,107.0,24.0,21.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
388,124.0,107.0,24.0,21.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
389,122.0,104.0,22.0,19.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
390,122.0,104.0,22.0,19.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
391,122.0,104.0,22.0,19.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
392,122.0,104.0,22.0,19.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
393,120.0,102.0,21.0,19.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
394,120.0,102.0,21.0,19.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
395,120.0,102.0,21.0,19.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
396,118.0,99.0,20.0,16.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
397,118.0,99.0,20.0,16.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
398,118.0,99.0,20.0,16.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
399,118.0,99.0,20.0,16.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400,118.0,99.0,22.0,15.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
401,118.0,99.0,22.0,15.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
402,118.0,99.0,22.0,15.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
403,118.0,99.0,22.0,15.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
404,118.0,99.0,21.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
405,118.0,99.0,21.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
406,118.0,99.0,21.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
407,116.0,98.0,21.0,11.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0
408,116.0,98.0,21.0,11.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0
409,116.0,98.0,21.0,11.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0
410,116.0,98.0,21.0,11.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0
411,116.0,98.0,21.0,10.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0
412,116.0,98.0,21.0,10.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0
413,116.0,98.0,21.0,10.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0
414,116.0,98.0,21.0,10.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0
415,114.0,94.0,19.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
416,114.0,94.0,19.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
417,114.0,94.0,19.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
418,112.0,92.0,18.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
419,112.0,92.0,18.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
420,112.0,92.0,18.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
421,112.0,92.0,18.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
422,112.0,93.0,18.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
423,112.0,93.0,18.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
424,112.0,93.0,18.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
425,112.0,93.0,18.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
426,109.0,90.0,17.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
427,109.0,90.0,17.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
428,109.0,90.0,17.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
429,108.0,88.0,16.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
430,108.0,88.0,16.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
431,108.0,88.0,16.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
432,108.0,88.0,16.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
433,107.0,86.0,15.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
434,107.0,86.0,15.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
435,107.0,86.0,15.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
436,107.0,86.0,15.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
437,107.0,87.0,17.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
438,107.0,87.0,17.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
439,107.0,87.0,17.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
440,105.0,84.0,16.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
441,105.0,84.0,16.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
442,105.0,84.0,16.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
443,105.0,84.0,16.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
444,105.0,84.0,15.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
445,105.0,84.0,15.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
446,105.0,84.0,15.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
447,105.0,84.0,15.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
448,103.0,80.0,11.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
449,103.0,80.0,11.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
450,103.0,80.0,11.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
451,103.0,80.0,11.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
452,100.0,79.0,12.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
453,100.0,79.0,12.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
454,100.0,79.0,12.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
455,100.0,78.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0
456,100.0,78.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0
457,100.0,78.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0
458,100.0,78.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0
459,98.0,76.0,12.0,4.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0
460,98.0,76.0,12.0,4.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0
461,98.0,76.0,12.0,4.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0
462,98.0,76.0,12.0,4.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0
463,96.0,72.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
464,96.0,72.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
465,96.0,72.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
466,93.0,70.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
467,93.0,70.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
468,93.0,70.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
469,93.0,70.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
470,91.0,68.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
471,91.0,68.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
472,91.0,68.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
473,87.0,62.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
474,87.0,62.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
475,87.0,62.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
476,87.0,62.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
477,86.0,62.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
478,86.0,62.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
479,86.0,62.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
480,86.0,62.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
481,82.0,58.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
482,82.0,58.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
483,82.0,58.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
484,79.0,53.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
485,79.0,53.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
486,79.0,53.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
487,79.0,53.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
488,75.0,51.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
489,75.0,51.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
490,75.0,51.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
491,75.0,51.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
492,74.0,48.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
493,74.0,48.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
494,74.0,48.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
495,71.0,47.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
496,71.0,47.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
497,71.0,47.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
498,71.0,47.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
499,69.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
500,69.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
501,69.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
502,69.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
503,64.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
504,64.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
505,64.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
506,62.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
507,62.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
508,62.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
509,62.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
510,60.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
511,60.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
512,60.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
513,60.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
514,56.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
515,56.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
516,56.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
517,56.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
518,55.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
519,55.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
520,55.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
521,50.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
522,50.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
523,50.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
524,50.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
525,46.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
526,46.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
527,46.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
528,46.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
529,43.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
530,43.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
531,43.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
532,43.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
533,40.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
534,40.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
535,40.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
536,36.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
537,36.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
538,36.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
539,36.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
540,29.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
541,29.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
542,29.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
543,28.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
544,28.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
545,28.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
