Tempo,Carbon Dioxide stde
285,0.8829194175329348
286,0.8629338175130871
287,0.8429482174932396
288,0.8229626174733918
289,0.8029770174535441
290,0.7829914174336965
291,0.7628985632927615
292,0.7429157726066247
293,0.722932981920488
294,0.7099586221659032
295,0.6968863025712041
296,0.6839137663387209
297,0.6709412301062377
298,0.657876230594683
299,0.6449055173717886
300,0.6319348041488939
301,0.6187032548152004
302,0.6057380075481519
303,0.6012744456012493
304,0.5967270619010244
305,0.5922641268588895
306,0.5878011918167547
307,0.5833382567746199
308,0.5787940304360756
309,0.5743317221226364
310,0.5698694138091972
311,0.5654071054957582
312,0.5693931121702999
313,0.5733791188448417
314,0.5773651255193833
315,0.5813511321939252
316,0.5853371388684668
317,0.5893231455430087
318,0.5933091522175503
319,0.5972951588920922
320,0.6012811655666339
321,0.5878979041639822
322,0.5745990686480994
323,0.5613002331322167
324,0.5480013976163337
325,0.5347025621004509
326,0.521403726584568
327,0.5081048910686852
328,0.4948060555528023
329,0.48932423367114325
330,0.48384241178948406
331,0.47836058990782493
332,0.4728787680261658
333,0.46733132815403294
334,0.4617854456765862
335,0.4563051627679427
336,0.45082487985929914
337,0.4453445969506556
338,0.4389262274581366
339,0.4325078579656175
340,0.4260894884730984
341,0.4196711189805793
342,0.4132527494880602
343,0.40653814035087726
344,0.4001244444444445
345,0.39371074853801175
346,0.38729705263157893
347,0.3871661754385965
348,0.38703529824561406
349,0.3869044210526316
350,0.38677354385964907
351,0.38664266666666675
352,0.3865117894736842
353,0.38638091228070176
354,0.38625003508771927
355,0.38611915789473683
356,0.38987184795321633
357,0.39362453801169595
358,0.39737722807017534
359,0.401129918128655
360,0.4048826081871345
361,0.408635298245614
362,0.4123879883040935
363,0.4161406783625731
364,0.41989336842105257
365,0.4250054605263158
366,0.43011755263157897
367,0.43522964473684206
368,0.4403417368421052
369,0.4454538289473684
370,0.4505659210526316
371,0.4556780131578947
372,0.46079010526315795
373,0.456033543859649
374,0.45127698245614034
375,0.4465204210526315
376,0.4417638596491228
377,0.43700729824561396
378,0.4322507368421053
379,0.42749417543859647
380,0.42273761403508775
381,0.4179810526315789
382,0.4121765847953216
383,0.4063721169590643
384,0.40056764912280707
385,0.39476318128654975
386,0.3889587134502924
387,0.38315424561403505
388,0.3773497777777778
389,0.3715453099415204
390,0.36574084210526314
391,0.36205999999999994
392,0.35837915789473684
393,0.3546983157894737
394,0.35096821498737024
395,0.34728788941902883
396,0.34360756385068764
397,0.33992723828234633
398,0.3361525673400674
399,0.3324732744107745
400,0.3311121369949495
401,0.3297509995791246
402,0.3283898621632997
403,0.32702872474747485
404,0.3256675873316499
405,0.32430644991582497
406,0.3229453125
407,0.32158417508417514
408,0.33105977600074826
409,0.3405353769173214
410,0.3500109778338945
411,0.35948657875046763
412,0.3689621796670408
413,0.378437780583614
414,0.3879133815001871
415,0.39738898241676024
416,0.4068645833333333
417,0.4197190188926301
418,0.43257345445192674
419,0.4454278900112234
420,0.45828232557052
421,0.47113676112981673
422,0.4839911966891134
423,0.4968456322484101
424,0.5097000678077068
425,0.5225545033670035
426,0.52881438224841
427,0.5350742611298168
428,0.5413341400112234
429,0.54759401889263
430,0.5538538977740367
431,0.5601137766554434
432,0.5663736555368499
433,0.5726335344182567
434,0.5788934132996634
435,0.600695444023569
436,0.622672186359809
437,0.6444803360931799
438,0.6662884858265506
439,0.6880966355599213
440,0.7099047852932922
441,0.7318156315789475
442,0.7536268421052631
443,0.7758780720743034
444,0.7977979637802622
445,0.8196089450325329
446,0.841538053468053
447,0.8633520967701979
448,0.8851661400723423
449,0.906980183374487
450,0.9287942266766319
451,0.9506082699787763
452,0.9512064826676246
453,0.9518048633701479
454,0.9522696664174728
455,0.9527344694647976
456,0.9531992725121224
457,0.9536640755594472
458,0.9541288786067719
459,0.9545936816540967
460,0.9550584847014216
461,0.9566875962563091
462,0.9583167078111963
463,0.9599458193660838
464,0.9615749309209711
465,0.9632040424758584
466,0.9648331540307458
467,0.9664622655856332
468,0.9680913771405205
469,0.9698566853932583
470,0.9796552829643091
471,0.9894538805353601
472,0.999252478106411
473,1.009051075677462
474,1.0188496732485128
475,1.0286482708195637
476,1.0385927381572098
477,1.0483927121290992
478,1.0581926861009892
479,1.0942096289905046
480,1.130077907552105
481,1.1659461861137053
482,1.2018144646753053
483,1.238030602355297
484,1.2739089619395396
485,1.3097873215237823
486,1.3456656811080248
487,1.344404205076268
488,1.3429535982390144
489,1.3416915636524498
490,1.3402407529064477
491,1.338789942160446
492,1.3375271447887465
493,1.3360761300766617
494,1.334625115364577
495,1.3331741006524922
496,1.334314468330563
497,1.335454836008634
498,1.3365952036867048
499,1.3369491306996584
500,1.3380888279675711
501,1.3392285252354843
502,1.3403682225033975
503,1.341507919771311
504,1.3426476170392239
505,1.3526388303106989
506,1.3626300435821737
507,1.3726212568536482
508,1.382612470125123
509,1.3926036833965982
510,1.4025948966680728
511,1.4127847300337457
512,1.4227773481439818
513,1.4327699662542182
514,1.4744268196202532
515,1.5156806434599157
516,1.5571534762273176
517,1.5986379783342717
518,1.640134154706627
519,1.6814053925707046
520,1.7236467425735604
521,1.7649412220188654
522,1.7809693278888572
523,1.7967489204918798
524,1.8125285130949027
525,1.828565577618176
526,1.844347392386049
527,1.8603911971830984
528,1.8761752347417842
529,1.8919592723004697
530,1.907743309859155
531,1.9315451535643846
532,1.955084895026067
533,1.9786312711386695
534,2.002466521003665
535,2.026029536162414
536,2.0495991962774958
537,2.0734679125528914
538,2.0970542389617717
539,2.1203480744815915
540,2.1076061503738184
541,2.0951597770880364
542,2.0824160553047406
543,2.0696723335214453
544,2.0569286117381496
545,2.0441848899548534
546,2.0314411681715576
547,2.018697446388262
548,2.005953724604966
549,2.0012932068284424
550,1.9966326890519188
551,1.991972171275395
552,1.9873116534988717
553,1.9826511357223482
554,1.9779906179458244
555,1.9733301001693004
556,1.9686695823927767
557,1.9666810101580139
558,1.9646924379232509
559,1.962703865688488
560,1.9607152934537249
561,1.9587267212189619
562,1.9567381489841988
563,1.9547495767494358
564,1.9530365457880623
565,1.9510476929589387
566,1.986131414326701
567,2.021215135694464
568,2.056298857062226
569,2.091382578429989
570,2.1264662997977513
571,2.1618550663279708
572,2.1969437388277355
573,2.2320324113275003
574,2.267121083827265
575,2.2502575500987865
576,2.2333940163703074
577,2.216530482641829
578,2.19966694891335
579,2.1828034151848716
580,2.165939881456393
581,2.1490763477279144
582,2.1319119514604203
583,2.114752398419865
584,2.0297768843748534
585,1.9448253408556653
586,1.8593733258141836
587,1.7744937035992858
588,1.6891618524259076
589,1.6041280462036909
590,1.5193561032863852
591,1.4344060358584434
592,1.3495038006756759
593,1.2591919726538252
594,1.1681632012751306
595,1.0773626789203625
596,0.9867519167576353
597,0.8961666285229829
598,0.8056068034754661
599,0.7148715113997447
600,0.624475755768309
601,0.598239460233609
602,0.5722662495559944
603,0.5462930388783797
604,0.5202467700951483
605,0.4942078145981123
606,0.4682418966933959
607,0.44221389625375696
608,0.4162516231999538
609,0.39028935014615057
610,0.37577082984520127
611,0.361307086996904
612,0.34684334414860674
613,0.3323796013003096
614,0.3179158584520125
615,0.303409531809777
616,0.2889478186756038
617,0.2744861055414307
618,0.2600243924072576
619,0.2483526649716861
620,0.23668093753611463
621,0.22500921010054314
622,0.21327762366310166
623,0.20160917112299467
624,0.1899407185828877
625,0.17827226604278076
626,0.1666038135026738
627,0.15489190083326454
628,0.14470825750737354
629,0.13452461418148254
630,0.12434097085559152
631,0.11415732752970051
632,0.10397368420380951
633,0.0937900408779185
634,0.08360639755202746
635,0.07342275422613646
636,0.07009831969515717
637,0.06677388516417787
638,0.06344945063319858
639,0.06012501610221928
640,0.056800581571239996
641,0.0534761470402607
642,0.05014467959489223
643,0.0468207112586305
644,0.04349674292236877
645,0.042138578744834065
646,0.040780414567299354
647,0.03942225038976465
648,0.038064086212229946
649,0.03670077538269934
650,0.0353428016376068
651,0.033984827892514266
652,0.032626854147421724
653,0.03126888040232918
654,0.03056015963057965
655,0.029851438858830123
656,0.029142718087080598
657,0.028433997315331062
658,0.027725276543581534
659,0.027016555771832002
660,0.026307835000082474
661,0.025599114228332946
662,0.024890393456583414
663,0.02435440857614603
664,0.023818423695708645
665,0.023282438815271263
666,0.02274645393483388
667,0.0222104690543965
668,0.021674484173959122
669,0.02113849929352174
670,0.020602514413084357
671,0.020426763773877466
672,0.02025101313467058
673,0.020075262495463687
674,0.0198995118562568
675,0.019720996074582928
676,0.019545270074467474
677,0.01936954407435202
678,0.01919381807423657
679,0.019018092074121112
680,0.018939733937539692
681,0.018861375800958265
682,0.018783017664376844
683,0.018704659527795417
684,0.018626301391213997
685,0.018547943254632573
686,0.01846958511805115
687,0.01838864901301143
688,0.018310301860188987
689,0.018244836077029637
690,0.018179370293870283
691,0.01811390451071093
692,0.018048438727551578
693,0.01798297294439222
694,0.017917507161232867
695,0.017841546350808337
696,0.01777611905429399
697,0.017710691757779645
698,0.017696806373236146
699,0.017682920988692646
700,0.017669035604149144
701,0.017655150219605648
702,0.01764126483506214
703,0.01762737945051864
704,0.017613494065975142
705,0.01759960868143164
706,0.017585723296888144
707,0.017557206686291
708,0.017528690075693864
709,0.01750017346509672
710,0.01747165685449958
711,0.017443140243902436
712,0.017414623633305298
713,0.017386107022708156
714,0.017357590412111018
715,0.0173430135034109
716,0.01732843659471078
717,0.017313859686010652
718,0.01729928277731053
719,0.01728470586861041
720,0.017270128959910293
721,0.01725555205121017
722,0.017240975142510044
723,0.017226398233809923
724,0.017222217549761706
725,0.017215623686054657
726,0.01721144358794674
727,0.017207263489838826
728,0.017203083391730906
729,0.017198903293622985
730,0.017194723195515068
731,0.017190543097407144
732,0.01718636299929923
733,0.015276767110488204
734,0.013367171221677179
735,0.011457575332866152
736,0.009547979444055126
737,0.0076383835552441
738,0.005728787666433076
739,0.0038186565769805668
740,0.0019093282884902834
741,0.0
742,0.0
743,0.0
744,0.0
745,0.0
746,0.0
747,0.0
748,0.0
749,0.0
750,0.0
751,0.0
752,0.0
753,0.0
754,0.0
755,0.0
756,0.0
757,0.0
758,0.0
759,0.0
760,0.0
761,0.0
762,0.0
763,0.0
764,0.0
765,0.0
766,0.0
767,0.0
768,0.0
769,0.0
770,0.0
771,0.0
772,0.0
773,0.0
774,0.0
775,0.0
776,0.0
777,0.0
778,0.0
779,0.0
780,0.0
781,0.0
782,0.0
783,0.0
784,0.0
785,0.0
786,0.0
787,0.0
788,0.0
789,0.0
790,0.0
791,0.0
792,0.0
793,0.0
794,0.0
795,0.0
796,0.0
797,0.0
798,0.0
799,0.0
800,0.0
801,0.0
802,0.0
803,0.0
804,0.0
805,0.0
806,0.0
807,0.0
808,0.0
809,0.0
810,0.0
811,0.0
812,0.0
813,0.0
814,0.0
815,0.0
816,0.0
817,0.0
818,0.0
819,0.0
820,0.0
821,0.0
822,0.0
823,0.0
824,0.0
825,0.0
826,0.0
827,0.0
828,0.0
829,0.0
830,0.0
831,0.0
832,0.0
833,0.0
834,0.0
835,0.0
836,0.0
837,0.0
838,0.0
839,0.0
840,0.0
841,0.0
842,0.0
843,0.0
844,0.0
845,0.0
846,0.0
847,0.0
848,0.0
849,0.0
850,0.0
851,0.0
852,0.0
853,0.0
854,0.0
855,0.0
856,0.0
857,0.0
858,0.0
859,0.0
860,0.0
861,0.0
862,0.0
863,0.0
864,0.0
865,0.0
866,0.0
867,0.0
868,0.0
869,0.0
870,0.0
871,0.0
872,0.0
873,0.0
874,0.0
875,0.0
876,0.0
877,0.0
878,0.0
879,0.0
880,0.0
881,0.0
882,0.0
883,0.0
884,0.0
885,0.0
886,0.0
887,0.0
888,0.0
889,0.0
890,0.0
891,0.0
892,0.0
893,0.0
894,0.0
895,0.0
896,0.0
897,0.0
898,0.0
899,0.0
900,0.0
901,0.0
902,0.0
903,0.0
904,0.0
905,0.0
906,0.0
907,0.0
908,0.0
909,0.0
910,0.0
911,0.0
912,0.0
913,0.0
914,0.0
915,0.0
916,0.0
917,0.0
918,0.0
919,0.0
920,0.0
921,0.0
922,0.0
923,0.0
924,0.0
925,0.0
926,0.0
927,0.0
928,0.0
929,0.0
930,0.0
931,0.0
932,0.0
933,0.0
934,0.0
935,0.0
936,0.0
937,0.0
938,0.0
939,0.0
940,0.0
941,0.0
942,0.0
943,0.0
944,0.0
945,0.0
946,0.0
947,0.0
948,0.0
949,0.0
950,0.0
951,0.0
952,0.0
953,0.0
954,0.0
955,0.0
956,0.0
957,0.0
958,0.0
959,0.0
960,0.0
961,0.0
962,0.0
963,0.0
964,0.0
965,0.0
966,0.0
967,0.0
968,0.0
