Time,Methane
104,-0.001978780390500328
105,-0.001997853304233549
106,-0.0020169262179667697
107,-0.00203599913169999
108,-0.002055072045433211
109,-0.0020741449591664316
110,-0.002052412231296348
111,-0.0020306795034262647
112,-0.002008946775556181
113,-0.001987214047686098
114,-0.0019654813198160138
115,-0.0019437485919459306
116,-0.001922015864075847
117,-0.0019002831362057637
118,-0.0018785504083356798
119,-0.001590677227072186
120,-0.0013028040458086922
121,-0.0010146451295045043
122,-0.0007268529936186185
123,-0.0004390608577327326
124,-0.00015120486843956643
125,0.000136446586006378
126,0.00042407676796098323
127,0.0007116068364045575
128,0.0013606979840600092
129,0.0020098892170651666
130,0.002658706511039235
131,0.0033078064501007825
132,0.0039569063891623305
133,0.0046047112329537475
134,0.005253628661136886
135,0.005902546089320026
136,0.006551463517503164
137,0.006676039118515394
138,0.006800614719527627
139,0.00692227076306914
140,0.007046793844856661
141,0.007171316926644182
142,0.007295840008431703
143,0.007420363090219225
144,0.0075448861720067446
145,0.006843199011617013
146,0.00614151185122728
147,0.005439824690837549
148,0.004738137530447817
149,0.0040364503700580845
150,0.0033347632096683523
151,0.00263307604927862
152,0.0019313888888888885
153,0.0012297017284991568
154,0.0014142108160014987
155,0.001598719903503841
156,0.001783228991006183
157,0.0019677380785085253
158,0.0021522471660108677
159,0.0023367562535132097
160,0.002521265341015552
161,0.0027057744285178937
162,0.002890283516020236
163,0.0027205720676409966
164,0.0025508606192617576
165,0.002381149170882518
166,0.002211437722503279
167,0.0020417262741240397
168,0.0018720148257448006
169,0.0017023033773655614
170,0.001532591928986322
171,0.0013628804806070827
172,0.0011454381455522768
173,0.0009279958104974705
174,0.0007105534754426645
175,0.0004931111403878584
176,0.0002756688053330524
177,5.823465390021079e-05
178,-0.0001592382422698524
179,-0.00037671113843991573
180,-0.000543548713622944
181,-0.0007102803669337834
182,-0.0008771353346456692
183,-0.0010441840717299576
184,-0.0012111564214376143
185,-0.0013781757526730445
186,-0.001545242085268045
187,-0.00171211449978894
188,-0.0018797804054054056
189,-0.0018451036093119304
190,-0.0018098974467286209
191,-0.001774691284145311
192,-0.0017394851215620012
193,-0.0017042789589786914
194,-0.0016690727963953812
195,-0.0016338666338120715
196,-0.0015986604712287618
197,-0.0015634543086454516
198,-0.0015913147704871866
199,-0.0016191752323289211
200,-0.0016470356941706557
201,-0.0016748961560123904
202,-0.0017027566178541252
203,-0.0017306170796958598
204,-0.0017589728873239434
205,-0.0017868411971830986
206,-0.0018147095070422533
207,-0.0017869085387323944
208,-0.0017591075704225354
209,-0.0017313066021126759
210,-0.001703505633802817
211,-0.0016757046654929581
212,-0.0016479036971830988
213,-0.0016201027288732393
214,-0.0015923017605633802
215,-0.0015388011737089205
216,-0.0014853005868544604
217,-0.0014318
218,-0.0013782994131455398
219,-0.00132479882629108
220,-0.0012712982394366198
221,-0.0012177976525821596
222,-0.0011642970657276994
223,-0.0011107964788732393
224,-0.0008902211032863848
225,-0.0006694571482211582
226,-0.00044888068421793613
227,-0.00022839847012999206
228,-7.915141704204128e-06
229,0.00021244632052905575
230,0.0004327435518664414
231,0.0006534548307623555
232,0.0008737886243204554
233,0.0008514890585049604
234,0.0008290728696947133
235,0.000806662985536079
236,0.0007843696915714674
237,0.000762076397606856
238,0.0007396790846456692
239,0.0007173889252836959
240,0.000695098765921723
241,0.0006728086065597497
242,0.0004962741784390921
243,0.0003197397503184344
244,0.00014320532219777677
245,-3.332910592288096e-05
246,-0.0002098635340435387
247,-0.00038639796216419616
248,-0.000562932390284854
249,-0.0007394668184055117
250,-0.0009160012465261693
251,-0.0009705137758004282
252,-0.0010250263050746871
253,-0.001079538834348946
254,-0.001134051363623205
255,-0.001188563892897464
256,-0.0012430764221717228
257,-0.0012975889514459818
258,-0.0013521014807202404
259,-0.001305589990591709
260,-0.001259078500463177
261,-0.0012125670103346454
262,-0.0011660555202061135
263,-0.0011195440300775822
264,-0.0010730325399490503
265,-0.0010265210498205187
266,-0.000980009559691987
267,-0.0009334980695634551
268,-0.0009608877773274662
269,-0.0009882774850914773
270,-0.0010156671928554884
271,-0.0010430569006194997
272,-0.0010704466083835107
273,-0.001097836316147522
274,-0.001125226023911533
275,-0.0011526157316755442
276,-0.001180005439439555
277,-0.0010610765281959238
278,-0.0009421476169522927
279,-0.0008231029713201183
280,-0.0007041907800133973
281,-0.0005852785887066763
282,-0.0004663663973999554
283,-0.00034745420609323446
284,-0.00022854201478651352
285,-0.0001096298234797926
286,0.00026393988384461765
287,0.0006375095911690278
288,0.001011079298493438
289,0.0013846490058178483
290,0.0017582187131422585
291,0.002131488759457325
292,0.002505005954874605
293,0.0028785231502918853
294,0.003371605292174503
295,0.0038641442594353273
296,0.004357157099541153
297,0.004850169939646976
298,0.005342431910896736
299,0.005835375468703502
300,0.006328319026510268
301,0.006818388053097345
302,0.007311123880791255
303,0.007585930517959397
304,0.007859633119010244
305,0.00813440115974058
306,0.008409169200470919
307,0.008683937241201256
308,0.008957447213502728
309,0.009232176668635435
310,0.009506906123768142
311,0.009781635578900846
312,0.009951482539630092
313,0.010121329500359334
314,0.010291176461088578
315,0.01046102342181782
316,0.010630870382547064
317,0.010800717343276308
318,0.010970564304005549
319,0.011140411264734794
320,0.011310258225464038
321,0.011678664415977003
322,0.012048658679815649
323,0.01241865294365429
324,0.012788647207492936
325,0.01315864147133158
326,0.013528635735170224
327,0.013898629999008868
328,0.014268624262847512
329,0.014088557250111499
330,0.013908490237375486
331,0.013728423224639475
332,0.013548356211903461
333,0.013366412421236923
334,0.013184519709680617
335,0.013004503249166032
336,0.012824486788651451
337,0.01264447032813687
338,0.012829435421276876
339,0.013014400514416883
340,0.013199365607556893
341,0.013384330700696898
342,0.013569295793836906
343,0.013744245614035089
344,0.013929076023391815
345,0.014113906432748539
346,0.014298736842105262
347,0.014438369590643273
348,0.014578002339181285
349,0.014717635087719299
350,0.01485726783625731
351,0.014996900584795322
352,0.015136533333333332
353,0.015276166081871344
354,0.015415798830409357
355,0.015555431578947369
356,0.015399315789473685
357,0.0152432
358,0.015087084210526317
359,0.014930968421052633
360,0.014774852631578949
361,0.014618736842105264
362,0.014462621052631582
363,0.014306505263157897
364,0.014150389473684213
365,0.013956938157894736
366,0.013763486842105264
367,0.01357003552631579
368,0.013376584210526317
369,0.013183132894736844
370,0.012989681578947369
371,0.012796230263157895
372,0.012602778947368422
373,0.012548044444444446
374,0.012493309941520469
375,0.01243857543859649
376,0.012383840935672514
377,0.012329106432748538
378,0.012274371929824562
379,0.012219637426900585
380,0.012164902923976607
381,0.012110168421052631
382,0.012520400000000001
383,0.012930631578947367
384,0.013340863157894739
385,0.013751094736842107
386,0.014161326315789473
387,0.01457155789473684
388,0.014981789473684212
389,0.01539202105263158
390,0.015802252631578948
391,0.01581271695906433
392,0.01582318128654971
393,0.015833645614035087
394,0.015841886518851156
395,0.01585234937786509
396,0.015862812236879034
397,0.015873275095892973
398,0.015879281238309017
399,0.015889741161616164
400,0.015464355797558924
401,0.015038970433501685
402,0.014613585069444445
403,0.014188199705387207
404,0.01376281434132997
405,0.013337428977272728
406,0.01291204361321549
407,0.012486658249158252
408,0.012494371960344183
409,0.012502085671530118
410,0.012509799382716052
411,0.012517513093901986
412,0.012525226805087919
413,0.012532940516273851
414,0.012540654227459787
415,0.012548367938645718
416,0.012556081649831652
417,0.012582644734380847
418,0.012609207818930044
419,0.012635770903479239
420,0.012662333988028433
421,0.01268889707257763
422,0.012715460157126825
423,0.01274202324167602
424,0.012768586326225217
425,0.012795149410774411
426,0.012306620253460531
427,0.011818091096146652
428,0.011329561938832772
429,0.010841032781518893
430,0.010352503624205013
431,0.009863974466891134
432,0.009375445309577254
433,0.008886916152263377
434,0.008398386994949497
435,0.007828715277777778
436,0.007261080900926185
437,0.006691249298344092
438,0.006121417695761998
439,0.005551586093179905
440,0.004981754490597811
441,0.004412542105263157
442,0.0038426305263157897
443,0.0035097082445201236
444,0.0031749712018198637
445,0.0028397414993435615
446,0.0025048634059921878
447,0.0021695866405224175
448,0.0018343098750526468
449,0.0014990331095828763
450,0.0011637563441131054
451,0.0008284795786433343
452,0.0007517274095594429
453,0.0006749536839051024
454,0.0005980743933849343
455,0.0005211951028647661
456,0.000444315812344598
457,0.00036743652182442976
458,0.00029055723130426154
459,0.0002136779407840934
460,0.00013679865026392524
461,5.8866969299586134e-05
462,-1.906471166475298e-05
463,-9.69963926290921e-05
464,-0.0001749280735934312
465,-0.0002528597545577703
466,-0.0003307914355221094
467,-0.0004087231164864486
468,-0.0004866547974507877
469,-0.0005646657742688368
470,-0.0006081931074438203
471,-0.0006517204406188038
472,-0.0006952477737937871
473,-0.0007387751069687706
474,-0.0007823024401437543
475,-0.0008258297733187375
476,-0.0008694792243623111
477,-0.0009130126717855283
478,-0.0009565461192087454
479,-0.0010157697333913196
480,-0.0010748589634604895
481,-0.0011339481935296598
482,-0.00119303742359883
483,-0.0012524785723452535
484,-0.0013115844098427736
485,-0.0013706902473402936
486,-0.0014297960848378137
487,-0.0014299024657930637
488,-0.0014298078915712456
489,-0.0014299142891398896
490,-0.0014298197016239728
491,-0.0014297251141080554
492,-0.001429831514997395
493,-0.001429736914183641
494,-0.0014296423133698863
495,-0.0014295477125561317
496,-0.0014184829341057387
497,-0.0014074181556553457
498,-0.001396353377204952
499,-0.00138447420216505
500,-0.0013734159285814706
501,-0.0013623576549978914
502,-0.0013512993814143118
503,-0.0013402411078307327
504,-0.0013291828342471533
505,-0.001356505225174563
506,-0.001383827616101973
507,-0.0014111500070293828
508,-0.001438472397956793
509,-0.0014657947888842026
510,-0.0014931171798116128
511,-0.0015206533558305207
512,-0.001547979588488939
513,-0.0015753058211473562
514,-0.0016012064873417722
515,-0.0016266640295358647
516,-0.0016523539703193135
517,-0.001678051139561058
518,-0.001703755540312368
519,-0.0017292238286196707
520,-0.001755680258341546
521,-0.0017811628889201749
522,-0.0017393125176006757
523,-0.0016972113489157983
524,-0.001655110180230921
525,-0.0016132361639205745
526,-0.0015711290663286864
527,-0.001529237323943662
528,-0.0014871242957746479
529,-0.001445011267605634
530,-0.0014028982394366197
531,-0.0014118504038696347
532,-0.0014206074162791788
533,-0.001429366896843292
534,-0.0014383315712808947
535,-0.0014470972555101276
536,-0.0014558654117315284
537,-0.0014648426187118006
538,-0.0014736169887619318
539,-0.0014821847228099873
540,-0.0013471588846569803
541,-0.001212304058502634
542,-0.001077259170428894
543,-0.0009422142823551545
544,-0.0008071693942814149
545,-0.0006721245062076751
546,-0.0005370796181339355
547,-0.0004020347300601959
548,-0.000266989841986456
549,-9.506067473194135e-05
550,7.686849252257333e-05
551,0.000248797659777088
552,0.00042072682703160266
553,0.0005926559942861173
554,0.000764585161540632
555,0.0009365143287951467
556,0.0011084434960496616
557,0.0011219988007900679
558,0.001135554105530474
559,0.0011491094102708806
560,0.0011626647150112866
561,0.001176220019751693
562,0.0011897753244920995
563,0.0012033306292325058
564,0.00121705764075067
565,0.001230614858191054
566,0.0008939004515309721
567,0.0005571860448708904
568,0.00022047163821080858
569,-0.00011624276844927322
570,-0.0004529571751093549
571,-0.0007897830228619814
572,-0.0011265449477843635
573,-0.0014633068727067458
574,-0.0018000687976291278
575,-0.0018364054708815505
576,-0.0018727421441339731
577,-0.0019090788173863958
578,-0.0019454154906388182
579,-0.001981752163891241
580,-0.0020180888371436633
581,-0.002054425510396086
582,-0.002090467169935563
583,-0.0021264986597065464
584,-0.00199215351248413
585,-0.0018578462623413258
586,-0.001723090899478359
587,-0.0015888973075838734
588,-0.001454331583767789
589,-0.001320065502183406
590,-0.0011860420774647887
591,-0.0010519082652773865
592,-0.000917849978885135
593,0.0006200732064208653
594,0.002157238022384587
595,0.003693625478104013
596,0.005229884220637856
597,0.006765711065858644
598,0.008301106195873466
599,0.009833306075408969
600,0.011369004594813482
601,0.011239506525025401
602,0.011114798093460106
603,0.01099008966189481
604,0.010863855622181475
605,0.010737657026533766
606,0.010612983610672967
607,0.010486837944644448
608,0.010362182029263138
609,0.010237526113881824
610,0.00980123326996904
611,0.009366377271826626
612,0.00893152127368421
613,0.008496665275541796
614,0.00806180927739938
615,0.0076258829798913665
616,0.007191088005604992
617,0.006756293031318617
618,0.006321498057032243
619,0.005742175348145151
620,0.0051628526392580604
621,0.00458352993037097
622,0.004003083706550802
623,0.003423923546122995
624,0.0028447633856951873
625,0.0022656032252673796
626,0.001686443064839572
627,0.0011069723061216071
628,0.0010354856269800346
629,0.0009639989478384622
630,0.0008925122686968896
631,0.0008210255895553173
632,0.0007495389104137448
633,0.0006780522312721722
634,0.0006065655521305998
635,0.0005350788729890272
636,0.0005141324190042076
637,0.0004931859650193879
638,0.0004722395110345681
639,0.00045129305704974835
640,0.00043034660306492863
641,0.0004094001490801089
642,0.0003883992211512287
643,0.00036745570454601694
644,0.0003465121879408052
645,0.0003282305456705189
646,0.00030994890340023265
647,0.0002916672611299463
648,0.00027338561885965993
649,0.00025506820766388436
650,0.00023678912871977166
651,0.00021851004977565896
652,0.00020023097083154626
653,0.00018195189188743356
654,0.00017886487422057997
655,0.0001757778565537263
656,0.00017269083888687273
657,0.00016960382122001912
658,0.00016651680355316548
659,0.00016342978588631187
660,0.00016034276821945827
661,0.00015725575055260463
662,0.00015416873288575102
663,0.00015069055062003065
664,0.0001472123683543103
665,0.0001437341860885899
666,0.00014025600382286955
667,0.00013677782155714922
668,0.00013329963929142885
669,0.00012982145702570847
670,0.0001263432747599881
671,0.00011977263077348157
672,0.00011320198678697501
673,0.00010663134280046846
674,0.00010006069881396191
675,9.347694813254058e-05
676,8.690722530739481e-05
677,8.033750248224905e-05
678,7.376777965710328e-05
679,6.719805683195753e-05
680,6.972337900479132e-05
681,7.224870117762513e-05
682,7.477402335045894e-05
683,7.729934552329274e-05
684,7.982466769612654e-05
685,8.234998986896037e-05
686,8.487531204179415e-05
687,8.738838293425022e-05
688,8.991335112303961e-05
689,8.640015945802206e-05
690,8.28869677930045e-05
691,7.937377612798694e-05
692,7.586058446296936e-05
693,7.234739279795182e-05
694,6.883420113293424e-05
695,6.528260793383797e-05
696,6.177148163723017e-05
697,5.826035534062237e-05
698,6.015450074759367e-05
699,6.2048646154565e-05
700,6.39427915615363e-05
701,6.583693696850762e-05
702,6.773108237547892e-05
703,6.962522778245025e-05
704,7.151937318942155e-05
705,7.341351859639286e-05
706,7.530766400336418e-05
707,7.565045074642557e-05
708,7.599323748948695e-05
709,7.633602423254836e-05
710,7.667881097560976e-05
711,7.702159771867116e-05
712,7.736438446173256e-05
713,7.770717120479395e-05
714,7.804995794785536e-05
715,7.346437132043736e-05
716,6.887878469301934e-05
717,6.429319806560134e-05
718,5.970761143818335e-05
719,5.512202481076535e-05
720,5.053643818334736e-05
721,4.595085155592935e-05
722,4.136526492851136e-05
723,3.6779678301093354e-05
724,4.360431968974862e-05
725,5.042189324924083e-05
726,5.7245578135949546e-05
727,6.406926302265825e-05
728,7.089294790936698e-05
729,7.77166327960757e-05
730,8.45403176827844e-05
731,9.13640025694931e-05
732,9.818768745620181e-05
733,9.818768745620181e-05
734,9.818768745620181e-05
735,9.818768745620181e-05
736,9.818768745620181e-05
737,9.818768745620181e-05
738,9.818768745620181e-05
739,9.817392797085201e-05
740,9.817392797085201e-05
741,9.817392797085201e-05
742,9.817392797085201e-05
743,9.817392797085201e-05
744,9.817392797085201e-05
745,9.745015301154541e-05
746,9.403612751677851e-05
747,9.394785436502613e-05
748,9.38597467845659e-05
749,9.377180430999866e-05
750,9.37216254180602e-05
751,9.368402647766783e-05
752,9.367150020056157e-05
753,9.365897727272726e-05
754,9.365897727272726e-05
755,9.365897727272726e-05
756,9.365897727272726e-05
757,9.365897727272726e-05
758,9.362142857142858e-05
759,9.362142857142858e-05
760,9.362142857142858e-05
761,9.362142857142858e-05
762,9.362142857142858e-05
763,9.362142857142858e-05
764,9.362142857142858e-05
765,9.367650000000001e-05
766,9.367650000000001e-05
767,9.367650000000001e-05
768,9.367650000000001e-05
769,9.373157142857143e-05
770,9.373157142857143e-05
771,9.373157142857143e-05
772,9.373157142857143e-05
773,9.373157142857143e-05
774,9.373157142857143e-05
775,9.373157142857143e-05
776,9.373157142857143e-05
777,9.373157142857143e-05
778,9.373157142857143e-05
779,9.373157142857143e-05
780,9.373157142857143e-05
781,9.378664285714287e-05
782,9.378664285714287e-05
783,9.378664285714287e-05
784,9.378664285714287e-05
785,9.378664285714287e-05
786,9.378664285714287e-05
787,9.378664285714287e-05
788,9.378664285714287e-05
789,9.38417142857143e-05
790,9.38417142857143e-05
791,9.38417142857143e-05
792,9.38417142857143e-05
793,9.38417142857143e-05
794,9.38417142857143e-05
795,9.38417142857143e-05
796,9.38417142857143e-05
797,9.38417142857143e-05
798,9.38417142857143e-05
799,9.145839385256579e-05
800,9.123262933610497e-05
801,9.111425301673802e-05
802,9.104337456242707e-05
803,9.099618349099392e-05
804,9.094904131589173e-05
805,9.092548854072253e-05
806,9.090194796116505e-05
807,9.090194796116505e-05
808,9.090194796116505e-05
809,9.090194796116505e-05
810,9.090194796116505e-05
811,9.085490335101566e-05
812,9.015503248170497e-05
813,9.010875760297703e-05
814,9.00625302039246e-05
815,9.00625302039246e-05
816,9.00625302039246e-05
817,9.000967660638707e-05
818,9.000967660638707e-05
819,9.000967660638707e-05
820,9.000967660638707e-05
821,9.000967660638707e-05
822,9.000967660638707e-05
823,9.000967660638707e-05
824,9.000967660638707e-05
825,9.000967660638707e-05
826,9.000967660638707e-05
827,8.995682300884955e-05
828,8.995682300884955e-05
829,8.995682300884955e-05
830,8.995682300884955e-05
831,8.990396941131203e-05
832,8.990396941131203e-05
833,8.990396941131203e-05
834,8.985111581377452e-05
835,8.985111581377452e-05
836,8.985111581377452e-05
837,8.985111581377452e-05
838,8.985111581377452e-05
839,8.979826221623701e-05
840,8.979826221623701e-05
841,8.979826221623701e-05
842,8.979826221623701e-05
843,8.979826221623701e-05
844,8.979826221623701e-05
845,8.97454086186995e-05
846,8.97454086186995e-05
847,8.97454086186995e-05
848,8.97454086186995e-05
849,8.97454086186995e-05
850,8.97454086186995e-05
851,8.97454086186995e-05
852,8.97454086186995e-05
853,8.97454086186995e-05
854,8.97454086186995e-05
855,8.969255502116197e-05
856,8.969255502116197e-05
857,8.969255502116197e-05
858,8.969255502116197e-05
859,8.969255502116197e-05
860,8.969255502116197e-05
861,8.969255502116197e-05
862,8.969255502116197e-05
863,8.969255502116197e-05
864,8.969255502116197e-05
865,8.969255502116197e-05
866,8.969255502116197e-05
867,8.969255502116197e-05
868,8.969255502116197e-05
869,8.969255502116197e-05
870,8.969255502116197e-05
871,8.969255502116197e-05
872,8.969255502116197e-05
873,8.969255502116197e-05
874,8.969255502116197e-05
875,8.969255502116197e-05
876,8.969255502116197e-05
877,8.969255502116197e-05
878,8.969255502116197e-05
879,8.969255502116197e-05
880,8.969255502116197e-05
881,8.969255502116197e-05
882,8.969255502116197e-05
883,8.969255502116197e-05
884,8.969255502116197e-05
885,8.969255502116197e-05
886,8.969255502116197e-05
887,8.969255502116197e-05
888,8.969255502116197e-05
889,8.969255502116197e-05
890,8.969255502116197e-05
891,8.969255502116197e-05
892,8.969255502116197e-05
893,8.969255502116197e-05
894,8.969255502116197e-05
895,8.969255502116197e-05
896,8.969255502116197e-05
897,8.969255502116197e-05
898,8.970405996664955e-05
899,8.971556786401538e-05
900,8.971556786401538e-05
901,8.971556786401538e-05
902,8.971556786401538e-05
903,8.971556786401538e-05
904,8.971556786401538e-05
905,8.971556786401538e-05
906,8.971556786401538e-05
907,8.971556786401538e-05
908,8.971556786401538e-05
909,8.971556786401538e-05
910,8.971556786401538e-05
911,8.971556786401538e-05
912,8.971556786401538e-05
913,8.971556786401538e-05
914,8.971556786401538e-05
915,8.971556786401538e-05
916,8.971556786401538e-05
917,8.971556786401538e-05
918,8.971556786401538e-05
919,8.971556786401538e-05
920,8.971556786401538e-05
921,8.971556786401538e-05
922,8.971556786401538e-05
923,8.972707871439567e-05
924,8.972707871439567e-05
925,8.972707871439567e-05
926,8.972707871439567e-05
927,8.972707871439567e-05
928,8.972707871439567e-05
929,8.972707871439567e-05
930,8.972707871439567e-05
931,8.973859251892723e-05
932,8.973859251892723e-05
933,8.973859251892723e-05
934,8.973859251892723e-05
935,8.973859251892723e-05
936,8.973859251892723e-05
937,8.973859251892723e-05
938,8.973859251892723e-05
939,8.973859251892723e-05
940,8.973859251892723e-05
941,8.973859251892723e-05
942,8.973859251892723e-05
943,8.973859251892723e-05
944,8.973859251892723e-05
945,8.973859251892723e-05
946,8.973859251892723e-05
947,8.973859251892723e-05
948,8.973859251892723e-05
949,8.973859251892723e-05
950,8.973859251892723e-05
951,8.973859251892723e-05
952,8.973859251892723e-05
953,8.973859251892723e-05
954,8.973859251892723e-05
955,8.973859251892723e-05
956,8.973859251892723e-05
957,8.973859251892723e-05
958,8.973859251892723e-05
959,8.973859251892723e-05
960,8.973859251892723e-05
961,8.973859251892723e-05
962,8.973859251892723e-05
963,8.973859251892723e-05
964,8.973859251892723e-05
965,8.973859251892723e-05
966,8.973859251892723e-05
967,8.973859251892723e-05
968,8.973859251892723e-05
