Time,Etileno
179,0.0019730344342937453
180,0.001929232508552416
181,0.0018848758142368436
182,0.0018407779105736781
183,0.0017969203000468823
184,0.0017527914146387208
185,0.0017086501125492405
186,0.0016644963885371232
187,0.001620102246611322
188,0.0015763735219594594
189,0.0016005456209518443
190,0.0016242737961137707
191,0.0016480019712756967
192,0.001671730146437623
193,0.0016954583215995492
194,0.0017191864967614756
195,0.0017429146719234014
196,0.0017666428470853276
197,0.001790371022247254
198,0.0018000154885947622
199,0.0018096599549422695
200,0.0018193044212897775
201,0.001828948887637285
202,0.0018385933539847928
203,0.0018482378203323003
204,0.001858405633802817
205,0.0018680528169014083
206,0.0018777
207,0.0018320782130281691
208,0.0017864564260563378
209,0.001740834639084507
210,0.001695212852112676
211,0.0016495910651408451
212,0.001603969278169014
213,0.0015583474911971833
214,0.0015127257042253524
215,0.001511955633802817
216,0.0015111855633802818
217,0.0015104154929577464
218,0.0015096454225352112
219,0.0015088753521126763
220,0.0015081052816901407
221,0.0015073352112676055
222,0.0015065651408450703
223,0.001505795070422535
224,0.0016102279342723005
225,0.0017141779310992206
226,0.0018183253554835987
227,0.0019227141114083256
228,0.0020268175206456457
229,0.0021302919656676516
230,0.002234307587694617
231,0.0023399985736866497
232,0.002444031418748397
233,0.002409123078243817
234,0.002373880811615786
235,0.0023386484570301186
236,0.0023037499346497143
237,0.0022688514122693095
238,0.002233638779527559
239,0.0021987451641384895
240,0.002163851548749421
241,0.002128957933360352
242,0.002016201707966651
243,0.00190344548257295
244,0.0017906892571792495
245,0.0016779330317855487
246,0.0015651768063918478
247,0.001452420580998147
248,0.0013396643556044462
249,0.0012269081302107455
250,0.0011141519048170445
251,0.001057505374395698
252,0.0010008588439743512
253,0.0009442123135530047
254,0.0008875657831316579
255,0.0008309192527103112
256,0.0007742727222889648
257,0.0007176261918676181
258,0.0006609796614462713
259,0.0006669278292901806
260,0.0006728759971340898
261,0.000678824164977999
262,0.0006847723328219081
263,0.0006907205006658174
264,0.0006966686685097265
265,0.0007026168363536359
266,0.000708565004197545
267,0.0007145131720414543
268,0.0006860339012563685
269,0.0006575546304712829
270,0.0006290753596861972
271,0.0006005960889011115
272,0.0005721168181160259
273,0.0005436375473309401
274,0.0005151582765458545
275,0.0004866790057607688
276,0.00045819973497568313
277,0.0005170640533811949
278,0.0005759283717867067
279,0.0006347034461756022
280,0.0006935594889845438
281,0.0007524155317934852
282,0.0008112715746024265
283,0.0008701276174113679
284,0.0009289836602203093
285,0.0009878397030292504
286,0.0012941790649576997
287,0.001600518426886149
288,0.0019068577888145981
289,0.0022131971507430475
290,0.002519536512671496
291,0.00282547864717872
292,0.003131774947628123
293,0.003438071248077527
294,0.00383009735380939
295,0.0042215300479517175
296,0.004613501055144475
297,0.005005472062337233
298,0.00539668457556294
299,0.005788600499702409
300,0.0061805164238418805
301,0.006569662675689745
302,0.006961413443519
303,0.0071313103461738666
304,0.007300181798372439
305,0.007470054839102775
306,0.007639927879833113
307,0.00780980092056345
308,0.007978553377954186
309,0.00814840256346184
310,0.008318251748969495
311,0.008488100934477149
312,0.008613158070784836
313,0.008738215207092526
314,0.008863272343400218
315,0.008988329479707905
316,0.009113386616015596
317,0.009238443752323286
318,0.009363500888630975
319,0.009488558024938665
320,0.009613615161246356
321,0.009734260606400836
322,0.009856255899233113
323,0.009978251192065388
324,0.010100246484897664
325,0.010222241777729941
326,0.010344237070562217
327,0.010466232363394492
328,0.01058822765622677
329,0.010411761936914614
330,0.010235296217602457
331,0.010058830498290301
332,0.009882364778978145
333,0.009704536445730898
334,0.009526758036215608
335,0.009350341858093601
336,0.009173925679971596
337,0.008997509501849587
338,0.009088827808856557
339,0.009180146115863526
340,0.009271464422870497
341,0.009362782729877464
342,0.009454101036884432
343,0.009538468771929823
344,0.00962972058479532
345,0.009720972397660819
346,0.009812224210526315
347,0.009861395438596491
348,0.009910566666666667
349,0.009959737894736842
350,0.010008909122807018
351,0.010058080350877194
352,0.01010725157894737
353,0.010156422807017543
354,0.01020559403508772
355,0.010254765263157896
356,0.010192546549707603
357,0.010130327836257311
358,0.010068109122807018
359,0.010005890409356726
360,0.009943671695906433
361,0.009881452982456141
362,0.00981923426900585
363,0.009757015555555556
364,0.009694796842105263
365,0.009610680789473684
366,0.009526564736842104
367,0.009442448684210526
368,0.009358332631578946
369,0.00927421657894737
370,0.009190100526315791
371,0.009105984473684211
372,0.00902186842105263
373,0.008982078245614034
374,0.008942288070175438
375,0.008902497894736842
376,0.008862707719298245
377,0.008822917543859648
378,0.008783127368421054
379,0.008743337192982455
380,0.008703547017543861
381,0.008663756842105262
382,0.008868339064327485
383,0.009072921286549709
384,0.00927750350877193
385,0.009482085730994152
386,0.009686667953216375
387,0.009891250175438598
388,0.010095832397660818
389,0.010300414619883042
390,0.010504996842105263
391,0.01046371695906433
392,0.010422437076023392
393,0.010381157192982458
394,0.010338426302741135
395,0.010297152212554962
396,0.01025587812236879
397,0.010214604032182618
398,0.01017047547231575
399,0.010129212962962961
400,0.00985533814709596
401,0.009581463331228958
402,0.009307588515361951
403,0.00903371369949495
404,0.008759838883627948
405,0.008485964067760941
406,0.008212089251893939
407,0.007938214436026938
408,0.008002536826599328
409,0.008066859217171719
410,0.008131181607744108
411,0.008195503998316499
412,0.00825982638888889
413,0.00832414877946128
414,0.008388471170033671
415,0.00845279356060606
416,0.008517115951178452
417,0.008632703890759446
418,0.008748291830340442
419,0.008863879769921439
420,0.008979467709502432
421,0.009095055649083429
422,0.009210643588664422
423,0.009326231528245417
424,0.009441819467826415
425,0.009557407407407409
426,0.009256786733071457
427,0.008956166058735504
428,0.008655545384399553
429,0.0083549247100636
430,0.008054304035727648
431,0.007753683361391696
432,0.007453062687055745
433,0.007152442012719791
434,0.006851821338383839
435,0.0065772152514730646
436,0.0063043780697445975
437,0.006029694911240529
438,0.005755011752736457
439,0.005480328594232388
440,0.005205645435728319
441,0.004931654342105264
442,0.004656932631578947
443,0.004402506315789474
444,0.004145922511725071
445,0.0038887207253030347
446,0.0036320287688597834
447,0.003374790873805651
448,0.0031175529787515178
449,0.0028603150836973854
450,0.0026030771886432526
451,0.0023458392935891193
452,0.0022847549122850487
453,0.0022236533748564726
454,0.0021622309899468847
455,0.0021008086050372968
456,0.0020393862201277084
457,0.0019779638352181205
458,0.0019165414503085323
459,0.0018551190653989442
460,0.001793696680489356
461,0.0016991446167714383
462,0.0016045925530535203
463,0.0015100404893356022
464,0.001415488425617684
465,0.001320936361899766
466,0.001226384298181848
467,0.00113183223446393
468,0.0010372801707460122
469,0.0009428605126611037
470,0.0009157647612566094
471,0.000888669009852115
472,0.0008615732584476204
473,0.0008344775070431263
474,0.0008073817556386319
475,0.0007802860042341375
476,0.000753296052837064
477,0.0007261964953149401
478,0.0006990969377928161
479,0.0007293448627831472
480,0.0007594945724127318
481,0.0007896442820423162
482,0.0008197939916719005
483,0.0008501825837358025
484,0.0008803407671454964
485,0.0009104989505551904
486,0.0009406571339648844
487,0.0009397467398826009
488,0.0009387041381918895
489,0.0009377933416089236
490,0.0009367505933618878
491,0.0009357078451148523
492,0.0009347964992433077
493,0.0009337536043987397
494,0.0009327107095541718
495,0.0009316678147096038
496,0.0009392850558215695
497,0.0009469022969335352
498,0.0009545195380455009
499,0.0009615711490697785
500,0.0009691839120858522
501,0.0009767966751019262
502,0.000984409438118
503,0.0009920222011340738
504,0.0009996349641501476
505,0.0010070854304325414
506,0.0010145358967149352
507,0.001021986362997329
508,0.0010294368292797227
509,0.0010368872955621165
510,0.0010443377618445102
511,0.0010519361173603298
512,0.0010593876312335957
513,0.0010668391451068614
514,0.0011648179061181437
515,0.0012624965717299578
516,0.0013603665687860458
517,0.0014582641038266744
518,0.00155618918847615
519,0.0016539090861122836
520,0.0017526154001830214
521,0.00185039032803041
522,0.001933900779123251
523,0.00201715068525298
524,0.002100400591382709
525,0.0021839580106088343
526,0.002267219640426231
527,0.0023508123239436626
528,0.0024340856807511736
529,0.002517359037558685
530,0.002600632394366197
531,0.0026883394383394386
532,0.002775704757878916
533,0.002863094701240135
534,0.0029509251950004694
535,0.003038376803421214
536,0.0031258530738860688
537,0.003213807240244476
538,0.0033013452767198
539,0.0033884299619128225
540,0.0033981524192410774
541,0.0034083556715575627
542,0.0034180795005643344
543,0.0034278033295711066
544,0.0034375271585778784
545,0.003447250987584651
546,0.0034569748165914223
547,0.0034666986455981945
548,0.0034764224746049667
549,0.0034293755290632053
550,0.0033823285835214447
551,0.003335281637979684
552,0.003288234692437923
553,0.0032411877468961634
554,0.0031941408013544024
555,0.0031470938558126414
556,0.0031000469102708808
557,0.003181860421369451
558,0.0032636739324680216
559,0.003345487443566592
560,0.0034273009546651623
561,0.003509114465763733
562,0.0035909279768623027
563,0.0036727414879608737
564,0.003755084779643479
565,0.0038369098349089878
566,0.003787282818305817
567,0.0037376558017026477
568,0.0036880287850994775
569,0.0036384017684963077
570,0.0035887747518931375
571,0.0035396471916454984
572,0.0034900131715119016
573,0.0034403791513783048
574,0.003390745131244708
575,0.0033021303744472665
576,0.003213515617649826
577,0.0031249008608523854
578,0.003036286104054944
579,0.0029476713472575034
580,0.002859056590460062
581,0.0027704418336626205
582,0.0026814486618691497
583,0.0025924806010158017
584,0.0024709707528095173
585,0.0023494951810061116
586,0.0022274256309037085
587,0.002106052885067193
588,0.001984155042036541
589,0.0018626225524721793
590,0.0017414037558685447
591,0.0016199909649863887
592,0.0014986465371621624
593,0.0021079929076242144
594,0.002715944248883098
595,0.003323850059706461
596,0.0039319667706601835
597,0.0045399125182428186
598,0.005147687374540119
599,0.005753674302462275
600,0.006361830809216072
601,0.006105521450638955
602,0.005851892262322707
603,0.00559826307400646
604,0.0053438834456613305
605,0.005089575242173242
606,0.004836017268005054
607,0.004581816051375631
608,0.004328293669286917
609,0.004074771287198203
610,0.003732180659442724
611,0.003390161929411765
612,0.003048143199380805
613,0.0027061244693498453
614,0.0023641057393188857
615,0.0020218032474286374
616,0.001679832513290189
617,0.0013378617791517397
618,0.00099589104501329
619,0.0007894889006702878
620,0.0005830867563272853
621,0.00037668461198428287
622,0.00017023468917112304
623,-3.610954211229938e-05
624,-0.00024245377339572195
625,-0.00044879800467914426
626,-0.0006551422359625667
627,-0.000861244816063031
628,-0.0008816279509167972
629,-0.0009020110857705633
630,-0.0009223942206243296
631,-0.0009427773554780959
632,-0.000963160490331862
633,-0.0009835436251856282
634,-0.0010039267600393945
635,-0.0010243098948931606
636,-0.001015610495895553
637,-0.0010069110968979457
638,-0.0009982116979003381
639,-0.0009895122989027308
640,-0.0009808128999051235
641,-0.0009721135009075159
642,-0.000963278999665916
643,-0.0009545808206092701
644,-0.0009458826415526244
645,-0.0009503787639511001
646,-0.0009548748863495756
647,-0.0009593710087480511
648,-0.0009638671311465267
649,-0.0009682274763081058
650,-0.0009727229682912143
651,-0.0009772184602743227
652,-0.0009817139522574313
653,-0.0009862094442405396
654,-0.0009845585040496848
655,-0.0009829075638588302
656,-0.0009812566236679753
657,-0.0009796056834771203
658,-0.0009779547432862657
659,-0.0009763038030954108
660,-0.000974652862904556
661,-0.0009730019227137013
662,-0.0009713509825228463
663,-0.0009611961413142092
664,-0.000951041300105572
665,-0.000940886458896935
666,-0.0009307316176882979
667,-0.0009205767764796608
668,-0.0009104219352710236
669,-0.0009002670940623865
670,-0.0008901122528537493
671,-0.000893608232201181
672,-0.0008971042115486126
673,-0.0009006001908960443
674,-0.000904096170243476
675,-0.0009074649111008486
676,-0.0009109604003348151
677,-0.0009144558895687815
678,-0.000917951378802748
679,-0.0009214468680367143
680,-0.0009151108729723489
681,-0.0009087748779079836
682,-0.0009024388828436185
683,-0.0008961028877792532
684,-0.0008897668927148877
685,-0.0008834308976505223
686,-0.0008770949025861572
687,-0.0008706368499233166
688,-0.0008643017429995547
689,-0.000866134892457824
690,-0.0008679680419160935
691,-0.000869801191374363
692,-0.0008716343408326324
693,-0.000873467490290902
694,-0.0008753006397491713
695,-0.000876618131483039
696,-0.0008784502032520326
697,-0.0008802822750210262
698,-0.0008737461452200728
699,-0.0008672100154191199
700,-0.0008606738856181665
701,-0.0008541377558172134
702,-0.0008476016260162601
703,-0.000841065496215307
704,-0.0008345293664143537
705,-0.0008279932366134006
706,-0.0008214571068124475
707,-0.0008310016163793104
708,-0.0008405461259461732
709,-0.0008500906355130361
710,-0.000859635145079899
711,-0.000869179654646762
712,-0.0008787241642136248
713,-0.0008882686737804878
714,-0.0008978131833473507
715,-0.0008919426338659939
716,-0.0008860720843846371
717,-0.00088020153490328
718,-0.0008743309854219231
719,-0.0008684604359405662
720,-0.0008625898864592094
721,-0.0008567193369778527
722,-0.0008508487874964956
723,-0.0008449782380151388
724,-0.0008467578847771236
725,-0.0008484186054660127
726,-0.0008501980028030833
727,-0.0008519774001401542
728,-0.000853756797477225
729,-0.0008555361948142957
730,-0.0008573155921513664
731,-0.0008590949894884372
732,-0.000860874386825508
733,-0.000860874386825508
734,-0.000860874386825508
735,-0.000860874386825508
736,-0.000860874386825508
737,-0.000860874386825508
738,-0.000860874386825508
739,-0.0008607537485986547
740,-0.0008607537485986547
741,-0.0008607537485986547
742,-0.0008607537485986547
743,-0.0008607537485986547
744,-0.0008607537485986547
745,-0.0008544079496452914
746,-0.000824475
747,-0.000823701052702159
748,-0.000822928557073955
749,-0.0008221575090349351
750,-0.0008217175585284281
751,-0.0008213879045199252
752,-0.0008212780786201364
753,-0.0008211682820855614
754,-0.0008211682820855614
755,-0.0008211682820855614
756,-0.0008211682820855614
757,-0.0008211682820855614
758,-0.0008208390685553923
759,-0.0008208390685553923
760,-0.0008208390685553923
761,-0.0008208390685553923
762,-0.0008208390685553923
763,-0.0008208390685553923
764,-0.0008208390685553923
765,-0.0008213219150663072
766,-0.0008213219150663072
767,-0.0008213219150663072
768,-0.0008213219150663072
769,-0.0008218047615772222
770,-0.0008218047615772222
771,-0.0008218047615772222
772,-0.0008218047615772222
773,-0.0008218047615772222
774,-0.0008218047615772222
775,-0.0008218047615772222
776,-0.0008218047615772222
777,-0.0008218047615772222
778,-0.0008218047615772222
779,-0.0008218047615772222
780,-0.0008218047615772222
781,-0.0008222876080881372
782,-0.0008222876080881372
783,-0.0008222876080881372
784,-0.0008222876080881372
785,-0.0008222876080881372
786,-0.0008222876080881372
787,-0.0008222876080881372
788,-0.0008222876080881372
789,-0.0008227704545990522
790,-0.0008227704545990522
791,-0.0008227704545990522
792,-0.0008227704545990522
793,-0.0008227704545990522
794,-0.0008227704545990522
795,-0.0008227704545990522
796,-0.0008227704545990522
797,-0.0008227704545990522
798,-0.0008227704545990522
799,-0.0008018743568331216
800,-0.000799894934619294
801,-0.0007988570535571177
802,-0.0007982356167204338
803,-0.0007978218623512643
804,-0.0007974085366875672
805,-0.0007972020344121076
806,-0.0007969956390633925
807,-0.0007969956390633925
808,-0.0007969956390633925
809,-0.0007969956390633925
810,-0.0007969956390633925
811,-0.0007965831688141683
812,-0.0007904469523385167
813,-0.0007900412308180041
814,-0.0007896359255822376
815,-0.0007896359255822376
816,-0.0007896359255822376
817,-0.0007891725242174592
818,-0.0007891725242174592
819,-0.0007891725242174592
820,-0.0007891725242174592
821,-0.0007891725242174592
822,-0.0007891725242174592
823,-0.0007891725242174592
824,-0.0007891725242174592
825,-0.0007891725242174592
826,-0.0007891725242174592
827,-0.0007887091228526809
828,-0.0007887091228526809
829,-0.0007887091228526809
830,-0.0007887091228526809
831,-0.0007882457214879025
832,-0.0007882457214879025
833,-0.0007882457214879025
834,-0.0007877823201231243
835,-0.0007877823201231243
836,-0.0007877823201231243
837,-0.0007877823201231243
838,-0.0007877823201231243
839,-0.000787318918758346
840,-0.000787318918758346
841,-0.000787318918758346
842,-0.000787318918758346
843,-0.000787318918758346
844,-0.000787318918758346
845,-0.0007868555173935678
846,-0.0007868555173935678
847,-0.0007868555173935678
848,-0.0007868555173935678
849,-0.0007868555173935678
850,-0.0007868555173935678
851,-0.0007868555173935678
852,-0.0007868555173935678
853,-0.0007868555173935678
854,-0.0007868555173935678
855,-0.0007863921160287893
856,-0.0007863921160287893
857,-0.0007863921160287893
858,-0.0007863921160287893
859,-0.0007863921160287893
860,-0.0007863921160287893
861,-0.0007863921160287893
862,-0.0007863921160287893
863,-0.0007863921160287893
864,-0.0007863921160287893
865,-0.0007863921160287893
866,-0.0007863921160287893
867,-0.0007863921160287893
868,-0.0007863921160287893
869,-0.0007863921160287893
870,-0.0007863921160287893
871,-0.0007863921160287893
872,-0.0007863921160287893
873,-0.0007863921160287893
874,-0.0007863921160287893
875,-0.0007863921160287893
876,-0.0007863921160287893
877,-0.0007863921160287893
878,-0.0007863921160287893
879,-0.0007863921160287893
880,-0.0007863921160287893
881,-0.0007863921160287893
882,-0.0007863921160287893
883,-0.0007863921160287893
884,-0.0007863921160287893
885,-0.0007863921160287893
886,-0.0007863921160287893
887,-0.0007863921160287893
888,-0.0007863921160287893
889,-0.0007863921160287893
890,-0.0007863921160287893
891,-0.0007863921160287893
892,-0.0007863921160287893
893,-0.0007863921160287893
894,-0.0007863921160287893
895,-0.0007863921160287893
896,-0.0007863921160287893
897,-0.0007863921160287893
898,-0.0007864929872596807
899,-0.0007865938843715806
900,-0.0007865938843715806
901,-0.0007865938843715806
902,-0.0007865938843715806
903,-0.0007865938843715806
904,-0.0007865938843715806
905,-0.0007865938843715806
906,-0.0007865938843715806
907,-0.0007865938843715806
908,-0.0007865938843715806
909,-0.0007865938843715806
910,-0.0007865938843715806
911,-0.0007865938843715806
912,-0.0007865938843715806
913,-0.0007865938843715806
914,-0.0007865938843715806
915,-0.0007865938843715806
916,-0.0007865938843715806
917,-0.0007865938843715806
918,-0.0007865938843715806
919,-0.0007865938843715806
920,-0.0007865938843715806
921,-0.0007865938843715806
922,-0.0007865938843715806
923,-0.0007866948073744509
924,-0.0007866948073744509
925,-0.0007866948073744509
926,-0.0007866948073744509
927,-0.0007866948073744509
928,-0.0007866948073744509
929,-0.0007866948073744509
930,-0.0007866948073744509
931,-0.0007867957562782587
932,-0.0007867957562782587
933,-0.0007867957562782587
934,-0.0007867957562782587
935,-0.0007867957562782587
936,-0.0007867957562782587
937,-0.0007867957562782587
938,-0.0007867957562782587
939,-0.0007867957562782587
940,-0.0007867957562782587
941,-0.0007867957562782587
942,-0.0007867957562782587
943,-0.0007867957562782587
944,-0.0007867957562782587
945,-0.0007867957562782587
946,-0.0007867957562782587
947,-0.0007867957562782587
948,-0.0007867957562782587
949,-0.0007867957562782587
950,-0.0007867957562782587
951,-0.0007867957562782587
952,-0.0007867957562782587
953,-0.0007867957562782587
954,-0.0007867957562782587
955,-0.0007867957562782587
956,-0.0007867957562782587
957,-0.0007867957562782587
958,-0.0007867957562782587
959,-0.0007867957562782587
960,-0.0007867957562782587
961,-0.0007867957562782587
962,-0.0007867957562782587
963,-0.0007867957562782587
964,-0.0007867957562782587
965,-0.0007867957562782587
966,-0.0007867957562782587
967,-0.0007867957562782587
968,-0.0007867957562782587
