Time,Acetileno stde
0,0.0041713260304515115
1,0.004188169490303496
2,0.0042050129501554805
3,0.004221856410007463
4,0.004238699869859448
5,0.004276619443687013
6,0.0043145390175145775
7,0.004352458591342142
8,0.004390378165169706
9,0.004430904153205038
10,0.004468846045792949
11,0.004506787938380859
12,0.0045447298309687694
13,0.00458267172355668
14,0.004641094957156904
15,0.0046995181907571295
16,0.004757941424357355
17,0.004816364657957579
18,0.0048747878915578035
19,0.004933904186569262
20,0.00499233562798539
21,0.005052186621697583
22,0.005110634485666105
23,0.005304916944834857
24,0.005498481113843991
25,0.005693645745466049
26,0.005888092133014623
27,0.006083448707805908
28,0.006278915218767586
29,0.006473580756648374
30,0.006667362811312789
31,0.006724852492847427
32,0.006787117126630994
33,0.006844647282455646
34,0.006902177438280296
35,0.006959707594104946
36,0.007017237749929597
37,0.007075764211613387
38,0.007133302469135802
39,0.00719185352112676
40,0.007289096948356807
41,0.007386340375586855
42,0.007484637977179885
43,0.007585100526118002
44,0.0076845646555774826
45,0.007781890329856217
46,0.00787921600413495
47,0.007976541678413681
48,0.008073867352692415
49,0.007978111549666385
50,0.007884578633201729
51,0.007788795826283134
52,0.007693013019364541
53,0.007597230212445947
54,0.0075014474055273535
55,0.00740566459860876
56,0.007309881791690166
57,0.007212065125458134
58,0.007133230282633212
59,0.0070543954398082885
60,0.006975560596983367
61,0.006896725754158443
62,0.006817890911333522
63,0.006737156672773394
64,0.006658344049464487
65,0.006578604339861913
66,0.006608988774599595
67,0.006639373209337276
68,0.006669757644074961
69,0.006700142078812644
70,0.006730526513550325
71,0.006760910948288008
72,0.006790338593030902
73,0.006820718747064902
74,0.006851098901098902
75,0.006729353925988542
76,0.006607608950878182
77,0.006484950345119031
78,0.006362326291079812
79,0.006239736774163264
80,0.006117181779780343
81,0.005995505374073031
82,0.005873828968365719
83,0.005752152562658405
84,0.005826000774429737
85,0.00589984898620107
86,0.005973697197972401
87,0.0060475454097437325
88,0.006121393621515066
89,0.006195241833286398
90,0.006269090045057728
91,0.006342938256829061
92,0.006416786468600394
93,0.006400001628062517
94,0.00638321678752464
95,0.006366431946986763
96,0.006349647106448887
97,0.00633286226591101
98,0.006316077425373134
99,0.006299292584835256
100,0.00628250774429738
101,0.006307905050220595
102,0.006333302356143809
103,0.0063586996620670225
104,0.006384096967990236
105,0.006409494273913452
106,0.006434891579836666
107,0.006460288885759878
108,0.006485686191683093
109,0.006511083497606307
110,0.006470527433586782
111,0.006429971369567257
112,0.006389415305547732
113,0.006348859241528207
114,0.006308303177508683
115,0.006267747113489157
116,0.006227191049469632
117,0.006186634985450107
118,0.006146078921430582
119,0.006013680183985732
120,0.005881281446540878
121,0.005747264217342342
122,0.005614902754316817
123,0.005482541291291291
124,0.0053479214155058375
125,0.005214882057775277
126,0.00508259508066029
127,0.004949611759741172
128,0.004881043483356774
129,0.004813171354899203
130,0.004744631908311066
131,0.004676769324520696
132,0.004608906740730324
133,0.004539767327428653
134,0.004471923824921505
135,0.004404080322414359
136,0.004336236819907212
137,0.004282069669970477
138,0.004227902520033741
139,0.004171975785202361
140,0.004117831471332209
141,0.004063687157462057
142,0.004009542843591905
143,0.003955398529721754
144,0.0039012542158516025
145,0.003979530049653363
146,0.004057805883455124
147,0.004136081717256886
148,0.004214357551058648
149,0.004292633384860409
150,0.00437090921866217
151,0.004449185052463931
152,0.004527460886265692
153,0.0046057367200674545
154,0.004579375117106989
155,0.004553013514146525
156,0.00452665191118606
157,0.004500290308225596
158,0.00447392870526513
159,0.004447567102304666
160,0.0044212054993442015
161,0.004394843896383735
162,0.004368482293423271
163,0.004358574456623571
164,0.00434866661982387
165,0.0043387587830241705
166,0.004328850946224471
167,0.00431894310942477
168,0.00430903527262507
169,0.00429912743582537
170,0.00428921959902567
171,0.00427931176222597
172,0.004353604289629005
173,0.004427896817032042
174,0.004502189344435076
175,0.004576481871838111
176,0.004650774399241146
177,0.004725731026001405
178,0.004800033995080816
179,0.0048743369641602256
180,0.004999147804489433
181,0.005122588101598014
182,0.005246766029246344
183,0.005371734294421003
184,0.0054959996717775595
185,0.005620300014068656
186,0.005744635336053655
187,0.005868179846161061
188,0.00599425464527027
189,0.005994632028536563
190,0.005993321364873743
191,0.005992010701210927
192,0.005990700037548108
193,0.005989389373885289
194,0.005988078710222472
195,0.005986768046559653
196,0.005985457382896835
197,0.005984146719234018
198,0.0060178865108420155
199,0.006051626302450015
200,0.006085366094058011
201,0.006119105885666009
202,0.0061528456772740065
203,0.006186585468882004
204,0.006222077464788733
205,0.00625582676056338
206,0.006289576056338029
207,0.006242600836267606
208,0.006195625616197182
209,0.006148650396126761
210,0.006101675176056339
211,0.006054699955985916
212,0.006007724735915493
213,0.005960749515845069
214,0.005913774295774647
215,0.005850919131455399
216,0.005788063967136151
217,0.0057252088028169005
218,0.0056623536384976525
219,0.0055994984741784045
220,0.005536643309859155
221,0.005473788145539907
222,0.005410932981220658
223,0.005348077816901408
224,0.0052542342723004695
225,0.005158937505866891
226,0.005064407292693229
227,0.004970603383546858
228,0.0048761129879879885
229,0.004780303573941184
230,0.004685893125117239
231,0.004594856468477938
232,0.004500430254110366
233,0.00446680238223296
234,0.004432550997766195
235,0.004398309246651832
236,0.004364690832761174
237,0.004331072418870515
238,0.004296849751042149
239,0.004263236064150069
240,0.004229622377257989
241,0.004196008690365909
242,0.0042727426137679474
243,0.004349476537169985
244,0.004426210460572023
245,0.00450294438397406
246,0.0045796783073761
247,0.0046564122307781374
248,0.004733146154180175
249,0.004809880077582213
250,0.004886614000984252
251,0.00488293618501042
252,0.0048792583690365895
253,0.00487558055306276
254,0.00487190273708893
255,0.004868224921115098
256,0.0048645471051412675
257,0.004860869289167438
258,0.004857191473193607
259,0.004827991001331635
260,0.0047987905294696615
261,0.0047695900576076875
262,0.004740389585745715
263,0.004711189113883742
264,0.00468198864202177
265,0.004652788170159796
266,0.0046235876982978225
267,0.00459438722643585
268,0.004603256098019917
269,0.0046121249696039835
270,0.004620993841188051
271,0.004629862712772118
272,0.0046387315843561825
273,0.004647600455940249
274,0.004656469327524316
275,0.004665338199108382
276,0.00467420707069245
277,0.004632125948066235
278,0.004590044825440018
279,0.004547324315255415
280,0.004505249108715608
281,0.004463173902175801
282,0.004421098695635994
283,0.004379023489096187
284,0.00433694828255638
285,0.004294873076016573
286,0.004235395100261743
287,0.0041759171245069095
288,0.004116439148752078
289,0.004056961172997246
290,0.003997483197242416
291,0.003937451664385884
292,0.003877982049324861
293,0.003818512434263838
294,0.0037778816459673554
295,0.0037367255940225705
