Tempo,mp_arSeco
0,0.017452462403940903
1,0.01745246288535507
2,0.017452462870840197
3,0.017486570533990994
4,0.017486569572019103
5,0.01748656960099979
6,0.01748656960012671
7,0.017524857553122122
8,0.01752485647600326
9,0.01752485650842381
10,0.017524856507447974
11,0.017507850475524358
12,0.017507850953460167
13,0.017507850939068887
14,0.01750785093950223
15,0.017541845722862014
16,0.017541844767834342
17,0.017541844796568614
18,0.017541844795704073
19,0.01752485604453541
20,0.017524856521410705
21,0.017524856507057075
22,0.01752485650748911
23,0.017524856507476108
24,0.0175248565074765
25,0.017524856507476486
26,0.017524856507476486
27,0.017524856507476486
28,0.017524856507476486
29,0.017524856507476486
30,0.017524856507476486
31,0.01754184525874572
32,0.017541844781798384
33,0.017541844796148474
34,0.017524856044535398
35,0.017524856521410705
36,0.017524856507057075
37,0.01752485650748911
38,0.01754184525874572
39,0.017541844781798384
40,0.017541844796148474
41,0.017541844795716712
42,0.017541844795729705
43,0.017541844795729313
44,0.017541844795729324
45,0.017541844795729324
46,0.017541844795729324
47,0.017541844795729324
48,0.01757577066404675
49,0.01757576971324454
50,0.017575769741829023
51,0.017575769740969676
52,0.017613854482377227
53,0.01761385341771071
54,0.01761385344968997
55,0.017613853448729407
56,0.017575768707751432
57,0.01757576977205771
58,0.017575769740060893
59,0.017592706961309032
60,0.017592706487516874
61,0.017592706501755123
62,0.01759270650132724
63,0.017592706501340094
64,0.01759270650133971
65,0.01759270650133972
66,0.01759270650133972
67,0.01759270650133972
68,0.01759270650133972
69,0.01759270650133972
70,0.01759270650133972
71,0.01759270650133972
72,0.01759270650133972
73,0.01759270650133972
74,0.01759270650133972
75,0.01759270650133972
76,0.01759270650133972
77,0.01759270650133972
78,0.01759270650133972
79,0.01759270650133972
80,0.01759270650133972
81,0.01759270650133972
82,0.01759270650133972
83,0.01759270650133972
84,0.01759270650133972
85,0.01759270650133972
86,0.01759270650133972
87,0.01759270650133972
88,0.01759270650133972
89,0.017613854022314898
90,0.017613853431529543
91,0.017613853449274894
92,0.017630752324138996
93,0.017630751852686952
94,0.017630751866842338
95,0.017630751866417327
96,0.017592705470355442
97,0.017592706532322526
98,0.017592706500408638
99,0.017592706501367704
100,0.017592706501338876
101,0.017592706501339747
102,0.01759270650133972
103,0.01759270650133972
104,0.01759270650133972
105,0.01759270650133972
106,0.01759270650133972
107,0.017630752897789165
108,0.01763075183546306
109,0.017630751867359486
110,0.01761385299112205
111,0.01761385346250336
112,0.017613853448344537
113,0.017613853448769826
114,0.01761385344875705
115,0.017613853448757433
116,0.01761385344875742
117,0.017613853448757422
118,0.01763075232413901
119,0.017630751852686952
120,0.017630751866842338
121,0.017630751866417327
122,0.017613852991122076
123,0.01761385346250336
124,0.017613853448344537
125,0.01763075232413902
126,0.01763075185268695
127,0.017630751866842338
128,0.017630751866417327
129,0.0176476337822002
130,0.01764763331178103
131,0.017647633325899865
132,0.017630751409791652
133,0.017630751880140308
134,0.017630751866018052
135,0.017630751866442067
136,0.017664498788896258
137,0.017664497849015994
138,0.017664497877213876
139,0.017664497876367896
140,0.017664497876393275
141,0.017664497876392515
142,0.01766449787639254
143,0.017664497876392536
144,0.017664497876392536
145,0.017664497876392536
146,0.017664497876392536
147,0.017664497876392536
148,0.017664497876392536
149,0.017664497876392536
150,0.01764763286984352
151,0.017647633339163873
152,0.01764763332507802
153,0.01764763332550078
154,0.017630751409791666
155,0.017630751880140308
156,0.017630751866018052
157,0.017630751866442067
158,0.0176476337822002
159,0.01764763331178103
160,0.017647633325899865
161,0.017647633325476114
162,0.01764763332548883
163,0.017647633325488448
164,0.01764763332548846
165,0.0175927050138835
166,0.01759270654604028
167,0.017592706499996395
168,0.01759270650138009
169,0.01759270650133851
170,0.017592706501339758
171,0.01759270650133972
172,0.017558814935577607
173,0.01755881588399487
174,0.017558815855470797
175,0.017558815856328673
176,0.017524855582689243
177,0.01752485653531196
178,0.017524856506638656
179,0.01752485650750171
180,0.01752485650747573
181,0.017524856507476507
182,0.017524856507476486
183,0.017558816781391616
184,0.017558815828481195
185,0.0175588158571404
186,0.017558815856278463
187,0.01754184433380802
188,0.017541844809627328
189,0.017541844795311175
190,0.01754184479574191
191,0.01752485604453541
192,0.017524856521410705
193,0.017524856507057075
194,0.017541845258745734
195,0.01754184478179838
196,0.017541844796148474
197,0.017541844795716712
198,0.01752485604453541
199,0.017524856521410705
200,0.017524856507057075
201,0.017541845258745734
202,0.01754184478179838
203,0.017541844796148474
204,0.017541844795716712
205,0.017541844795729705
206,0.017541844795729313
207,0.017541844795729324
208,0.017541844795729324
209,0.01757577066404675
210,0.01757576971324454
211,0.017575769741829023
212,0.017575769740969676
213,0.01754184387297702
214,0.017541844823492518
215,0.017541844794894002
216,0.01754184479575446
217,0.01754184479572857
218,0.017541844795729348
219,0.017541844795729324
220,0.017541844795729324
221,0.017541844795729324
222,0.017541844795729324
223,0.017541844795729324
224,0.017541844795729324
225,0.017541844795729324
226,0.017541844795729324
227,0.017541844795729324
228,0.017541844795729324
229,0.017541844795729324
230,0.017541844795729324
231,0.017541844795729324
232,0.017541844795729324
233,0.017541844795729324
234,0.017541844795729324
235,0.017541844795729324
236,0.017541844795729324
237,0.017541844795729324
238,0.017558816318299992
239,0.01755881584240888
240,0.017558815856721515
241,0.01755881585629106
242,0.017575770201975427
243,0.01757576972713604
244,0.017575769741411396
245,0.017575769740982225
246,0.01757576974099513
247,0.017575769740994743
248,0.017575769740994753
249,0.017592706961309008
250,0.017592706487516877
251,0.017592706501755123
252,0.01761385402231489
253,0.017613853431529543
254,0.017613853449274894
255,0.01761385344874188
256,0.01763075232413901
257,0.017630751852686952
258,0.017630751866842338
259,0.017630751866417327
260,0.017630751866430087
261,0.0176307518664297
262,0.017630751866429713
263,0.017630751866429713
264,0.017613852991122076
265,0.01761385346250336
266,0.017613853448344537
267,0.017613853448769826
268,0.01763075232413901
269,0.017630751852686952
270,0.017630751866842338
271,0.017630751866417327
272,0.017664498788896265
273,0.017664497849015994
274,0.017664497877213876
275,0.017664497876367896
276,0.017664497876393275
277,0.017664497876392515
278,0.01766449787639254
279,0.017664497876392536
280,0.017664497876392536
281,0.017664497876392536
282,0.01764763286984352
283,0.017647633339163873
284,0.01764763332507802
285,0.01764763332550078
286,0.01766449833211092
287,0.01766449786272027
288,0.017664497876802725
289,0.017664497876380233
290,0.017630750954220238
291,0.017630751893818884
292,0.017630751865607346
293,0.01764763378220022
294,0.01764763331178103
295,0.017647633325899865
296,0.017647633325476114
297,0.017630751409791666
298,0.017630751880140308
299,0.017630751866018052
300,0.017630751866442067
301,0.01763075186642934
302,0.017630751866429727
303,0.017630751866429713
304,0.017613852991122076
305,0.01761385346250336
306,0.017613853448344537
307,0.017613853448769826
308,0.017575768707751432
309,0.01757576977205771
310,0.017575769740060893
311,0.01757576974102283
312,0.0175248551219332
313,0.017524856549180408
314,0.017524856506221227
315,0.01752485650751427
316,0.01748656855489009
317,0.017486569631642166
318,0.017486569599203566
319,0.017486569600180822
320,0.017486569600151384
321,0.01748656960015227
322,0.017486569600152244
323,0.017507851520999672
324,0.017507850921979533
325,0.01750785094001682
