Tempo,valor,erro
0,0.2801240200971433,0.0158684812308587
1,0.2840233019767728,0.016003874149927
2,0.2879225838564021,0.0161392670689954
3,0.3621153252398949,0.0177514455429578
4,0.4364307801845249,0.0193690701212702
5,0.5107880499863471,0.0209876048836189
6,0.5851871699470558,0.0226070505984158
7,0.6597210284733263,0.0242308184245826
8,0.7343178644888458,0.0258559582556723
9,0.8089777578467288,0.027482471831336
10,0.8835762534747552,0.0291062585321473
11,0.958622206193435,0.0307439622097605
12,1.1719972843220248,0.0343622947400743
13,1.385553061175917,0.0379836914898916
14,1.599515622876463,0.0416140323816011
15,1.8132076299964823,0.0452356932310146
16,2.026734035024296,0.0488524980885261
17,2.240320783815009,0.0524703250754307
18,2.453621149387549,0.0560812490669858
19,2.667298411725912,0.0597006089224553
20,2.880628921499352,0.0633120432198317
21,2.641181968540844,0.0598482594029307
22,2.401327859551029,0.0563755268873415
23,2.161473750561214,0.0529027943717522
24,1.9216196415713995,0.0494300618561629
25,1.6817655325815843,0.0459573293405736
26,1.4419114235917692,0.0424845968249844
27,1.202057314601954,0.0390118643093951
28,0.962067224379011,0.0355341093048581
29,0.8924371243654331,0.0344992463879559
30,0.8228070243518549,0.0334643834710537
31,0.7530704983209899,0.0324249381717078
32,0.6834502372363387,0.0313902214838457
33,0.6137432525043078,0.0303512160838056
34,0.5441328275684393,0.0293166455836643
35,0.4745224026325704,0.0282820750835231
36,0.4049119776967017,0.0272475045833818
37,0.3353015527608331,0.0262129340832405
38,0.3213974613272831,0.0265086698801589
39,0.3074933698937331,0.0268044056770772
40,0.2935892784601832,0.0271001414739956
41,0.2798498045587266,0.0274120019779598
42,0.2659375294339267,0.0277079118395026
43,0.2520252543091269,0.0280038217010454
44,0.238112979184327,0.0282997315625883
45,0.2242007040595272,0.0285956414241311
46,0.2101647298588834,0.0288745562555058
47,0.2043932473776344,0.0281651419228095
48,0.1986514533735517,0.0274598064933841
49,0.1929096593694689,0.0267544710639588
50,0.1871414292262102,0.0260454563780879
51,0.1814004462099811,0.0253402205723108
52,0.175585062743437,0.0246245506349087
53,0.1697985659360427,0.0239128613468111
54,0.1640153351068097,0.0232015737459086
55,0.1582576918943367,0.0224938605576118
56,0.156260939310226,0.0218793278083401
57,0.1542424256615469,0.0212617953701053
58,0.1522030141303807,0.0206415257723647
59,0.150164752697357,0.0200216059671507
60,0.1481067655814792,0.0193993014371704
61,0.1460916762364379,0.0187828145514053
62,0.1440568592666324,0.0181639423502585
63,0.1420431917771333,0.0175478899461474
64,0.1525865636081193,0.0174741997507594
65,0.1631299354391052,0.0174005095553714
66,0.1736733072700911,0.0173268193599834
67,0.1841907367437892,0.0172506994886111
68,0.19473262380195,0.0171770196706622
69,0.2052745108601108,0.0171033398527133
70,0.2157860098025411,0.0170272621665534
71,0.2262945490099461,0.0169512059016764
72,0.2368334677766644,0.0168775468298399
73,0.2384376090727676,0.0166977874188526
74,0.2400750884133214,0.0165204037886691
75,0.2417125677538752,0.0163430201584856
