Tempo,mp_arSeco
0,0.0173625984790883
1,0.0173454256321542
2,0.0173454261203967
3,0.0173454261056388
4,0.0173454261060849
5,0.0173625989526513
6,0.0173625984643341
7,0.0173625984790883
8,0.0173625984786426
9,0.017362598478656
10,0.0173625984786556
11,0.0173625984786556
12,0.0173625984786556
13,0.0173625984786556
14,0.0173625984786556
15,0.0173625984786556
16,0.0174011724269653
17,0.017401171332181
18,0.0174011713652292
19,0.0174011713642316
20,0.0173797524740871
21,0.0173797530814506
22,0.0173797530631069
23,0.0174182871867651
24,0.0174182860944506
25,0.0174182861274109
26,0.0174182861264164
27,0.0174353837470306
28,0.0174353832633779
29,0.0174353832779661
30,0.0174353832775261
31,0.0174182856570309
32,0.01741828614061
33,0.0174182861260181
34,0.0174011708937941
35,0.0174011713784627
36,0.0174011713638321
37,0.0174011713642737
38,0.0174182865969894
39,0.0174182861122469
40,0.0174182861268739
41,0.0174182861264326
42,0.0174353837470306
43,0.0174353832633779
44,0.0174353832779661
45,0.0174182856570309
46,0.01741828614061
47,0.0174182861260181
48,0.0174182861264584
49,0.0174353837470306
50,0.0174353832633779
51,0.0174353832779661
52,0.0174353832775261
53,0.0174524633397088
54,0.0174524628571412
55,0.0174524628716908
56,0.0174182851887406
57,0.0174182861547405
58,0.0174182861255917
59,0.0174182861264713
60,0.0174353837470306
61,0.0174353832633779
62,0.0174353832779661
63,0.0174353832775261
64,0.0174524633397088
65,0.0174524628571412
66,0.0174524628716908
67,0.0174524628712521
68,0.0174353828091718
69,0.0174353832916661
70,0.0174353832771128
71,0.0174353832775518
72,0.0174353832775386
73,0.017435383277539
74,0.017435383277539
75,0.0174524633397088
76,0.0174524628571412
77,0.0174524628716908
78,0.0174524628712521
79,0.0174524628712654
80,0.017452462871265
81,0.017452462871265
82,0.017452462871265
83,0.017452462871265
84,0.017452462871265
85,0.017452462871265
86,0.017452462871265
87,0.017452462871265
88,0.017452462871265
89,0.017452462871265
90,0.0174865705339909
91,0.0174865695720191
92,0.0174865696009997
93,0.0174524619377315
94,0.0174524628994115
95,0.0174524628704163
96,0.0174524628712906
97,0.017469525428476
98,0.0174695249469887
99,0.0174695249615
100,0.0174695249610626
101,0.017486570066514
102,0.0174865695861024
103,0.0174865696005755
104,0.0174695244947898
105,0.0174695249751285
106,0.0174695249606519
107,0.0174695249610882
108,0.017469524961075
109,0.0174695249610754
110,0.0174695249610754
111,0.0174695249610754
112,0.0174524624039409
113,0.017452462885355
114,0.0174524628708401
115,0.0174865705339909
116,0.0174865695720191
117,0.0174865696009997
118,0.0174865696001267
119,0.0175248575531221
120,0.0175248564760032
121,0.0175248565084238
122,0.0175248565074479
123,0.0175078504755243
124,0.0175078509534601
125,0.0175078509390688
126,0.0175078509395022
127,0.017541845722862
128,0.0175418447678343
129,0.0175418447965686
130,0.017541844795704
131,0.0175248560445354
132,0.0175248565214107
133,0.017524856507057
134,0.0175248565074891
135,0.0175248565074761
136,0.0175248565074765
137,0.0175248565074764
138,0.0175248565074764
139,0.0175248565074764
140,0.0175248565074764
141,0.0175248565074764
142,0.0175248565074764
143,0.0175418452587457
144,0.0175418447817983
145,0.0175418447961484
146,0.0175248560445353
147,0.0175248565214107
148,0.017524856507057
149,0.0175248565074891
150,0.0175418452587457
151,0.0175418447817983
152,0.0175418447961484
153,0.0175418447957167
154,0.0175418447957297
155,0.0175418447957293
156,0.0175418447957293
157,0.0175418447957293
158,0.0175418447957293
159,0.0175418447957293
160,0.0175757706640467
161,0.0175757697132445
162,0.017575769741829
163,0.0175757697409696
164,0.0176138544823772
165,0.0176138534177107
166,0.0176138534496899
167,0.0176138534487294
168,0.0175757687077514
169,0.0175757697720577
170,0.0175757697400608
171,0.017592706961309
172,0.0175927064875168
173,0.0175927065017551
174,0.0175927065013272
175,0.01759270650134
176,0.0175927065013397
177,0.0175927065013397
178,0.0175927065013397
179,0.0175927065013397
180,0.0175927065013397
181,0.0175927065013397
182,0.0175927065013397
183,0.0175927065013397
184,0.0175927065013397
185,0.0175927065013397
186,0.0175927065013397
187,0.0175927065013397
188,0.0175927065013397
189,0.0175927065013397
190,0.0175927065013397
191,0.0175927065013397
192,0.0175927065013397
193,0.0175927065013397
194,0.0175927065013397
195,0.0175927065013397
196,0.0175927065013397
197,0.0175927065013397
198,0.0175927065013397
199,0.0175927065013397
200,0.0175927065013397
201,0.0176138540223148
202,0.0176138534315295
203,0.0176138534492748
204,0.0176307523241389
205,0.0176307518526869
206,0.0176307518668423
