Tempo,P2,P3,P4,P5,P6,P7,P8,P9,P11,P13
0,391.0,362.0,264.0,318.0,238.0,204.0,167.0,150.0,86.0,0.0
1,391.0,363.0,266.0,319.0,238.0,205.0,168.0,151.0,88.0,0.0
2,391.0,363.0,266.0,319.0,238.0,205.0,168.0,151.0,88.0,0.0
3,391.0,363.0,266.0,319.0,238.0,205.0,168.0,151.0,88.0,0.0
4,391.0,363.0,266.0,319.0,238.0,205.0,168.0,151.0,88.0,0.0
5,392.0,364.0,265.0,319.0,239.0,205.0,168.0,151.0,87.0,0.0
6,392.0,364.0,265.0,319.0,239.0,205.0,168.0,151.0,87.0,0.0
7,392.0,364.0,265.0,319.0,239.0,205.0,168.0,151.0,87.0,0.0
8,392.0,363.0,266.0,319.0,239.0,205.0,169.0,151.0,87.0,0.0
9,392.0,363.0,266.0,319.0,239.0,205.0,169.0,151.0,87.0,0.0
10,392.0,363.0,266.0,319.0,239.0,205.0,169.0,151.0,87.0,0.0
11,392.0,363.0,266.0,319.0,239.0,205.0,169.0,151.0,87.0,0.0
12,393.0,363.0,266.0,319.0,239.0,205.0,168.0,151.0,87.0,0.0
13,393.0,363.0,266.0,319.0,239.0,205.0,168.0,151.0,87.0,0.0
14,393.0,363.0,266.0,319.0,239.0,205.0,168.0,151.0,87.0,0.0
15,393.0,363.0,266.0,319.0,239.0,205.0,168.0,151.0,87.0,0.0
16,391.0,362.0,263.0,317.0,238.0,204.0,167.0,149.0,86.0,0.0
17,391.0,362.0,263.0,317.0,238.0,204.0,167.0,149.0,86.0,0.0
18,391.0,362.0,263.0,317.0,238.0,204.0,167.0,149.0,86.0,0.0
19,391.0,362.0,263.0,317.0,238.0,204.0,167.0,149.0,86.0,0.0
20,392.0,363.0,265.0,319.0,238.0,204.0,167.0,150.0,86.0,0.0
21,392.0,363.0,265.0,319.0,238.0,204.0,167.0,150.0,86.0,0.0
22,392.0,363.0,265.0,319.0,238.0,204.0,167.0,150.0,86.0,0.0
23,391.0,362.0,262.0,316.0,236.0,203.0,166.0,148.0,84.0,0.0
24,391.0,362.0,262.0,316.0,236.0,203.0,166.0,148.0,84.0,0.0
25,391.0,362.0,262.0,316.0,236.0,203.0,166.0,148.0,84.0,0.0
26,391.0,362.0,262.0,316.0,236.0,203.0,166.0,148.0,84.0,0.0
27,389.0,360.0,261.0,315.0,236.0,201.0,164.0,146.0,83.0,0.0
28,389.0,360.0,261.0,315.0,236.0,201.0,164.0,146.0,83.0,0.0
29,389.0,360.0,261.0,315.0,236.0,201.0,164.0,146.0,83.0,0.0
30,389.0,360.0,261.0,315.0,236.0,201.0,164.0,146.0,83.0,0.0
31,389.0,359.0,262.0,315.0,235.0,202.0,165.0,147.0,82.0,0.0
32,389.0,359.0,262.0,315.0,235.0,202.0,165.0,147.0,82.0,0.0
33,389.0,359.0,262.0,315.0,235.0,202.0,165.0,147.0,82.0,0.0
34,387.0,359.0,261.0,315.0,234.0,201.0,164.0,146.0,81.0,0.0
35,387.0,359.0,261.0,315.0,234.0,201.0,164.0,146.0,81.0,0.0
36,387.0,359.0,261.0,315.0,234.0,201.0,164.0,146.0,81.0,0.0
37,387.0,359.0,261.0,315.0,234.0,201.0,164.0,146.0,81.0,0.0
38,387.0,360.0,260.0,314.0,234.0,200.0,163.0,144.0,80.0,0.0
39,387.0,360.0,260.0,314.0,234.0,200.0,163.0,144.0,80.0,0.0
40,387.0,360.0,260.0,314.0,234.0,200.0,163.0,144.0,80.0,0.0
41,387.0,360.0,260.0,314.0,234.0,200.0,163.0,144.0,80.0,0.0
42,385.0,356.0,258.0,312.0,232.0,197.0,160.0,142.0,78.0,0.0
43,385.0,356.0,258.0,312.0,232.0,197.0,160.0,142.0,78.0,0.0
44,385.0,356.0,258.0,312.0,232.0,197.0,160.0,142.0,78.0,0.0
45,384.0,355.0,257.0,311.0,231.0,196.0,159.0,142.0,77.0,0.0
46,384.0,355.0,257.0,311.0,231.0,196.0,159.0,142.0,77.0,0.0
47,384.0,355.0,257.0,311.0,231.0,196.0,159.0,142.0,77.0,0.0
48,384.0,355.0,257.0,311.0,231.0,196.0,159.0,142.0,77.0,0.0
49,384.0,355.0,257.0,311.0,231.0,197.0,160.0,142.0,77.0,0.0
50,384.0,355.0,257.0,311.0,231.0,197.0,160.0,142.0,77.0,0.0
51,384.0,355.0,257.0,311.0,231.0,197.0,160.0,142.0,77.0,0.0
52,384.0,355.0,257.0,311.0,231.0,197.0,160.0,142.0,77.0,0.0
53,383.0,354.0,256.0,310.0,230.0,196.0,159.0,140.0,76.0,0.0
54,383.0,354.0,256.0,310.0,230.0,196.0,159.0,140.0,76.0,0.0
55,383.0,354.0,256.0,310.0,230.0,196.0,159.0,140.0,76.0,0.0
56,381.0,354.0,255.0,308.0,228.0,194.0,157.0,139.0,74.0,0.0
57,381.0,354.0,255.0,308.0,228.0,194.0,157.0,139.0,74.0,0.0
58,381.0,354.0,255.0,308.0,228.0,194.0,157.0,139.0,74.0,0.0
59,381.0,354.0,255.0,308.0,228.0,194.0,157.0,139.0,74.0,0.0
60,381.0,352.0,254.0,308.0,225.0,191.0,155.0,136.0,72.0,0.0
61,381.0,352.0,254.0,308.0,225.0,191.0,155.0,136.0,72.0,0.0
62,381.0,352.0,254.0,308.0,225.0,191.0,155.0,136.0,72.0,0.0
63,381.0,352.0,254.0,308.0,225.0,191.0,155.0,136.0,72.0,0.0
64,378.0,350.0,252.0,306.0,226.0,191.0,153.0,135.0,70.0,0.0
65,378.0,350.0,252.0,306.0,226.0,191.0,153.0,135.0,70.0,0.0
66,378.0,350.0,252.0,306.0,226.0,191.0,153.0,135.0,70.0,0.0
67,378.0,350.0,252.0,306.0,226.0,191.0,153.0,135.0,70.0,0.0
68,377.0,348.0,250.0,305.0,223.0,189.0,152.0,133.0,68.0,0.0
69,377.0,348.0,250.0,305.0,223.0,189.0,152.0,133.0,68.0,0.0
70,377.0,348.0,250.0,305.0,223.0,189.0,152.0,133.0,68.0,0.0
71,377.0,348.0,248.0,303.0,223.0,188.0,151.0,132.0,67.0,0.0
72,377.0,348.0,248.0,303.0,223.0,188.0,151.0,132.0,67.0,0.0
73,377.0,348.0,248.0,303.0,223.0,188.0,151.0,132.0,67.0,0.0
74,377.0,348.0,248.0,303.0,223.0,188.0,151.0,132.0,67.0,0.0
75,375.0,346.0,247.0,301.0,221.0,187.0,149.0,130.0,65.0,0.0
76,375.0,346.0,247.0,301.0,221.0,187.0,149.0,130.0,65.0,0.0
77,375.0,346.0,247.0,301.0,221.0,187.0,149.0,130.0,65.0,0.0
78,375.0,346.0,247.0,301.0,221.0,187.0,149.0,130.0,65.0,0.0
79,373.0,343.0,245.0,299.0,218.0,183.0,146.0,128.0,62.0,0.0
80,373.0,343.0,245.0,299.0,218.0,183.0,146.0,128.0,62.0,0.0
81,373.0,343.0,245.0,299.0,218.0,183.0,146.0,128.0,62.0,0.0
82,371.0,342.0,243.0,299.0,217.0,182.0,145.0,127.0,61.0,0.0
83,371.0,342.0,243.0,299.0,217.0,182.0,145.0,127.0,61.0,0.0
84,371.0,342.0,243.0,299.0,217.0,182.0,145.0,127.0,61.0,0.0
85,371.0,342.0,243.0,299.0,217.0,182.0,145.0,127.0,61.0,0.0
86,370.0,342.0,242.0,296.0,215.0,180.0,143.0,125.0,58.0,0.0
87,370.0,342.0,242.0,296.0,215.0,180.0,143.0,125.0,58.0,0.0
88,370.0,342.0,242.0,296.0,215.0,180.0,143.0,125.0,58.0,0.0
89,370.0,342.0,242.0,296.0,215.0,180.0,143.0,125.0,58.0,0.0
90,370.0,340.0,239.0,295.0,214.0,179.0,142.0,123.0,57.0,0.0
91,370.0,340.0,239.0,295.0,214.0,179.0,142.0,123.0,57.0,0.0
92,370.0,340.0,239.0,295.0,214.0,179.0,142.0,123.0,57.0,0.0
93,365.0,338.0,239.0,292.0,210.0,175.0,138.0,120.0,53.0,0.0
94,365.0,338.0,239.0,292.0,210.0,175.0,138.0,120.0,53.0,0.0
95,365.0,338.0,239.0,292.0,210.0,175.0,138.0,120.0,53.0,0.0
96,365.0,338.0,239.0,292.0,210.0,175.0,138.0,120.0,53.0,0.0
97,365.0,335.0,234.0,290.0,208.0,174.0,136.0,118.0,51.0,0.0
98,365.0,335.0,234.0,290.0,208.0,174.0,136.0,118.0,51.0,0.0
99,365.0,335.0,234.0,290.0,208.0,174.0,136.0,118.0,51.0,0.0
100,365.0,335.0,234.0,290.0,208.0,174.0,136.0,118.0,51.0,0.0
101,362.0,333.0,232.0,288.0,207.0,172.0,134.0,115.0,48.0,0.0
102,362.0,333.0,232.0,288.0,207.0,172.0,134.0,115.0,48.0,0.0
103,362.0,333.0,232.0,288.0,207.0,172.0,134.0,115.0,48.0,0.0
104,359.0,330.0,231.0,286.0,204.0,169.0,131.0,113.0,45.0,0.0
105,359.0,330.0,231.0,286.0,204.0,169.0,131.0,113.0,45.0,0.0
106,359.0,330.0,231.0,286.0,204.0,169.0,131.0,113.0,45.0,0.0
107,359.0,330.0,231.0,286.0,204.0,169.0,131.0,113.0,45.0,0.0
108,358.0,329.0,229.0,284.0,202.0,167.0,129.0,111.0,43.0,0.0
109,358.0,329.0,229.0,284.0,202.0,167.0,129.0,111.0,43.0,0.0
110,358.0,329.0,229.0,284.0,202.0,167.0,129.0,111.0,43.0,0.0
111,358.0,329.0,229.0,284.0,202.0,167.0,129.0,111.0,43.0,0.0
112,356.0,328.0,228.0,282.0,202.0,166.0,128.0,110.0,42.0,0.0
113,356.0,328.0,228.0,282.0,202.0,166.0,128.0,110.0,42.0,0.0
114,356.0,328.0,228.0,282.0,202.0,166.0,128.0,110.0,42.0,0.0
115,355.0,325.0,227.0,281.0,198.0,163.0,125.0,107.0,39.0,0.0
116,355.0,325.0,227.0,281.0,198.0,163.0,125.0,107.0,39.0,0.0
117,355.0,325.0,227.0,281.0,198.0,163.0,125.0,107.0,39.0,0.0
118,355.0,325.0,227.0,281.0,198.0,163.0,125.0,107.0,39.0,0.0
119,354.0,324.0,224.0,279.0,198.0,163.0,124.0,106.0,39.0,0.0
120,354.0,324.0,224.0,279.0,198.0,163.0,124.0,106.0,39.0,0.0
121,354.0,324.0,224.0,279.0,198.0,163.0,124.0,106.0,39.0,0.0
122,354.0,324.0,224.0,279.0,198.0,163.0,124.0,106.0,39.0,0.0
123,350.0,321.0,223.0,277.0,195.0,160.0,122.0,104.0,36.0,0.0
124,350.0,321.0,223.0,277.0,195.0,160.0,122.0,104.0,36.0,0.0
125,350.0,321.0,223.0,277.0,195.0,160.0,122.0,104.0,36.0,0.0
126,350.0,321.0,223.0,277.0,195.0,160.0,122.0,104.0,36.0,0.0
127,350.0,320.0,220.0,275.0,194.0,158.0,119.0,101.0,34.0,0.0
128,350.0,320.0,220.0,275.0,194.0,158.0,119.0,101.0,34.0,0.0
129,350.0,320.0,220.0,275.0,194.0,158.0,119.0,101.0,34.0,0.0
130,350.0,320.0,220.0,275.0,194.0,158.0,119.0,101.0,34.0,0.0
131,347.0,317.0,217.0,273.0,191.0,155.0,117.0,99.0,31.0,0.0
132,347.0,317.0,217.0,273.0,191.0,155.0,117.0,99.0,31.0,0.0
133,347.0,317.0,217.0,273.0,191.0,155.0,117.0,99.0,31.0,0.0
134,347.0,317.0,217.0,273.0,191.0,155.0,117.0,99.0,31.0,0.0
135,343.0,315.0,215.0,271.0,188.0,152.0,114.0,96.0,28.0,0.0
136,343.0,315.0,215.0,271.0,188.0,152.0,114.0,96.0,28.0,0.0
137,343.0,315.0,215.0,271.0,188.0,152.0,114.0,96.0,28.0,0.0
138,343.0,315.0,215.0,271.0,188.0,152.0,114.0,96.0,28.0,0.0
139,344.0,314.0,213.0,269.0,188.0,153.0,114.0,95.0,29.0,0.0
140,344.0,314.0,213.0,269.0,188.0,153.0,114.0,95.0,29.0,0.0
141,344.0,314.0,213.0,269.0,188.0,153.0,114.0,95.0,29.0,0.0
142,344.0,314.0,213.0,269.0,188.0,153.0,114.0,95.0,29.0,0.0
143,342.0,312.0,214.0,269.0,186.0,150.0,112.0,94.0,27.0,0.0
144,342.0,312.0,214.0,269.0,186.0,150.0,112.0,94.0,27.0,0.0
145,342.0,312.0,214.0,269.0,186.0,150.0,112.0,94.0,27.0,0.0
146,340.0,311.0,210.0,264.0,184.0,148.0,109.0,90.0,24.0,0.0
147,340.0,311.0,210.0,264.0,184.0,148.0,109.0,90.0,24.0,0.0
148,340.0,311.0,210.0,264.0,184.0,148.0,109.0,90.0,24.0,0.0
149,340.0,311.0,210.0,264.0,184.0,148.0,109.0,90.0,24.0,0.0
150,337.0,309.0,209.0,263.0,181.0,146.0,106.0,88.0,22.0,0.0
151,337.0,309.0,209.0,263.0,181.0,146.0,106.0,88.0,22.0,0.0
152,337.0,309.0,209.0,263.0,181.0,146.0,106.0,88.0,22.0,0.0
153,336.0,308.0,207.0,262.0,180.0,144.0,105.0,87.0,21.0,0.0
154,336.0,308.0,207.0,262.0,180.0,144.0,105.0,87.0,21.0,0.0
155,336.0,308.0,207.0,262.0,180.0,144.0,105.0,87.0,21.0,0.0
156,336.0,308.0,207.0,262.0,180.0,144.0,105.0,87.0,21.0,0.0
157,333.0,302.0,203.0,259.0,175.0,140.0,101.0,84.0,16.0,0.0
158,333.0,302.0,203.0,259.0,175.0,140.0,101.0,84.0,16.0,0.0
159,333.0,302.0,203.0,259.0,175.0,140.0,101.0,84.0,16.0,0.0
160,332.0,304.0,202.0,258.0,176.0,139.0,101.0,83.0,16.0,0.0
161,332.0,304.0,202.0,258.0,176.0,139.0,101.0,83.0,16.0,0.0
162,332.0,304.0,202.0,258.0,176.0,139.0,101.0,83.0,16.0,0.0
163,332.0,304.0,202.0,258.0,176.0,139.0,101.0,83.0,16.0,0.0
164,331.0,300.0,200.0,256.0,173.0,137.0,98.0,80.0,14.0,0.0
165,331.0,300.0,200.0,256.0,173.0,137.0,98.0,80.0,14.0,0.0
166,331.0,300.0,200.0,256.0,173.0,137.0,98.0,80.0,14.0,0.0
167,331.0,300.0,200.0,256.0,173.0,137.0,98.0,80.0,14.0,0.0
168,330.0,300.0,200.0,256.0,173.0,137.0,98.0,80.0,14.0,0.0
169,330.0,300.0,200.0,256.0,173.0,137.0,98.0,80.0,14.0,0.0
170,330.0,300.0,200.0,256.0,173.0,137.0,98.0,80.0,14.0,0.0
171,327.0,298.0,197.0,252.0,171.0,135.0,96.0,78.0,12.0,0.0
172,327.0,298.0,197.0,252.0,171.0,135.0,96.0,78.0,12.0,0.0
173,327.0,298.0,197.0,252.0,171.0,135.0,96.0,78.0,12.0,0.0
174,327.0,298.0,197.0,252.0,171.0,135.0,96.0,78.0,12.0,0.0
175,327.0,298.0,197.0,253.0,171.0,134.0,95.0,77.0,13.0,0.0
176,327.0,298.0,197.0,253.0,171.0,134.0,95.0,77.0,13.0,0.0
177,327.0,298.0,197.0,253.0,171.0,134.0,95.0,77.0,13.0,0.0
178,327.0,298.0,197.0,253.0,171.0,134.0,95.0,77.0,13.0,0.0
179,325.0,296.0,195.0,251.0,171.0,133.0,93.0,75.0,11.0,0.0
180,325.0,296.0,195.0,251.0,171.0,133.0,93.0,75.0,11.0,0.0
181,325.0,296.0,195.0,251.0,171.0,133.0,93.0,75.0,11.0,0.0
182,324.0,296.0,194.0,249.0,167.0,131.0,92.0,74.0,10.0,0.0
183,324.0,296.0,194.0,249.0,167.0,131.0,92.0,74.0,10.0,0.0
184,324.0,296.0,194.0,249.0,167.0,131.0,92.0,74.0,10.0,0.0
185,324.0,296.0,194.0,249.0,167.0,131.0,92.0,74.0,10.0,0.0
186,322.0,292.0,192.0,247.0,164.0,127.0,89.0,71.0,6.0,0.0
187,322.0,292.0,192.0,247.0,164.0,127.0,89.0,71.0,6.0,0.0
188,322.0,292.0,192.0,247.0,164.0,127.0,89.0,71.0,6.0,0.0
189,322.0,292.0,192.0,247.0,164.0,127.0,89.0,71.0,6.0,0.0
190,320.0,291.0,190.0,246.0,163.0,126.0,88.0,70.0,6.0,0.0
191,320.0,291.0,190.0,246.0,163.0,126.0,88.0,70.0,6.0,0.0
192,320.0,291.0,190.0,246.0,163.0,126.0,88.0,70.0,6.0,0.0
193,320.0,289.0,189.0,245.0,163.0,126.0,86.0,68.0,6.0,0.0
194,320.0,289.0,189.0,245.0,163.0,126.0,86.0,68.0,6.0,0.0
195,320.0,289.0,189.0,245.0,163.0,126.0,86.0,68.0,6.0,0.0
196,320.0,289.0,189.0,245.0,163.0,126.0,86.0,68.0,6.0,0.0
197,318.0,289.0,189.0,245.0,162.0,124.0,86.0,68.0,5.0,0.0
198,318.0,289.0,189.0,245.0,162.0,124.0,86.0,68.0,5.0,0.0
199,318.0,289.0,189.0,245.0,162.0,124.0,86.0,68.0,5.0,0.0
200,318.0,289.0,189.0,245.0,162.0,124.0,86.0,68.0,5.0,0.0
201,314.0,285.0,185.0,241.0,157.0,120.0,82.0,64.0,1.0,0.0
202,314.0,285.0,185.0,241.0,157.0,120.0,82.0,64.0,1.0,0.0
203,314.0,285.0,185.0,241.0,157.0,120.0,82.0,64.0,1.0,0.0
204,315.0,286.0,185.0,239.0,157.0,121.0,82.0,63.0,2.0,0.0
205,315.0,286.0,185.0,239.0,157.0,121.0,82.0,63.0,2.0,0.0
206,315.0,286.0,185.0,239.0,157.0,121.0,82.0,63.0,2.0,0.0
207,315.0,286.0,185.0,239.0,157.0,121.0,82.0,63.0,2.0,0.0
208,314.0,283.0,182.0,239.0,156.0,119.0,81.0,62.0,2.0,0.0
209,314.0,283.0,182.0,239.0,156.0,119.0,81.0,62.0,2.0,0.0
210,314.0,283.0,182.0,239.0,156.0,119.0,81.0,62.0,2.0,0.0
211,314.0,283.0,182.0,239.0,156.0,119.0,81.0,62.0,2.0,0.0
212,313.0,285.0,183.0,238.0,155.0,118.0,79.0,61.0,1.0,0.0
213,313.0,285.0,183.0,238.0,155.0,118.0,79.0,61.0,1.0,0.0
214,313.0,285.0,183.0,238.0,155.0,118.0,79.0,61.0,1.0,0.0
215,312.0,283.0,180.0,237.0,155.0,117.0,78.0,60.0,2.0,0.0
216,312.0,283.0,180.0,237.0,155.0,117.0,78.0,60.0,2.0,0.0
217,312.0,283.0,180.0,237.0,155.0,117.0,78.0,60.0,2.0,0.0
218,312.0,283.0,180.0,237.0,155.0,117.0,78.0,60.0,2.0,0.0
219,310.0,279.0,177.0,233.0,154.0,114.0,76.0,57.0,1.0,0.0
220,310.0,279.0,177.0,233.0,154.0,114.0,76.0,57.0,1.0,0.0
221,310.0,279.0,177.0,233.0,154.0,114.0,76.0,57.0,1.0,0.0
222,306.0,277.0,176.0,232.0,149.0,110.0,72.0,54.0,-3.0,0.0
223,306.0,277.0,176.0,232.0,149.0,110.0,72.0,54.0,-3.0,0.0
224,306.0,277.0,176.0,232.0,149.0,110.0,72.0,54.0,-3.0,0.0
225,306.0,277.0,176.0,232.0,149.0,110.0,72.0,54.0,-3.0,0.0
226,304.0,276.0,174.0,230.0,147.0,108.0,70.0,52.0,-2.0,0.0
227,304.0,276.0,174.0,230.0,147.0,108.0,70.0,52.0,-2.0,0.0
228,304.0,276.0,174.0,230.0,147.0,108.0,70.0,52.0,-2.0,0.0
229,304.0,276.0,174.0,230.0,147.0,108.0,70.0,52.0,-2.0,0.0
230,301.0,272.0,172.0,227.0,145.0,106.0,68.0,50.0,-3.0,0.0
231,301.0,272.0,172.0,227.0,145.0,106.0,68.0,50.0,-3.0,0.0
232,301.0,272.0,172.0,227.0,145.0,106.0,68.0,50.0,-3.0,0.0
233,301.0,272.0,172.0,227.0,145.0,106.0,68.0,50.0,-3.0,0.0
234,302.0,273.0,172.0,227.0,145.0,106.0,67.0,50.0,1.0,0.0
235,302.0,273.0,172.0,227.0,145.0,106.0,67.0,50.0,1.0,0.0
236,302.0,273.0,172.0,227.0,145.0,106.0,67.0,50.0,1.0,0.0
237,299.0,270.0,169.0,222.0,141.0,102.0,63.0,46.0,-3.0,0.0
238,299.0,270.0,169.0,222.0,141.0,102.0,63.0,46.0,-3.0,0.0
239,299.0,270.0,169.0,222.0,141.0,102.0,63.0,46.0,-3.0,0.0
240,299.0,270.0,169.0,222.0,141.0,102.0,63.0,46.0,-3.0,0.0
241,297.0,267.0,167.0,223.0,141.0,102.0,63.0,46.0,-1.0,0.0
242,297.0,267.0,167.0,223.0,141.0,102.0,63.0,46.0,-1.0,0.0
