Time,Carbon Monoxide stde
0,0.015868481230858718
1,0.01600387414992709
2,0.01613926706899546
3,0.017751445542957805
4,0.019369070121270274
5,0.020987604883618942
6,0.02260705059841581
7,0.02423081842458267
8,0.025855958255672357
9,0.027482471831336088
10,0.02910625853214736
11,0.03074396220976051
12,0.03436229474007436
13,0.037983691489891655
14,0.04161403238160114
15,0.04523569323101469
16,0.048852498088526174
17,0.052470325075430764
18,0.05608124906698584
19,0.059700608922455364
20,0.06331204321983173
21,0.05984825940293079
22,0.05637552688734151
23,0.05290279437175224
24,0.049430061856162964
25,0.04595732934057369
26,0.042484596824984414
27,0.039011864309395135
28,0.03553410930485818
29,0.03449924638795598
30,0.03346438347105377
31,0.03242493817170785
32,0.031390221483845765
33,0.030351216083805668
34,0.02931664558366438
35,0.028282075083523102
36,0.027247504583381817
37,0.026212934083240536
38,0.026508669880158903
39,0.026804405677077276
40,0.02710014147399565
41,0.027412001977959875
42,0.027707911839502688
43,0.028003821701045494
44,0.028299731562588304
45,0.028595641424131117
46,0.02887455625550588
47,0.028165141922809528
48,0.02745980649338419
49,0.02675447106395885
50,0.026045456378087962
51,0.025340220572310848
52,0.024624550634908773
53,0.02391286134681113
54,0.023201573745908692
55,0.022493860557611874
56,0.021879327808340118
57,0.0212617953701053
58,0.02064152577236472
59,0.020021605967150715
60,0.019399301437170488
61,0.018782814551405316
62,0.018163942350258526
63,0.017547889946147473
64,0.017474199750759457
65,0.017400509555371445
66,0.017326819359983432
67,0.017250699488611104
68,0.01717701967066224
69,0.01710333985271337
70,0.017027262166553467
71,0.016951205901676453
72,0.01687754682983992
73,0.016697787418852677
74,0.01652040378866919
75,0.016343020158485693
76,0.0161656365283022
77,0.015988252898118706
78,0.01580419519901671
79,0.01562688644584047
80,0.01544957769266423
81,0.015270120336654643
82,0.015447298965133952
83,0.01562662559197262
84,0.015805952218811283
85,0.01598527884564995
86,0.016164605472488616
87,0.01634393209932728
88,0.01652325872616595
89,0.016702585353004614
90,0.016881911979843282
91,0.016512880111237065
92,0.016143848242630855
93,0.015774816374024638
94,0.015403617728413446
95,0.015032523484052599
96,0.014661533596903326
97,0.01429265739415845
98,0.013921823679647595
99,0.013552999336343565
100,0.0133846205661682
101,0.013216289126638006
102,0.013048004997799078
103,0.012881578132749729
104,0.012715151267700375
105,0.012548724402651028
106,0.012382297537601677
107,0.012212438284052033
108,0.012241010038725422
109,0.012271297264431831
110,0.012301584490138238
111,0.012331871715844649
112,0.012362158941551054
113,0.012392446167257464
114,0.012422733392963872
115,0.01245302061867028
116,0.01248330784437669
117,0.012594574704808176
118,0.012705841565239665
119,0.012817108425671152
120,0.01292837528610264
121,0.01304731703890996
122,0.013158649388959123
123,0.013269981739008287
124,0.013381314089057452
125,0.013492646439106614
126,0.01366019454979632
127,0.01382774266048602
128,0.013995290771175726
129,0.01416283888186543
130,0.014330386992555136
131,0.014499971902219726
132,0.01466754355155943
133,0.014839284710511526
134,0.015006903456998316
135,0.015531029515108926
136,0.016053046380885453
137,0.01657972374525517
138,0.017104292041619795
139,0.017631487341772153
140,0.018158979319077104
141,0.01868413887716336
142,0.019206743351625158
143,0.01934806763285024
144,0.019503112972871488
145,0.019644536750211206
146,0.019785960527550925
147,0.019927384304890636
148,0.020068808082230355
149,0.020213077970238934
150,0.02035452166361545
151,0.020498852112676054
152,0.02107373122065728
153,0.021648610328638497
154,0.02222661994647133
155,0.022811219936114242
156,0.023393016398834697
157,0.023968381731040315
158,0.024543747063245934
159,0.025119112395451552
160,0.025694477727657178
161,0.025040049102527957
162,0.024392497414927612
163,0.023737884235758597
164,0.023083271056589583
165,0.022428657877420564
166,0.02177404469825155
167,0.02111943151908253
168,0.02046481833991352
169,0.019804620101494225
170,0.019552810033126585
171,0.019300999964758953
172,0.01904918989639132
173,0.018797379828023684
174,0.018545569759656048
175,0.018288603614712514
176,0.018036864518742958
177,0.017782619416654922
178,0.017906098821098115
179,0.01802957822554131
180,0.0181530576299845
181,0.018276537034427692
182,0.018400016438870882
183,0.018523495843314076
184,0.01864434817319433
185,0.018767810181271723
186,0.018891272189349117
187,0.018608018690711003
188,0.018324765192072885
189,0.018038970277503872
190,0.0177532558685446
191,0.017467621931183404
192,0.017182068431427767
193,0.01689897446728621
194,0.01661588050314465
195,0.016332786539003098
196,0.016500130245001406
197,0.01666747395099972
