Time,Nitric Oxide stde
0,21.162840348933056
1,21.401886117106763
2,21.640931885280473
3,22.72516766387421
4,23.816099941818948
5,24.907646051401287
6,25.99980651084128
7,27.096395546971603
8,28.193911147559994
9,29.292354487455736
10,30.387443805678977
11,31.496470221158553
12,32.202148977974375
13,32.90842534559343
14,33.62004733670053
15,34.32277395236948
16,35.020949198427616
17,35.719321752736704
18,36.41274574844774
19,37.11141369126792
20,37.804935683586606
21,37.74723673768447
22,37.68419433797547
23,37.62115193826647
24,37.558109538557474
25,37.49506713884847
26,37.43202473913947
27,37.36898233943047
28,37.3006677605327
29,37.240525563489946
30,37.180383366447195
31,37.11499597494783
32,37.05486227616664
33,36.989501856761365
34,36.92937665384041
35,36.86925145091944
36,36.80912624799849
37,36.74900104507755
38,36.8039748107918
39,36.858948576506045
40,36.9139223422203
41,36.99065531694452
42,37.04566143920129
43,37.10066756145804
44,37.1556736837148
45,37.21067980597156
46,37.24376493650583
47,36.71712561733268
48,36.19574746003784
49,35.67436930274299
50,35.14802603370445
51,34.62672151739226
52,34.09097167409955
53,33.56041162909765
54,33.03015103946192
55,32.50477489294251
56,31.61426532908769
57,30.71942176103408
58,29.820624605185117
59,28.92233431365639
60,28.020601113044222
61,27.127272609491165
62,26.23050034102773
63,25.337801427091964
64,24.983233124136984
65,24.628664821181996
66,24.274096518227015
67,23.916159742068913
68,23.56164137127883
69,23.207123000488746
70,22.84938685940442
71,22.491751446502864
72,22.1373328978642
73,21.83771213538907
74,21.54120755153131
75,21.244702967673554
76,20.9481983838158
77,20.651693799958046
78,20.346596903218867
79,20.050217479590682
80,19.753838055962497
81,19.454721229600455
82,19.708414527014916
83,19.964844457040098
84,20.221274387065282
85,20.47770431709046
86,20.73413424711564
87,20.990564177140826
88,21.246994107166007
89,21.503424037191184
90,21.759853967216372
91,21.151400491368303
92,20.542947015520234
93,19.93449353967216
94,19.323321914729323
95,18.712322184491853
96,18.101494276450737
97,17.493297459830387
98,16.882726806482474
99,16.274615494827202
100,15.861807640846964
101,15.449115825616966
102,15.036540000216993
103,14.626135214140461
104,14.215730428063933
105,13.805325641987404
106,13.394920855910874
107,12.980867709039224
108,13.146683372168928
109,13.31432244697289
110,13.481961521776853
111,13.649600596580814
112,13.817239671384778
113,13.984878746188741
114,14.152517820992705
115,14.320156895796664
116,14.487795970600628
117,14.696715706931741
118,14.90563544326285
119,15.11455517959396
120,15.323474915925072
121,15.541536732687172
122,15.750579435313949
123,15.959622137940721
124,16.168664840567494
125,16.377707543194266
126,16.817616004120428
127,17.25752446504659
128,17.69743292597275
129,18.13734138689891
130,18.577249847825065
131,19.019830008429338
132,19.45980027161188
133,19.905363500093685
134,20.345457419898818
135,21.269649508081518
136,22.19098208011244
137,23.118813264445386
138,24.043785151856014
139,24.972529008438816
140,25.901795512099046
141,26.827809729843814
142,27.750179400590966
143,27.889522067445238
144,28.048597812822674
145,28.188038580681493
146,28.327479348540308
147,28.466920116399137
148,28.606360884257953
149,28.74984978641506
150,28.889310191052903
151,29.032859154929575
152,29.528849765258215
153,30.02484037558685
154,30.52513030004226
155,31.034305712138295
156,31.539465275819943
157,32.03587538765154
158,32.53228549948313
159,33.028695611314724
160,33.52510572314632
161,33.177035757917494
162,32.83822382026697
163,32.4900556965595
164,32.14188757285204
165,31.793719449144568
166,31.445551325437105
167,31.097383201729638
168,30.74921507802218
169,30.392476036086826
170,30.050786756413867
171,29.70909747674091
172,29.36740819706794
173,29.025718917394975
174,28.68402963772202
175,28.334352099774517
176,27.992759124859077
177,27.647269973228124
178,27.668325818420925
179,27.68938166361373
180,27.710437508806535
181,27.731493353999337
182,27.752549199192146
183,27.77360504438495
184,27.790745045552743
185,27.811797924297927
186,27.83285080304311
187,27.336089978397677
188,26.83932915375224
189,26.33885758557543
190,25.838526995305166
191,25.338337323381687
192,24.83828851027879
193,24.34180747207359
194,23.84532643386839
195,23.348845395663187
196,23.749737163240397
197,24.15062893081761
198,24.551520698394818
199,24.952412465972024
200,25.353304233549235
201,25.75419600112644
202,26.15508776870365
203,26.555979536280855
204,26.956871303858065
205,26.742892407068428
206,26.528913510278795
207,26.314934613489154
208,26.10095571669952
209,25.886976819909883
210,25.672997923120242
211,25.459019026330612
212,25.24504012954097
213,25.449024922557022
214,25.65300971557307
215,25.85699450858913
216,26.060979301605176
217,26.264964094621227
218,26.46894888763728
219,26.67293368065333
220,26.876918473669384
221,27.080903266685436
222,26.86814395006101
223,26.65538463343659
224,26.442625316812162
225,26.229866000187737
226,26.017106683563313
227,25.804347366938888
228,25.59158805031446
229,25.378828733690035
230,25.166069417065614
231,24.417883460058196
232,23.66969750305078
233,22.915058417792793
234,22.167083098723722
235,21.419107779654652
236,20.66240678204587
237,19.911945460513977
238,19.164391061714504
239,18.414246026164015
240,17.997017112048756
241,17.582378105954053
242,17.16532484882576
243,16.750744152252377
244,16.336163455678996
245,15.91710600309293
246,15.502641876376591
247,15.08817774966025
248,14.673713622943907
249,14.496218631379168
250,14.318723639814428
251,14.135266916104555
252,13.957846753794266
253,13.780426591483982
254,13.603006429173693
255,13.425586266863407
256,13.248166104553121
257,13.685387389919432
258,14.12260867528574
259,14.559829960652051
260,14.997051246018366
261,15.434272531384673
262,15.871493816750984
263,16.308715102117297
264,16.745936387483606
265,17.183157672849916
266,16.932818062581976
267,16.682478452314037
268,16.432138842046093
269,16.181799231778154
270,15.93145962151021
271,15.681120011242273
272,15.43078040097433
273,15.18044079070639
274,14.930101180438449
275,14.954703016676035
276,14.979304852913623
277,15.00390668915121
278,15.028508525388796
279,15.053110361626382
280,15.077712197863967
281,15.102314034101553
282,15.126915870339142
283,15.151517706576728
284,15.674133115514334
285,16.196748524451937
286,16.719363933389545
287,17.24197934232715
288,17.764594751264756
289,18.289780393534787
290,18.81246925509487
291,19.335158116654952
292,20.02324031116735
293,20.705885936548103
294,21.391538948256464
295,22.080489920300046
296,22.766625638861537
297,23.452954417557685
298,24.13947633788284
299,24.822698278692364
300,25.516691300675674
301,25.331419553177508
302,25.138962029475262
303,24.946504505773017
304,24.754046982070772
305,24.561589458368534
306,24.369131934666285
307,24.176674410964047
308,23.9842168872618
309,23.791759363559553
310,24.073066272411523
311,24.35437318126349
312,24.635680090115454
313,24.916986998967424
314,25.198293907819387
315,25.479600816671358
316,25.76816431924883
317,26.049550469483574
318,26.330936619718308
319,25.982673855633802
320,25.634411091549296
321,25.28614832746479
322,24.93788556338028
323,24.589622799295775
324,24.241360035211265
325,23.893097271126763
326,23.544834507042253
327,23.198532863849763
328,22.85223122065728
329,22.50592957746479
330,22.159627934272297
331,21.813326291079814
332,21.467024647887325
333,21.12072300469483
334,20.774421361502345
335,20.42811971830986
336,19.85311737089202
337,19.27268609781282
338,18.69521329015909
339,18.12045379886433
340,17.54322447447447
341,16.961383143379766
342,16.384641718251736
343,15.819586700155584
344,15.242749207715159
345,15.097148535824514
346,14.949444973938943
347,14.80178295432925
348,14.656223233267431
349,14.510663512205614
350,14.363083950903194
351,14.217544696618804
352,14.072005442334413
353,13.926466188050021
354,14.360036837077349
355,14.793607486104676
356,15.227178135132004
357,15.660748784159331
358,16.09431943318666
359,16.527890082213986
360,16.961460731241313
361,17.39503138026864
362,17.828602029295965
363,17.803859470892192
364,17.779116912488416
365,17.75437435408464
366,17.729631795680866
367,17.70488923727709
368,17.68014667887332
369,17.65540412046954
370,17.630661562065765
371,17.554906959240387
372,17.479152356415
373,17.40339775358962
374,17.327643150764242
375,17.251888547938854
376,17.176133945113474
377,17.100379342288097
378,17.02462473946271
379,16.948870136637332
380,16.99070786533117
381,17.03254559402501
382,17.074383322718848
383,17.116221051412687
384,17.15805878010653
385,17.199896508800368
386,17.24173423749421
387,17.28357196618805
388,17.32540969488189
389,17.09424525243168
390,16.86308080998147
391,16.629578125387653
392,16.398446181804655
393,16.167314238221653
394,15.93618229463865
395,15.705050351055652
396,15.473918407472649
397,15.242786463889647
398,14.985193547336692
399,14.727600630783737
400,14.470007714230782
401,14.212414797677823
402,13.954821881124868
403,13.695303573938713
404,13.437746866679623
405,13.180190159420528
406,12.867603150374574
407,12.553251557190693
408,12.240708481666735
409,11.928165406142778
410,11.613990005951791
411,11.301490851602022
412,10.988991697252256
413,10.67199338885997
414,10.359625923997918
415,10.294137571577304
416,10.227212611120292
417,10.161733456501985
418,10.096254301883675
419,10.030775147265366
420,9.963896568971641
421,9.898426609572352
422,9.83295665017306
423,9.767486690773769
424,9.783502519267783
425,9.7995183477618
426,9.815534176255813
427,9.831550004749829
428,9.847565833243845
429,9.863581661737859
430,9.879597490231875
431,9.89561331872589
432,9.911629147219903
433,9.737191194047648
434,9.564144932696118
435,9.39109867134459
436,9.218052409993062
437,9.045006148641532
438,8.871959887290005
439,8.698913625938474
440,8.525867364586947
441,8.44873213179543
442,8.371596899003913
443,8.294461666212399
444,8.217326433420881
445,8.13904839686682
446,8.060792336179277
447,7.983678758422235
448,7.906565180665191
449,7.829451602908147
450,7.758416135185123
451,7.687380667462099
452,7.616345199739077
453,7.545309732016051
454,7.474274264293027
455,7.397848070175438
456,7.326864327485381
457,7.255880584795321
458,7.184896842105262
459,7.110143976608187
460,7.035391111111112
461,6.960638245614035
462,6.885885380116959
463,6.8111325146198824
464,6.7363796491228065
465,6.661626783625731
466,6.5868739181286555
467,6.512121052631579
468,6.599074736842106
469,6.686028421052631
470,6.772982105263158
471,6.859935789473684
472,6.94688947368421
473,7.033843157894737
474,7.120796842105261
475,7.207750526315789
476,7.294704210526316
477,7.336126184210526
478,7.377548157894737
479,7.418970131578948
480,7.460392105263158
481,7.501814078947369
482,7.5432360526315785
483,7.584658026315789
484,7.626080000000001
485,7.5869259649122816
486,7.547771929824562
487,7.508617894736841
488,7.469463859649123
489,7.430309824561403
490,7.391155789473685
491,7.352001754385965
492,7.3128477192982455
493,7.273693684210526
494,7.1912134502923974
495,7.108733216374269
