Time,Acetileno stde
0,0.005505500718719937
1,0.0055277065905977195
2,0.005549912462475501
3,0.005886358023695914
4,0.006224553775771313
5,0.006562939819450077
6,0.006901516315383618
7,0.007241302608444844
8,0.007581376004415287
9,0.007921736867330761
10,0.008261221189582092
11,0.008604535726728995
12,0.008967892281348207
13,0.009331556547940278
14,0.009696898149148094
15,0.010059809781901179
16,0.010421453955642729
17,0.010783200332061609
18,0.0111434741277322
19,0.011505373665053923
20,0.011865698375619326
21,0.011587374099537518
22,0.011307372692943254
23,0.011027371286348992
24,0.010747369879754727
25,0.010467368473160467
26,0.010187367066566201
27,0.009907365659971938
28,0.009626003687485452
29,0.009512497266512597
30,0.009398990845539742
31,0.009284172359507601
32,0.009170681977311199
33,0.009055911969288987
34,0.008942437621337035
35,0.008828963273385082
36,0.008715488925433132
37,0.008602014577481177
38,0.00861619644410463
39,0.008630378310728078
40,0.008644560177351528
41,0.008663838419515872
42,0.008678028633323915
43,0.008692218847131958
44,0.008706409060940003
45,0.008720599274748046
46,0.008729651377092234
47,0.00863581202105648
48,0.008543205840805031
49,0.008450599660553584
50,0.00835681297274842
51,0.008264219872465934
52,0.008168165685028777
53,0.008073332166133922
54,0.007978552172577792
55,0.007884937936943967
56,0.007687396853759669
57,0.0074887992244094
58,0.007289229516884493
59,0.007089772353957091
60,0.006889456610626742
61,0.006691195281301543
62,0.006492075181544831
63,0.0062939535938276725
64,0.006245816668116543
65,0.006197679742405413
66,0.006149542816694283
67,0.006100546659059343
68,0.006052416512242131
69,0.006004286365424919
70,0.005955317559607621
71,0.005906362541994132
72,0.005858245947238533
73,0.005800530875314653
74,0.005743640443867581
75,0.005686750012420509
76,0.005629859580973437
77,0.005572969149526364
78,0.0055137502762396635
79,0.005456883859326761
80,0.005400017442413858
81,0.0053423993160150954
82,0.005383349020159478
83,0.005425050222308645
84,0.005466751424457812
85,0.0055084526266069795
86,0.005550153828756147
87,0.0055918550309053145
88,0.005633556233054481
89,0.0056752574352036496
90,0.005716958637352817
91,0.005610516270248429
92,0.0055040739031440395
93,0.005397631536039651
94,0.005290444979178732
95,0.005183288569007971
96,0.005076162292810825
97,0.004969764825467589
98,0.004862683628705244
99,0.004756301119532589
100,0.004672426133328649
101,0.004588574724070936
102,0.00450474688181976
103,0.004421563864571968
104,0.0043383808473241746
105,0.004255197830076382
106,0.004172014812828589
107,0.004087682924607045
108,0.004103952191043576
109,0.0041207956508955606
110,0.004137639110747543
111,0.004154482570599528
112,0.0041713260304515115
113,0.004188169490303496
114,0.0042050129501554805
115,0.004221856410007463
116,0.004238699869859448
117,0.004276619443687013
118,0.0043145390175145775
119,0.004352458591342142
120,0.004390378165169706
121,0.004430904153205038
122,0.004468846045792949
123,0.004506787938380859
124,0.0045447298309687694
125,0.00458267172355668
126,0.004641094957156904
127,0.0046995181907571295
128,0.004757941424357355
129,0.004816364657957579
130,0.0048747878915578035
131,0.004933904186569262
132,0.00499233562798539
133,0.005052186621697583
134,0.005110634485666105
135,0.005304916944834857
136,0.005498481113843991
137,0.005693645745466049
138,0.005888092133014623
139,0.006083448707805908
140,0.006278915218767586
141,0.006473580756648374
142,0.006667362811312789
143,0.006724852492847427
144,0.006787117126630994
145,0.006844647282455646
146,0.006902177438280296
147,0.006959707594104946
148,0.007017237749929597
149,0.007075764211613387
150,0.007133302469135802
151,0.00719185352112676
152,0.007289096948356807
153,0.007386340375586855
154,0.007484637977179885
155,0.007585100526118002
156,0.0076845646555774826
157,0.007781890329856217
158,0.00787921600413495
159,0.007976541678413681
160,0.008073867352692415
161,0.007978111549666385
162,0.007884578633201729
163,0.007788795826283134
164,0.007693013019364541
165,0.007597230212445947
166,0.0075014474055273535
167,0.00740566459860876
168,0.007309881791690166
169,0.007212065125458134
170,0.007133230282633212
171,0.0070543954398082885
172,0.006975560596983367
173,0.006896725754158443
174,0.006817890911333522
175,0.006737156672773394
176,0.006658344049464487
177,0.006578604339861913
178,0.006608988774599595
179,0.006639373209337276
180,0.006669757644074961
181,0.006700142078812644
182,0.006730526513550325
183,0.006760910948288008
184,0.006790338593030902
185,0.006820718747064902
186,0.006851098901098902
187,0.006729353925988542
