Time,Ammonia stde
0,28.310156603622758
1,28.366462794579387
2,28.422768985536017
3,29.74556696107376
4,31.07710305078296
5,32.409388351964786
6,33.74242349713207
7,35.08114664894675
8,36.421000956783224
9,37.761987854905286
10,39.09859805441342
11,40.453069213667696
12,41.2028168327856
13,41.95319938284418
14,42.71024848808328
15,43.45587250470184
16,44.19567298353363
17,44.93568253414124
18,45.66944711188134
19,46.409769520555535
20,47.143637795946525
21,46.74625192111828
22,46.3422026345874
23,45.93815334805654
24,45.53410406152567
25,45.130054774994804
26,44.72600548846393
27,44.32195620193307
28,43.91170031465101
29,43.710522087919394
30,43.50934386118778
31,43.30204606887265
32,43.100896269190166
33,42.89368547113675
34,42.692564090470896
35,42.491442709805035
36,42.29032132913918
37,42.089199948473315
38,42.15447658860097
39,42.21975322872862
40,42.28502986885628
41,42.37523311669965
42,42.440548177451255
43,42.505863238202885
44,42.571178298954514
45,42.636493359706144
46,42.6766897096222
47,42.317097458929894
48,41.96353384077179
49,41.609970222613704
50,41.25057942838152
51,40.89706574858758
52,40.52637987393179
53,40.16167562372867
54,39.79717721760638
55,39.43844781154562
56,38.53423299606419
57,37.62470995400911
58,36.710265724416615
59,35.79633718309685
60,34.87800803658027
61,33.97002542136694
62,33.05764133023086
63,32.15029875932063
64,31.93405983637117
65,31.717820913421708
66,31.501581990472246
67,31.28093730170564
68,31.064728830653515
69,30.848520359601384
70,30.627998693408646
71,30.407539119758848
72,30.191391526778254
73,29.909714810628646
74,29.63228800882684
75,29.354861207025046
76,29.07743440522324
77,28.80000760342143
78,28.51054087726268
79,28.23323118259545
80,27.95592148792822
81,27.67471778484889
82,27.87408944199427
83,28.077354012036665
84,28.280618582079057
85,28.48388315212145
86,28.68714772216384
87,28.890412292206236
88,29.093676862248625
89,29.29694143229102
90,29.500206002333414
91,29.018285169448284
92,28.536364336563153
93,28.05444350367802
94,27.568644678856074
95,27.082982487088493
96,26.59745687074042
97,26.11573932279605
98,25.630417947806148
99,25.148768123402885
100,24.6917138386508
101,24.234788030155844
102,23.777990643754336
103,23.324598933017562
104,22.871207222280773
105,22.417815511543992
106,21.964423800807214
107,21.504987967538803
108,21.579338880488283
109,21.656710581184292
110,21.734082281880305
111,21.811453982576317
112,21.888825683272326
113,21.966197383968336
114,22.043569084664348
115,22.120940785360357
116,22.19831248605637
117,22.399081613963187
118,22.599850741870004
119,22.800619869776817
120,23.001388997683634
121,23.215814487053425
122,23.416701783958423
123,23.617589080863418
124,23.818476377768413
125,24.019363674673407
126,24.307235332677813
127,24.595106990682215
128,24.882978648686613
129,25.170850306691015
130,25.458721964695414
131,25.75021073335207
132,26.038122834129442
133,26.333434045343825
134,26.62142706576729
135,27.5140227512298
136,28.402876844694305
137,29.299967049768032
138,30.193315874578175
139,31.091288238396622
140,31.98976593275183
141,32.88412172857745
142,33.77397636133389
143,34.05587214483373
144,34.36194264526424
145,34.64403689101661
146,34.92613113676897
147,35.208225382521356
148,35.490319628273724
149,35.77745153264799
150,36.059585504389055
151,36.34683802816902
152,36.79963615023475
153,37.25243427230047
154,37.71054373855473
155,38.179540116497556
156,38.64348510478339
157,39.09666619678602
158,39.54984728878864
159,40.00302838079128
160,40.456209472793915
161,40.000068132694295
162,39.55507849219778
163,39.09880851663846
164,38.64253854107914
165,38.18626856551983
166,37.729998589960516
167,37.273728614401186
168,36.81745863884187
169,36.35093741189738
170,36.03440495489146
171,35.71787249788554
172,35.40134004087961
173,35.0848075838737
174,34.76827512686778
175,34.44203248308906
176,34.125589240417135
177,33.80438213329576
178,33.90795758771311
179,34.011533042130466
180,34.11510849654783
181,34.21868395096519
182,34.32225940538255
183,34.42583485979991
184,34.52454564666104
185,34.62810650887574
186,34.731667371090445
187,34.194546585892745
188,33.65742580069503
189,33.115639526693904
190,32.5740058685446
191,32.03252476177064
192,31.491196141931848
193,30.954377874777055
194,30.417559607622266
195,29.88074134046747
196,30.212867267436394
197,30.544993194405325
198,30.877119121374257
199,31.20924504834318
200,31.541370975312116
201,31.873496902281044
202,32.205622829249975
203,32.5377487562189
204,32.86987468318783
205,32.792111817093776
206,32.714348950999714
207,32.63658608490566
208,32.5588232188116
209,32.48106035271754
210,32.40329748662349
211,32.325534620529425
212,32.24777175443537
213,32.363394114333985
214,32.47901647423261
215,32.59463883413123
216,32.71026119402985
217,32.82588355392847
218,32.941505913827086
219,33.05712827372571
220,33.17275063362433
221,33.28837299352295
222,33.09367901060734
223,32.89898502769172
224,32.70429104477612
225,32.509597061860504
226,32.314903078944894
227,32.12020909602928
228,31.925515113113672
229,31.730821130198063
230,31.53612714728245
231,30.872960668356328
232,30.209794189430205
233,29.53830940315315
234,28.8753296265015
235,28.21234984984985
236,27.537740959617274
237,26.871260082536114
238,26.208653395235416
239,25.542453228302154
240,25.244200656352554
241,24.949540553211442
242,24.651413303332866
243,24.356794637416208
244,24.06217597149956
245,23.760874455222837
246,23.466338628801726
