Time,Carbon Dioxide
0,10.512450271664973
1,10.715817498821545
2,10.91918472597812
3,11.839345840121513
4,12.763095621668722
5,13.687365166772857
6,14.612154914238102
7,15.539652446564213
8,16.46793366924294
9,17.396999575964507
10,18.324268460414046
11,19.260205189677055
12,19.769049968463687
13,20.278325667317038
14,20.7909685820381
15,21.298172016652405
16,21.802581362299087
17,22.307133256863573
18,22.808604385374327
19,23.313369758587438
20,23.814911756392775
21,23.443307709415922
22,23.068337597173144
23,22.693367484930366
24,22.318397372687592
25,21.943427260444814
26,21.568457148202036
27,21.19348703595926
28,20.815574793003687
29,20.69840826419601
30,20.58124173538833
31,20.461183575210498
32,20.344033602362806
33,20.224025917784466
34,20.10689249621861
35,19.989759074652756
36,19.872625653086896
37,19.755492231521043
38,19.87432475663337
39,19.993157281745706
40,20.111989806858045
41,20.242729820099843
42,20.36163228784026
43,20.480534755580674
44,20.59943722332109
45,20.718339691061505
46,20.824984957532042
47,20.58992240097056
48,20.35780164197336
49,20.12568088297616
50,19.890750299102695
51,19.65866232552343
52,19.41834623913098
53,19.180940516418282
54,18.943668788751566
55,18.70917012597929
56,18.020404562703327
57,17.329194135694905
58,16.635832310737722
59,15.942861497665472
60,15.248132228077957
61,14.558091584886736
62,13.866291824967062
63,13.176737373653689
64,13.067112929439382
65,12.957488485225078
66,12.847864041010771
67,12.736445731200522
68,12.626836724874432
69,12.517227718548341
70,12.40587165242047
71,12.294546940950113
72,12.184968797359858
73,11.985049917403616
74,11.78684626391097
75,11.588642610418322
76,11.390438956925678
77,11.192235303433028
78,10.989390859881308
79,10.791270871924116
80,10.593150883966924
81,10.39356845497203
82,10.657137871215442
83,10.92216931706288
84,11.187200762910312
85,11.452232208757748
86,11.717263654605182
87,11.982295100452616
88,12.247326546300052
89,12.512357992147484
90,12.777389437994918
91,12.244767448608366
92,11.71214545922181
93,11.179523469835255
94,10.645404025950745
95,10.11143480550707
96,9.577615745136637
97,9.045218427567876
98,8.51162431242988
99,7.979301843352273
100,7.881260957835833
101,7.783247631247158
102,7.68526185196781
103,7.5883698399216355
104,7.4914778278754595
105,7.394585815829282
106,7.2976938037831065
107,7.1987785262714254
108,7.2697741489909635
109,7.341780978133633
110,7.413787807276304
111,7.485794636418973
112,7.557801465561643
113,7.629808294704313
114,7.701815123846981
115,7.773821952989652
116,7.845828782132322
117,7.960933459549011
118,8.076038136965701
119,8.19114281438239
120,8.30624749179908
121,8.426308821463689
122,8.541481247366203
123,8.656653673268716
124,8.771826099171232
125,8.886998525073748
126,9.11822259680667
127,9.349446668539589
128,9.580670740272511
129,9.811894812005432
130,10.043118883738353
131,10.275786386625459
132,10.507042942774188
133,10.74131757073262
134,10.972639123102867
135,11.723621310611383
136,12.473061314125088
137,13.226219158582879
138,13.97783499718785
139,14.73173391350211
140,15.486057083567813
141,16.238519681300126
142,16.98880329252849
143,17.129072276159654
144,17.2814993429081
145,17.42186707969586
146,17.562234816483617
147,17.702602553271376
148,17.842970290059135
149,17.98587053466648
150,18.126258038773884
151,18.269218309859156
152,18.66144248826291
153,19.053666666666665
154,19.448630088744892
155,19.84929772641864
156,20.247449722770416
157,20.640005638567803
158,21.03256155436519
159,21.42511747016258
160,21.817673385959964
161,21.220026313316417
162,20.628194914457602
163,20.030379300620414
164,19.43256368678323
165,18.83474807294604
166,18.236932459108854
167,17.639116845271666
168,17.04130123143448
169,16.438849732168027
170,16.256374224696923
171,16.073898717225823
172,15.89142320975472
173,15.70894770228362
174,15.526472194812518
175,15.339671998308907
176,15.157247921364148
177,14.972713822742001
178,15.045865623972569
179,15.119017425203136
180,15.192169226433702
181,15.265321027664271
182,15.338472828894837
183,15.411624630125402
184,15.482594862402557
185,15.555736357659436
186,15.628877852916315
187,15.227561754484832
188,14.82624565605335
189,14.42289759121003
190,14.019663145539905
191,13.616542271041638
192,13.213534919740917
193,12.81244485121562
194,12.411354782690323
195,12.010264714165023
196,12.37270721862386
197,12.7351497230827
198,13.097592227541538
199,13.460034732000375
200,13.82247723645921
201,14.184919740918048
202,14.547362245376888
203,14.909804749835727
204,15.272247254294562
205,15.113009539566317
206,14.953771824838073
207,14.794534110109826
208,14.635296395381582
209,14.476058680653333
210,14.31682096592509
211,14.157583251196842
212,13.998345536468598
213,14.08612245376889
214,14.173899371069181
215,14.261676288369472
216,14.349453205669763
217,14.437230122970055
218,14.525007040270344
219,14.612783957570636
220,14.700560874870925
221,14.788337792171218
222,14.658917675772082
223,14.529497559372945
224,14.400077442973808
225,14.270657326574673
226,14.141237210175536
227,14.0118170937764
228,13.882396977377264
229,13.752976860978125
230,13.623556744578993
231,13.224951304796768
232,12.826345865014549
233,12.424241624436936
234,12.025748404654657
235,11.627255184872375
236,11.224022090896298
237,10.824174052710564
238,10.425905083474023
239,10.026225559150372
240,9.810560009376466
241,9.59630461790905
242,9.380729855153985
243,9.166504593821777
244,8.95227933248957
245,8.735597146070576
246,8.521432119593234
247,8.307267093115891
248,8.09310206663855
249,7.985093183256011
250,7.877084299873474
251,7.765800089586846
252,7.657836741146712
253,7.549873392706576
254,7.441910044266442
255,7.333946695826307
256,7.225983347386172
257,7.485582724376991
258,7.745182101367809
259,8.004781478358629
260,8.264380855349447
261,8.523980232340266
262,8.783579609331087
263,9.043178986321905
264,9.302778363312722
265,9.562377740303543
266,9.378210839422897
267,9.194043938542253
268,9.009877037661607
269,8.825710136780963
270,8.641543235900318
271,8.457376335019672
272,8.27320943413903
273,8.089042533258386
274,7.904875632377739
275,7.9723490490912505
276,8.03982246580476
277,8.107295882518269
278,8.174769299231777
279,8.242242715945288
280,8.309716132658796
281,8.377189549372307
282,8.444662966085815
283,8.512136382799325
284,8.758034754426644
285,9.003933126053962
286,9.24983149768128
287,9.4957298693086
288,9.741628240935919
289,9.988930340829233
290,10.234863273014758
291,10.48079620520028
292,10.865123248512113
293,11.246503350672477
294,11.629518419572554
295,12.014330754805439
296,12.397615463965865
297,12.781008019133372
298,13.164508465831808
299,13.546210543595516
300,13.933794341216217
301,13.864926546512718
302,13.792134844644698
303,13.719343142776681
304,13.646551440908663
305,13.573759739040646
306,13.500968037172628
307,13.42817633530461
308,13.355384633436591
309,13.282592931568573
310,13.450019947432645
311,13.617446963296722
312,13.7848739791608
313,13.952300995024874
314,14.11972801088895
315,14.287155026753023
316,14.458653755868545
317,14.6261279342723
318,14.793602112676057
319,14.556212588028167
320,14.318823063380282
321,14.081433538732394
322,13.844044014084508
323,13.606654489436618
324,13.369264964788732
325,13.131875440140846
326,12.89448591549296
327,12.693970657276996
328,12.493455399061034
329,12.292940140845072
330,12.092424882629107
331,11.891909624413147
332,11.691394366197182
333,11.49087910798122
334,11.290363849765258
335,11.089848591549297
336,10.812569718309861
337,10.532323993241341
338,10.253679431226242
339,9.976517668590736
340,9.697990568693694
341,9.416891093288307
342,9.138599465391112
343,8.866845392515476
344,8.588507385418648
345,8.535602461254582
346,8.481504471332835
347,8.427421696708494
348,8.374531652286844
349,8.321641607865196
350,8.267588915585918
351,8.214706307897174
352,8.161823700208428
353,8.108941092519684
354,8.328393433012968
355,8.547845773506252
356,8.767298113999535
357,8.98675045449282
358,9.206202794986103
359,9.425655135479387
360,9.645107475972672
361,9.864559816465954
362,10.08401215695924
363,10.12613504696908
364,10.168257936978923
365,10.210380826988766
366,10.252503716998607
367,10.294626607008452
368,10.336749497018294
369,10.378872387028135
370,10.42099527703798
371,10.309665063397404
372,10.19833484975683
373,10.087004636116255
374,9.97567442247568
375,9.864344208835107
376,9.75301399519453
377,9.64168378155396
378,9.530353567913384
379,9.41902335427281
380,9.457754293075496
381,9.49648523187818
382,9.53521617068087
383,9.573947109483555
384,9.61267804828624
385,9.651408987088928
386,9.690139925891616
387,9.7288708646943
388,9.767601803496985
389,9.596511813918477
390,9.425421824339969
391,9.253030789937231
392,9.081964853499391
393,8.910898917061553
394,8.739832980623715
395,8.568767044185874
396,8.397701107748034
397,8.226635171310194
398,8.067115911860842
399,7.907596652411493
400,7.748077392962141
401,7.58855813351279
402,7.42903887406344
403,7.268497753549338
404,7.109000917386387
405,6.949504081223437
406,6.798592336775868
407,6.646746273200777
408,6.495855739117853
409,6.34496520503493
410,6.193204227631188
411,6.0423348979515925
412,5.891465568271997
413,5.738177108276939
414,5.5873713560645495
415,5.541258537220198
416,5.494373928246861
417,5.448267585922009
418,5.402161243597158
419,5.356054901272307
420,5.309202884385042
421,5.2631030167607
