Time,Nitric Oxide
133,242.14120760727
134,249.2660202360877
135,253.57609364019677
136,257.85113316936054
137,262.1998761071278
138,266.51358619235094
139,270.86660073839664
140,275.222064926843
141,279.54064214858585
142,283.8204938792739
143,282.1567468692838
144,280.6904745142213
145,279.0255561813574
146,277.36063784849335
147,275.6957195156294
148,274.03080118276534
149,272.40423883960005
150,270.7390860442191
151,269.1118309859155
152,271.1957159624413
153,273.2796009389671
154,275.40227496830545
155,277.6037673806839
156,279.7676792594681
157,281.8533267550042
158,283.9389742505404
159,286.02462174607643
160,288.1102692416126
161,291.7135490085518
162,295.4001104530926
163,299.0044063733784
164,302.6087022936641
165,306.21299821394996
166,309.81729413423574
167,313.42159005452146
168,317.0258859748073
169,320.53978714406543
170,318.3192839018889
171,316.0987806597124
172,313.87827741753597
173,311.65777417535946
174,309.43727093318296
175,307.1301789740699
176,304.91030157835394
177,302.64777370720014
178,299.9858625710393
179,297.3239514348785
180,294.6620402987177
181,292.00012916255696
182,289.3382180263961
183,286.67630689023525
184,283.9743824551517
185,281.31284634169253
186,278.65131022823334
187,277.9206114398422
188,277.18991265145115
189,276.4202704606283
190,275.6508450704226
191,274.8816363892409
192,274.112644325542
193,273.38235708251193
194,272.6520698394818
195,271.9217825964517
196,275.51856284614655
197,279.11534309584147
198,282.7121233455365
199,286.3089035952314
200,289.9056838449263
201,293.5024640946212
202,297.0992443443161
203,300.696024594011
204,304.29280484370594
205,299.921866199662
206,295.5509275556181
207,291.1799889115742
208,286.80905026753015
209,282.4381116234863
210,278.0671729794423
211,273.6962343353984
212,269.3252956913545
213,271.97128743077064
214,274.61727917018675
215,277.26327090960285
216,279.909262649019
217,282.5552543884352
218,285.2012461278513
219,287.8472378672674
220,290.49322960668354
221,293.13922134609965
222,291.59120670233733
223,290.043192058575
224,288.4951774148127
225,286.9471627710504
226,285.3991481272881
227,283.85113348352576
228,282.3031188397634
229,280.75510419600107
230,279.2070895522387
231,272.1299399230263
232,265.05279029381387
233,257.9030123873874
234,250.82785519894895
235,243.7526980105105
236,236.5776347263261
237,229.47317576439693
238,222.4020000937911
239,215.3005345336897
240,211.13987341772147
241,207.0094936708861
242,202.85058360286877
243,198.72078469976094
244,194.5909857966531
245,190.40763390974277
246,186.2789962041333
247,182.15035849852381
248,178.0217207929144
249,175.51136123998316
250,173.0010016870519
251,170.4187658094435
252,167.90946458684655
253,165.40016336424958
254,162.8908621416526
255,160.38156091905566
256,157.87225969645868
257,164.06198472924862
258,170.2517097620386
259,176.44143479482855
260,182.6311598276185
261,188.82088486040846
262,195.0106098931984
263,201.20033492598836
264,207.39005995877832
265,213.5797849915683
266,208.51251873711823
267,203.44525248266817
268,198.3779862282181
269,193.31071997376802
270,188.24345371931796
271,183.17618746486787
272,178.10892121041786
273,173.04165495596777
274,167.9743887015177
275,169.89662966085814
276,171.81887062019862
277,173.74111157953902
278,175.6633525388795
279,177.58559349822
280,179.50783445756042
281,181.4300754169009
282,183.35231637624133
283,185.2745573355818
284,192.95415261382803
285,200.6337478920742
286,208.3133431703204
287,215.99293844856663
288,223.67253372681282
289,231.3846451159522
290,239.06531974701332
291,246.7459943780745
292,254.268452129903
293,261.72153099957825
294,269.21245781777276
295,276.7444092827004
296,284.24061049374035
297,291.7389209341587
298,299.23934149430136
299,306.6987125369354
300,314.29075168918916
301,309.45998779686465
302,304.5407162301699
303,299.62144466347496
304,294.7021730967802
305,289.7829015300853
306,284.86362996339057
307,279.9443583966957
308,275.0250868300009
309,270.10581526330606
310,273.6223481648361
311,277.13888106636625
312,280.65541396789627
313,284.1719468694264
314,287.68847977095646
315,291.2050126724866
316,294.80456572769947
317,298.322089201878
318,301.8396126760563
319,296.55431778169014
320,291.2690228873239
321,285.9837279929577
322,280.6984330985915
323,275.4131382042254
324,270.12784330985914
325,264.84254841549296
326,259.55725352112677
327,255.078779342723
328,250.60030516431928
329,246.1218309859155
330,241.6433568075117
331,237.164882629108
332,232.68640845070422
333,228.2079342723005
334,223.7294600938967
335,219.25098591549298
336,211.4806338028169
337,203.65291467192336
338,195.8571730254822
339,188.09010277347602
340,180.2976492117117
341,172.45884339383704
342,164.6729741136747
343,157.0036682776656
344,149.2165032311982
345,148.48658802429398
346,147.73589128816084
347,146.98540568878374
348,146.2556957737391
349,145.52598585869447
350,144.7759165122742
351,144.046309199861
352,143.31670188744786
353,142.5870945750347
354,147.04238767948127
355,151.49768078392773
356,155.95297388837423
357,160.40826699282073
358,164.86356009726723
359,169.31885320171375
360,173.77414630616025
361,178.22943941060672
362,182.68473251505324
363,185.01796408204027
364,187.3511956490273
365,189.6844272160143
366,192.01765878300134
367,194.3508903499884
368,196.68412191697544
369,199.01735348396247
370,201.3505850509495
371,200.74225263432143
372,200.13392021769334
373,199.52558780106526
374,198.9172553844372
375,198.3089229678092
376,197.70059055118108
377,197.09225813455302
378,196.48392571792493
379,195.87559330129687
380,197.25724076540067
381,198.6388882295044
382,200.02053569360814
383,201.40218315771187
384,202.78383062181564
385,204.16547808591937
386,205.5471255500231
387,206.92877301412685
388,208.3104204782306
389,205.6262168538675
390,202.94201322950437
391,200.22965582901233
392,197.5458295705461
393,194.8620033120798
394,192.17817705361355
395,189.49435079514728
396,186.810524536681
397,184.12669827821472
398,180.63128612896026
399,177.1358739797058
400,173.64046183045127
401,170.14504968119687
402,166.64963753194237
403,163.13129113678082
404,159.63637033025188
405,156.14144952372288
406,152.1006520903273
407,148.039045120086
408,143.9988156132446
409,139.95858610640323
410,135.89925621218134
411,131.85959447227458
412,127.81993273236782
413,123.72810905778239
414,119.69014966163456
415,118.87347345132741
416,118.04021623017185
417,117.22365472157962
418,116.40709321298745
419,115.59053170439523
420,114.75785251988732
421,113.941405680795
422,113.12495884170265
423,112.30851200261034
424,113.02722081333586
425,113.74592962406138
426,114.46463843478693
427,115.18334724551242
428,115.90205605623797
429,116.62076486696348
430,117.33947367768901
431,118.05818248841453
432,118.77689129914008
433,115.14222228244708
434,111.52423072872787
435,107.90623917500865
436,104.28824762128946
437,100.67025606757024
438,97.05226451385101
439,93.4342729601318
440,89.8162814064126
441,88.27044142425292
442,86.72460144209325
443,85.17876145993358
444,83.6329214777739
445,82.0755572668489
446,80.51863027215379
447,78.9732242708987
448,77.42781826964361
449,75.88241226838853
450,74.11215482049079
451,72.34189737259305
452,70.57163992469529
453,68.80138247679756
454,67.03112502889981
455,65.21334736842104
456,63.44437894736843
457,61.67541052631579
458,59.90644210526315
459,60.19444678362572
460,60.482451461988305
461,60.770456140350866
462,61.05846081871344
463,61.346465497076025
464,61.634470175438594
465,61.92247485380116
466,62.21047953216374
467,62.498484210526314
468,63.930830409356716
469,65.36317660818715
470,66.79552280701753
471,68.22786900584795
472,69.66021520467837
473,71.09256140350877
474,72.52490760233917
475,73.9572538011696
476,75.38959999999999
477,76.20984078947369
478,77.03008157894736
479,77.85032236842105
480,78.67056315789472
481,79.4908039473684
482,80.31104473684209
483,81.13128552631579
484,81.95152631578948
485,80.73872748538011
486,79.52592865497076
487,78.3131298245614
488,77.10033099415205
489,75.88753216374269
490,74.67473333333332
491,73.461934502924
492,72.24913567251463
493,71.03633684210527
494,68.91859532163744
495,66.8008538011696
496,64.68311228070175
497,62.56537076023392
498,60.44762923976608
499,58.329887719298256
500,56.2121461988304
501,54.09440467836258
502,51.97666315789475
503,51.31681052631579
504,50.65695789473685
505,49.99710526315789
506,49.33032907662083
507,48.670569042941345
508,48.01080900926186
509,47.35104897558237
510,46.678188131313135
511,46.018613215488216
512,46.6224273989899
513,47.22624158249159
514,47.830055765993265
515,48.433869949494955
516,49.03768413299664
517,49.64149831649832
518,50.245312500000004
519,50.849126683501694
520,52.84996141975309
521,54.8507961560045
522,56.8516308922559
523,58.852465628507304
524,60.85330036475872
525,62.85413510101011
526,64.85496983726152
527,66.85580457351291
528,68.8566393097643
529,71.91326575944632
530,74.96989220912833
531,78.02651865881033
532,81.08314510849233
533,84.13977155817433
534,87.19639800785633
535,90.25302445753836
536,93.30965090722037
537,96.36627735690237
538,97.98602693602696
539,99.60577651515152
540,101.22552609427612
541,102.84527567340069
542,104.46502525252527
543,106.08477483164984
544,107.70452441077444
545,109.324273989899
546,110.94402356902357
547,115.78914141414143
548,120.66811675554307
549,125.51459444288521
550,130.36107213022734
551,135.20754981756943
552,140.0540275049116
553,144.92084210526315
554,149.768
555,153.23711572755417
556,156.64011720943287
557,160.02160870875582
558,163.42604041588555
559,166.8080066437638
560,170.189972871642
561,173.5719390995202
562,176.95390532739845
563,180.3358715552766
564,181.52970451955
565,182.72387278306914
566,183.89254888193165
567,185.06122498079415
568,186.2299010796567
569,187.39857717851922
570,188.5672532773817
571,189.73592937624426
572,190.90460547510676
573,190.7727697902641
574,190.6409341054214
575,190.5090984205787
576,190.37726273573608
577,190.24542705089343
578,190.1135913660507
579,189.98175568120803
580,189.84991999636537
581,189.74473010988103
582,190.75731041391276
583,191.76989071794446
584,192.78247102197622
585,193.79505132600792
586,194.80763163003965
587,195.82021193407135
588,196.8604411764706
589,197.87316371681416
590,198.88588625715775
591,204.02566770965905
592,209.13750790250072
593,214.24934809534238
594,219.36118828818408
595,224.53611814614126
596,229.649395056294
597,234.7626719664468
598,239.87594887659952
599,239.8853455830681
600,239.86102817163405
601,239.87042410160575
602,239.84610327192442
603,239.82178244224312
604,239.83117417570148
605,239.8068499268117
606,239.78252567792197
607,239.7582014290322
608,240.96738035576945
609,242.17655928250676
610,243.38573820924407
611,244.45112235812363
612,245.65959042129438
613,246.86805848446508
614,248.07652654763584
615,249.28499461080656
616,250.49346267397726
617,252.06744692815977
618,253.64143118234225
619,255.2154154365247
620,256.7893996907072
621,258.3633839448897
622,259.9373681990722
623,261.54812289088864
624,263.1223284589426
625,264.69653402699663
626,263.97476265822786
627,263.17853375527426
628,262.4192133211422
629,261.65967923466525
630,260.8999314056564
631,260.10336639932456
632,259.45282803040976
633,258.6558144446009
634,257.1630057260865
635,255.63377687036512
636,254.10454801464377
637,252.61088813782095
638,251.08144392808524
639,249.58714788732394
640,248.05748826291082
641,246.52782863849765
642,244.99816901408454
643,246.07606602798913
644,247.11974543234228
645,248.1637189966178
646,249.2431162484729
647,250.28783072512815
648,251.3328398195149
649,252.41374000940294
650,253.45949123054496
651,254.4696360558612
652,252.06299666149434
653,249.69157966516178
654,247.28460073363436
655,244.8776218021069
656,242.4706428705794
657,240.06366393905193
658,237.65668500752446
659,235.24970607599698
660,232.84272714446954
661,231.93646832674946
662,231.03020950902936
663,230.12395069130926
664,229.21769187358916
665,228.31143305586906
666,227.40517423814902
667,226.49891542042892
668,225.5926566027088
669,226.50478508276905
670,227.41691356282922
671,228.32904204288943
672,229.2411705229496
673,230.15329900300978
674,231.06542748306998
675,231.97755596313021
676,232.92254597620052
677,233.83480316071677
678,238.5506443723249
679,243.266485583933
680,247.98232679554107
681,252.69816800714923
682,257.4140092187573
683,262.16684307084387
684,266.8833497977232
685,271.5998565246025
686,276.3163632514818
687,277.92459309436447
688,279.5328229372472
689,281.1410527801298
690,282.74928262301256
691,284.3575124658952
692,285.96574230877786
693,287.5739721516605
694,289.14139739429
695,290.70838036117385
696,282.18006771053746
697,273.65416078984487
698,265.05590018327933
699,256.53721454750496
700,247.95103564886568
701,239.40583180729678
702,230.89795774647885
703,222.36116586876935
704,213.82918074324326
705,200.2574625283999
706,186.57152151433354
707,172.92143556587249
708,159.30141733755923
709,145.68522818381112
710,132.0728664901203
711,118.43104479555768
712,104.84488741673968
713,99.5996304364886
714,94.39854346919218
715,89.1974565018958
716,83.98457560458891
717,78.77315838295166
718,73.57353177981851
719,68.3643074920732
720,63.16541076353338
721,57.96651403499355
722,55.05129156037152
723,52.144204736842106
724,49.237117913312694
725,46.33003108978328
726,43.42294426625387
727,40.51017180457645
728,37.60349293597596
729,34.696814067375485
730,31.79013519877499
731,30.478490769097423
732,29.166846339419852
733,27.855201909742284
734,26.536109792780753
735,25.224833389037435
736,23.913556985294118
737,22.602280581550804
738,21.291004177807487
739,19.97412336234634
740,18.54845471307545
741,17.122786063804554
742,15.69711741453366
743,14.271448765262765
744,12.845780115991875
745,11.42011146672098
746,9.994442817450086
747,8.568774168179193
748,8.092284952149162
749,7.615795736119132
750,7.139306520089101
751,6.662817304059072
752,6.18632808802904
753,5.709838871999009
754,5.232615768764384
755,4.7561933721448195
756,4.2797709755252535
757,3.9931171558316216
758,3.7064633361379884
759,3.4198095164443565
760,3.133155696750723
761,2.846102760136583
762,2.5594891330705023
763,2.27287550600442
764,1.9862618789383386
765,1.6996482518722573
766,1.587344428177889
767,1.4750406044835205
768,1.3627367807891522
769,1.2504329570947839
770,1.1381291334004153
771,1.0258253097060472
772,0.9135214860116788
773,0.8012176623173103
774,0.6889138386229421
775,0.5824212034538822
776,0.47592856828482233
777,0.3694359331157624
778,0.2629432979467025
779,0.1564506627776426
780,0.049958027608582804
781,-0.05653460756047712
782,-0.1630272427295371
783,-0.21543907257266334
784,-0.2678509024157896
785,-0.3202627322589158
786,-0.37267456210204203
787,-0.42502679761011375
788,-0.4774312796571033
789,-0.529835761704093
790,-0.5822402437510824
791,-0.634644725798072
792,-0.7074150173180166
793,-0.780185308837961
794,-0.8529556003579059
795,-0.9257258918778503
796,-0.998496183397795
797,-1.0712664749177399
798,-1.1440367664376843
799,-1.2166364934695493
800,-1.2893965845000743
801,-1.3556313226636325
802,-1.4218660608271905
803,-1.4881007989907487
804,-1.5543355371543066
805,-1.6205702753178646
806,-1.686805013481423
807,-1.752009158022615
808,-1.8182049574806098
809,-1.8844007569386039
810,-1.9262425240631718
811,-1.9680842911877394
812,-2.009926058312307
813,-2.051767825436875
814,-2.093609592561443
815,-2.1354513596860105
816,-2.177293126810578
817,-2.2191348939351463
818,-2.260976661059714
819,-2.2390447592514717
820,-2.2171128574432295
821,-2.1951809556349873
822,-2.1732490538267455
823,-2.151317152018503
824,-2.1293852502102606
825,-2.107453348402019
826,-2.0855214465937766
827,-2.1199122745537804
828,-2.1543031025137838
829,-2.1886939304737876
830,-2.2230847584337914
831,-2.2574755863937948
832,-2.2918664143537986
833,-2.326257242313803
834,-2.3606480702738066
835,-2.3950388982338096
836,-2.394735188300159
837,-2.3940958888110253
838,-2.393792221443588
839,-2.3934885540761504
840,-2.393184886708713
841,-2.3928812193412754
842,-2.392577551973838
843,-2.392273884606401
844,-2.391970217238963
845,-2.126195748656856
846,-1.8604212800747488
847,-1.5946468114926422
848,-1.328872342910535
849,-1.0630978743284278
850,-0.7973234057463208
851,-0.5314744488041853
852,-0.2657372244020925
853,0.0
854,0.0
855,0.0
856,0.0
857,0.0
858,0.0
859,0.0
860,0.0
861,0.0
862,0.0
863,0.0
864,0.0
865,0.0
866,0.0
867,0.0
868,0.0
869,0.0
870,0.0
871,0.0
872,0.0
873,0.0
874,0.0
875,0.0
876,0.0
877,0.0
878,0.0
879,0.0
880,0.0
881,0.0
882,0.0
883,0.0
884,0.0
885,0.0
886,0.0
887,0.0
888,0.0
889,0.0
890,0.0
891,0.0
892,0.0
893,0.0
894,0.0
895,0.0
896,0.0
897,0.0
898,0.0
899,0.0
900,0.0
901,0.0
902,0.0
903,0.0
904,0.0
905,0.0
906,0.0
907,0.0
908,0.0
909,0.0
910,0.0
911,0.0
912,0.0
913,0.0
914,0.0
915,0.0
916,0.0
917,0.0
918,0.0
919,0.0
920,0.0
921,0.0
922,0.0
923,0.0
924,0.0
925,0.0
926,0.0
927,0.0
928,0.0
929,0.0
930,0.0
931,0.0
932,0.0
933,0.0
934,0.0
935,0.0
936,0.0
937,0.0
938,0.0
939,0.0
940,0.0
941,0.0
942,0.0
943,0.0
944,0.0
945,0.0
946,0.0
947,0.0
948,0.0
949,0.0
950,0.0
951,0.0
952,0.0
953,0.0
954,0.0
955,0.0
956,0.0
957,0.0
958,0.0
959,0.0
960,0.0
961,0.0
962,0.0
963,0.0
964,0.0
965,0.0
966,0.0
967,0.0
968,0.0
969,0.0
970,0.0
971,0.0
972,0.0
973,0.0
974,0.0
975,0.0
976,0.0
977,0.0
978,0.0
979,0.0
980,0.0
981,0.0
982,0.0
983,0.0
984,0.0
985,0.0
986,0.0
987,0.0
988,0.0
989,0.0
990,0.0
991,0.0
992,0.0
993,0.0
994,0.0
995,0.0
996,0.0
997,0.0
998,0.0
999,0.0
1000,0.0
1001,0.0
1002,0.0
1003,0.0
1004,0.0
1005,0.0
1006,0.0
1007,0.0
1008,0.0
1009,0.0
1010,0.0
1011,0.0
1012,0.0
1013,0.0
1014,0.0
1015,0.0
1016,0.0
1017,0.0
1018,0.0
1019,0.0
1020,0.0
1021,0.0
1022,0.0
1023,0.0
1024,0.0
1025,0.0
1026,0.0
1027,0.0
1028,0.0
1029,0.0
1030,0.0
1031,0.0
1032,0.0
1033,0.0
1034,0.0
1035,0.0
1036,0.0
1037,0.0
1038,0.0
1039,0.0
1040,0.0
1041,0.0
1042,0.0
1043,0.0
1044,0.0
1045,0.0
1046,0.0
1047,0.0
1048,0.0
1049,0.0
1050,0.0
1051,0.0
1052,0.0
1053,0.0
1054,0.0
1055,0.0
1056,0.0
1057,0.0
1058,0.0
1059,0.0
1060,0.0
1061,0.0
1062,0.0
1063,0.0
1064,0.0
1065,0.0
1066,0.0
1067,0.0
1068,0.0
1069,0.0
1070,0.0
1071,0.0
1072,0.0
1073,0.0
1074,0.0
1075,0.0
1076,0.0
1077,0.0
1078,0.0
1079,0.0
1080,0.0
