8.870000e+000,1.753819e-003
1.763828e+001,1.750253e-003
2.640656e+001,1.752754e-003
3.517483e+001,1.749642e-003
4.394311e+001,1.745188e-003
5.271139e+001,1.750406e-003
6.147966e+001,1.743371e-003
7.024794e+001,1.744583e-003
7.901622e+001,1.743157e-003
8.778449e+001,1.743696e-003
9.655277e+001,1.744098e-003
1.053210e+002,1.746155e-003
1.140893e+002,1.740942e-003
1.228576e+002,1.736147e-003
1.316259e+002,1.740442e-003
1.403942e+002,1.737519e-003
1.491624e+002,1.737647e-003
1.579307e+002,1.735917e-003
1.666990e+002,1.741374e-003
1.754673e+002,1.736730e-003
1.842355e+002,1.735466e-003
1.930038e+002,1.735819e-003
2.017721e+002,1.733755e-003
2.105404e+002,1.738333e-003
2.193087e+002,1.735935e-003
2.280769e+002,1.730631e-003
2.368452e+002,1.732043e-003
2.456135e+002,1.732672e-003
2.543818e+002,1.732414e-003
2.631500e+002,1.731859e-003
2.719183e+002,1.731184e-003
2.806866e+002,1.727527e-003
2.894549e+002,1.730854e-003
2.982231e+002,1.728416e-003
3.069914e+002,1.729410e-003
3.157597e+002,1.727184e-003
3.245280e+002,1.725162e-003
3.332963e+002,1.725491e-003
3.420645e+002,1.722842e-003
3.508328e+002,1.724643e-003
3.596011e+002,1.723795e-003
3.683694e+002,1.728496e-003
3.771376e+002,1.721386e-003
3.859059e+002,1.723064e-003
3.946742e+002,1.724388e-003
4.034425e+002,1.721114e-003
4.122108e+002,1.726573e-003
4.209790e+002,1.720930e-003
4.297473e+002,1.723729e-003
4.385156e+002,1.719834e-003
4.472838e+002,1.718397e-003
4.560521e+002,1.717891e-003
4.648204e+002,1.716403e-003
4.735887e+002,1.719961e-003
4.823570e+002,1.715928e-003
4.911252e+002,1.722687e-003
4.998935e+002,1.717767e-003
5.086618e+002,1.716430e-003
5.174301e+002,7.066069e-003
5.261984e+002,8.660648e-003
5.349666e+002,4.313690e-003
5.437349e+002,3.043969e-003
5.525032e+002,2.334615e-003
5.612715e+002,1.841962e-003
5.700397e+002,7.409090e-003
5.788080e+002,1.293064e-002
5.875763e+002,8.126291e-003
5.963445e+002,6.179627e-003
6.051129e+002,4.984369e-003
6.138811e+002,4.749458e-003
6.226494e+002,6.890133e-003
6.314177e+002,7.872987e-003
6.401860e+002,1.122089e-002
6.489542e+002,1.292776e-002
6.577225e+002,9.246269e-003
6.664908e+002,5.071492e-003
6.752591e+002,3.776884e-003
6.840273e+002,3.343968e-003
6.927956e+002,3.605512e-003
7.015639e+002,3.509560e-003
7.103322e+002,3.394306e-003
7.191005e+002,3.185899e-003
7.278687e+002,2.689145e-003
7.366370e+002,2.413010e-003
7.454053e+002,2.380975e-003
7.541736e+002,2.625411e-003
7.629418e+002,2.711248e-003
7.717101e+002,2.830369e-003
7.804784e+002,3.693768e-003
7.892466e+002,3.957002e-003
7.980150e+002,5.387769e-003
8.067832e+002,5.076983e-003
8.155515e+002,5.266635e-003
8.243198e+002,8.140090e-003
8.330881e+002,1.120148e-002
8.418563e+002,9.087159e-003
8.506246e+002,8.122786e-003
8.593929e+002,8.243312e-003
8.681611e+002,7.456178e-003
8.769294e+002,5.961783e-003
8.856977e+002,5.551415e-003
8.944660e+002,5.066150e-003
9.032343e+002,5.422104e-003
9.120026e+002,4.513531e-003
9.207708e+002,3.881767e-003
9.295391e+002,4.025742e-003
9.383074e+002,4.349872e-003
9.470757e+002,4.848970e-003
9.558439e+002,6.317993e-003
9.646122e+002,6.808288e-003
9.733805e+002,7.636802e-003
9.821487e+002,6.821652e-003
9.909171e+002,6.225114e-003
9.996853e+002,6.483880e-003
1.008454e+003,5.446905e-003
1.017222e+003,6.076269e-003
1.025990e+003,5.949116e-003
1.034758e+003,6.165562e-003
1.043527e+003,5.819927e-003
1.052295e+003,4.691572e-003
1.061063e+003,4.112487e-003
1.069832e+003,3.701510e-003
1.078600e+003,4.369923e-003
1.087368e+003,4.144816e-003
1.096136e+003,4.060211e-003
1.104905e+003,4.624121e-003
1.113673e+003,5.677758e-003
1.122441e+003,5.666588e-003
1.131209e+003,5.954132e-003
1.139978e+003,5.598373e-003
1.148746e+003,5.062847e-003
1.157514e+003,4.263300e-003
1.166283e+003,3.976596e-003
1.175051e+003,4.631089e-003
1.183819e+003,4.603205e-003
1.192587e+003,4.354143e-003
1.201356e+003,4.429789e-003
1.210124e+003,4.070863e-003
1.218892e+003,3.619857e-003
1.227661e+003,3.273204e-003
1.236429e+003,3.007757e-003
1.245197e+003,3.076092e-003
1.253965e+003,2.810676e-003
1.262734e+003,2.604482e-003
1.271502e+003,2.428598e-003
1.280270e+003,2.325365e-003
1.289038e+003,2.423575e-003
1.297807e+003,2.567080e-003
1.306575e+003,2.518774e-003
1.315343e+003,2.342007e-003
1.324112e+003,2.062788e-003
1.332880e+003,2.080051e-003
1.341648e+003,2.291310e-003
1.350416e+003,2.737943e-003
1.359185e+003,2.959112e-003
1.367953e+003,3.442500e-003
1.376721e+003,4.018349e-003
1.385490e+003,3.990170e-003
1.394258e+003,3.988339e-003
1.403026e+003,4.095120e-003
1.411794e+003,4.578683e-003
1.420563e+003,4.639753e-003
1.429331e+003,4.627814e-003
1.438099e+003,4.796447e-003
1.446867e+003,5.536008e-003
1.455636e+003,5.973665e-003
1.464404e+003,6.967743e-003
1.473172e+003,7.032063e-003
1.481941e+003,6.826827e-003
1.490709e+003,6.949860e-003
1.499477e+003,6.940615e-003
1.508245e+003,6.139935e-003
1.517014e+003,4.516376e-003
1.525782e+003,2.578626e-003
1.534550e+003,1.711340e-003
1.543318e+003,1.352873e-003
1.552087e+003,1.195246e-003
1.560855e+003,1.138186e-003
1.569623e+003,1.122303e-003
1.578392e+003,1.104067e-003
1.587160e+003,1.094307e-003
1.595928e+003,1.110718e-003
1.604696e+003,1.089333e-003
1.613465e+003,1.094139e-003
1.622233e+003,1.073217e-003
1.631001e+003,1.066543e-003
1.639770e+003,1.058621e-003
1.648538e+003,1.074640e-003
1.657306e+003,1.070969e-003
