8.870000e+000,2.477130e-002
1.763828e+001,2.474343e-002
2.640656e+001,2.473574e-002
3.517483e+001,2.480268e-002
4.394311e+001,2.480183e-002
5.271139e+001,2.474280e-002
6.147966e+001,2.478802e-002
7.024794e+001,2.475628e-002
7.901622e+001,2.476441e-002
8.778449e+001,2.473129e-002
9.655277e+001,2.467723e-002
1.053210e+002,2.471452e-002
1.140893e+002,2.472442e-002
1.228576e+002,2.482667e-002
1.316259e+002,2.472752e-002
1.403942e+002,2.480315e-002
1.491624e+002,2.471802e-002
1.579307e+002,2.475598e-002
1.666990e+002,2.469784e-002
1.754673e+002,2.471935e-002
1.842355e+002,2.480355e-002
1.930038e+002,2.472117e-002
2.017721e+002,2.477532e-002
2.105404e+002,2.473254e-002
2.193087e+002,2.478122e-002
2.280769e+002,2.477026e-002
2.368452e+002,2.474029e-002
2.456135e+002,2.469351e-002
2.543818e+002,2.480868e-002
2.631500e+002,2.476560e-002
2.719183e+002,2.472499e-002
2.806866e+002,2.481215e-002
2.894549e+002,2.476068e-002
2.982231e+002,2.473296e-002
3.069914e+002,2.471592e-002
3.157597e+002,2.469430e-002
3.245280e+002,2.475483e-002
3.332963e+002,2.477395e-002
3.420645e+002,2.472332e-002
3.508328e+002,2.472506e-002
3.596011e+002,2.478666e-002
3.683694e+002,2.480684e-002
3.771376e+002,2.480875e-002
3.859059e+002,2.471841e-002
3.946742e+002,2.474400e-002
4.034425e+002,2.481323e-002
4.122108e+002,2.478160e-002
4.209790e+002,2.478863e-002
4.297473e+002,2.479490e-002
4.385156e+002,2.480933e-002
4.472838e+002,2.476106e-002
4.560521e+002,2.476793e-002
4.648204e+002,2.471367e-002
4.735887e+002,2.477355e-002
4.823570e+002,2.477415e-002
4.911252e+002,2.468414e-002
4.998935e+002,2.477814e-002
5.086618e+002,2.471590e-002
5.174301e+002,3.989207e-002
5.261984e+002,7.787940e-002
5.349666e+002,5.226246e-002
5.437349e+002,3.886412e-002
5.525032e+002,2.897856e-002
5.612715e+002,2.485914e-002
5.700397e+002,5.367911e-001
5.788080e+002,1.360076e+000
5.875763e+002,7.470978e-001
